PMID,Title,Abstract,Keywords,Journal,Country,Year
36876962,Antisense Transcription of the Neurospora Frequency Gene Is Rhythmically Regulated by CSP-1 Repressor but Dispensable for Clock Function.,"The circadian clock of Neurospora crassa is based on a negative transcriptional/translational feedback loops. The frequency (frq) gene controls the morning-specific rhythmic transcription of a sense RNA encoding FRQ, the negative element of the core circadian feedback loop. In addition, a long noncoding antisense RNA, qrf, is rhythmically transcribed in an evening-specific manner. It has been reported that the qrf rhythm relies on transcriptional interference with frq transcription and that complete suppression of qrf transcription impairs the circadian clock. We show here that qrf transcription is dispensable for circadian clock function. Rather, the evening-specific transcriptional rhythm of qrf is mediated by the morning-specific repressor CSP-1. Since CSP-1 expression is induced by light and glucose, this suggests a rhythmic coordination of qrf transcription with metabolism. However, a possible physiological significance for the circadian clock remains unclear, as suitable assays are not available.","['CSP-1', 'Neurospora', 'antisense RNA', 'circadian clock', 'frequency', 'glucose metabolism']",Journal of biological rhythms,Germany,2023 Mar 1
24794411,Analysis of the antimicrobial effects of nonthermal plasma on fungal spores in ionic solutions.,"The antimicrobial efficiency of reactive species-based control strategies is significantly affected by the dynamics of reactive species in the biological environment. Atmospheric-pressure nonthermal plasma is an ionized gas in which various reactive species are produced. The various levels of antimicrobial activity may result from the dynamic interaction of the plasma-generated reactive species with the environment. However, the nature of the interaction between plasma and environments is poorly understood. In this study, we analyzed the influence of the ionic strength of surrounding solutions (environment) on the antimicrobial activity of plasma in relation to the plasma-generated reactive species using a model filamentous fungus, Neurospora crassa. Our data revealed that the presence of sodium chloride (NaCl) in the background solution attenuated the deleterious effects of plasma on germination, internal structure, and genomic DNA of fungal spores. The protective effects of NaCl were not explained exclusively by pH, osmotic stability, or the level of reactive species in the solution. These were strongly associated with the ionic strength of the background solution. The presence of ions reduced plasma toxicity, which might be due to a reduced access of reactive species to fungal spores, and fungal spores were inactivated by plasma in a background fluid of nonionic osmolytes despite the low level of reactive species. Our results suggest that the surrounding environment may affect the behavior of reactive species, which leads to different biological consequences regardless of their quantity. Moreover, the microbicidal effect of plasma can be synergistically regulated through control of the microenvironment.","['Filamentous fungus', 'Free radicals', 'Ionic strength', 'Neurospora crassa', 'Plasma toxicity', 'Reactive species']",Free radical biology & medicine,Korea,2014 Jul
36142717,Extended N-Terminal Acetyltransferase Naa50 in Filamentous Fungi Adds to Naa50 Diversity.,"Most eukaryotic proteins are N-terminally acetylated by a set of Nalpha acetyltransferases (NATs). This ancient and ubiquitous modification plays a fundamental role in protein homeostasis, while mutations are linked to human diseases and phenotypic defects. In particular, Naa50 features species-specific differences, as it is inactive in yeast but active in higher eukaryotes. Together with NatA, it engages in NatE complex formation for cotranslational acetylation. Here, we report Naa50 homologs from the filamentous fungi Chaetomium thermophilum and Neurospora crassa with significant N- and C-terminal extensions to the conserved GNAT domain. Structural and biochemical analyses show that CtNaa50 shares the GNAT structure and substrate specificity with other homologs. However, in contrast to previously analyzed Naa50 proteins, it does not form NatE. The elongated N-terminus increases Naa50 thermostability and binds to dynein light chain protein 1, while our data suggest that conserved positive patches in the C-terminus allow for ribosome binding independent of NatA. Our study provides new insights into the many facets of Naa50 and highlights the diversification of NATs during evolution.","['Chaetomium thermophilum', 'GNAT domain', 'N-terminal acetyltransferase', 'NAT', 'Naa50', 'NatE', 'Neurospora crassa', 'X-ray structure', 'dynein light chain protein 1', 'ribosome association']",International journal of molecular sciences,Germany,2022 Sep 16
32158501,The H(2)O(2)-dependent activity of a fungal lytic polysaccharide monooxygenase investigated with a turbidimetric assay.,"BACKGROUND: Lytic polysaccharide monooxygenases (LPMOs) are copper-dependent redox enzymes that cleave recalcitrant biopolymers such as cellulose, chitin, starch and hemicelluloses. Although LPMOs receive ample interest in industry and academia, their reaction mechanism is not yet fully understood. Recent studies showed that H(2)O(2) is a more efficient cosubstrate for the enzyme than O(2), which could greatly affect the utilization of LPMOs in industrial settings. RESULTS: We probe the reactivity of LPMO9C from the cellulose-degrading fungus Neurospora crassa with a turbidimetric assay using phosphoric acid-swollen cellulose (PASC) as substrate and H(2)O(2) as a cosubstrate. The measurements were also followed by continuous electrochemical H(2)O(2) detection and LPMO reaction products were analysed by mass spectrometry. Different systems for the in situ generation of H(2)O(2) and for the reduction of LPMO's active-site copper were employed, including glucose oxidase, cellobiose dehydrogenase, and the routinely used reductant ascorbate. CONCLUSIONS: We found for all systems that the supply of H(2)O(2) limited LPMO's cellulose depolymerization activity, which supports the function of H(2)O(2) as the relevant cosubstrate. The turbidimetric assay allowed rapid determination of LPMO activity on a cellulosic substrate without the need for time-consuming and instrumentally elaborate analysis methods.","['Cellobiose dehydrogenase', 'Cellulose', 'Glucose oxidase', 'Hydrogen peroxide', 'Lytic polysaccharide monooxygenase', 'Neurospora crassa']",Biotechnology for biofuels,Czech Republic. GRID: grid.418095.1. ISNI: 0000 0001 1015 3316,2020
32743136,Off the wall: The rhyme and reason of Neurospora crassa hyphal morphogenesis.,"The fungal cell wall building processes are the ultimate determinants of hyphal shape. In Neurospora crassa the main cell wall components, beta-1,3-glucan and chitin, are synthesized by enzymes conveyed by specialized vesicles to the hyphal tip. These vesicles follow different secretory routes, which are delicately coordinated by cargo-specific Rab GTPases until their accumulation at the Spitzenkorper. From there, the exocyst mediates the docking of secretory vesicles to the plasma membrane, where they ultimately get fused. Although significant progress has been done on the cellular mechanisms that carry cell wall synthesizing enzymes from the endoplasmic reticulum to hyphal tips, a lot of information is still missing. Here, the current knowledge on N. crassa cell wall composition and biosynthesis is presented with an emphasis on the underlying molecular and cellular secretory processes.","['BGT, beta-1,3-glucan transferases', 'CHS, chitin synthase', 'CLSM, confocal laser scanning microscopy', 'CWI, cell wall integrity', 'CWP, cell wall proteins', 'Cell wall', 'ER, endoplasmic reticulum', 'FRAP, fluorescence recovery after photobleaching', 'GEF, guanine nucleotide exchange factor', 'GFP, green fluorescent protein', 'GH, glycosyl hydrolases', 'GPI, glycosylphosphatidylinositol', 'GSC, beta-1,3-glucan synthase complex', 'MMD, myosin-like motor domain', 'MS, mass spectrometry', 'MT, microtubule', 'NEC, network of elongated cisternae', 'PM, plasma membrane', 'SPK, Spitzenkorper', 'Spitzenkorper', 'TIRFM, total internal reflection fluorescence microscopy', 'TM, transmembrane', 'Tip growth', 'Vesicles']","Cell surface (Amsterdam, Netherlands)",Mexico,2019 Dec
33937222,L-Carnitine Production Through Biosensor-Guided Construction of the Neurospora crassa Biosynthesis Pathway in Escherichia coli.,"L-Carnitine is a bioactive compound derived from L-lysine and S-adenosyl-L-methionine, which is closely associated with the transport of long-chain fatty acids in the intermediary metabolism of eukaryotes and sought after in the pharmaceutical, food, and feed industries. The L-carnitine biosynthesis pathway has not been observed in prokaryotes, and the use of eukaryotic microorganisms as natural L-carnitine producers lacks economic viability due to complex cultivation and low titers. While biotransformation processes based on petrochemical achiral precursors have been described for bacterial hosts, fermentative de novo synthesis has not been established although it holds the potential for a sustainable and economical one-pot process using renewable feedstocks. This study describes the metabolic engineering of Escherichia coli for L-carnitine production. L-carnitine biosynthesis enzymes from the fungus Neurospora crassa that were functionally active in E. coli were identified and applied individually or in cascades to assemble and optimize a four-step L-carnitine biosynthesis pathway in this host. Pathway performance was monitored by a transcription factor-based L-carnitine biosensor. The engineered E. coli strain produced L-carnitine from supplemented L-N (epsilon)-trimethyllysine in a whole cell biotransformation, resulting in 15.9 muM carnitine found in the supernatant. Notably, this strain also produced 1.7 muM L-carnitine de novo from glycerol and ammonium as carbon and nitrogen sources through endogenous N (epsilon)-trimethyllysine. This work provides a proof of concept for the de novo L-carnitine production in E. coli, which does not depend on petrochemical synthesis of achiral precursors, but makes use of renewable feedstocks instead. To the best of our knowledge, this is the first description of L-carnitine de novo synthesis using an engineered bacterium.","['biosensor', 'biosynthesis', 'biosynthetic cascade', 'carnitine', 'metabolic engineering', 'trimethyllysine']",Frontiers in bioengineering and biotechnology,Germany,2021
30028876,Light induces oxidative damage and protein stability in the fungal photoreceptor Vivid.,"Flavin-binding photoreceptor proteins sense blue-light (BL) in diverse organisms and have become core elements in recent optogenetic applications. The light-oxygen-voltage (LOV) protein Vivid (VVD) from the filamentous fungus Neurospora crassa is a classic BL photoreceptor, characterized by effecting a photocycle based on light-driven formation and subsequent spontaneous decay of a flavin-cysteinyl adduct. Here we report that VVD presents alternative outcomes to light exposure that result in protein self-oxidation and, unexpectedly, rise of stability through kinetic control. Using optical absorbance and mass spectrometry we show that purified VVD develops amorphous aggregates with the presence of oxidized residues located at the cofactor binding pocket. Light exposure increases oxidative levels in VVD and specific probe analysis identifies singlet oxygen production by the flavin. These results indicate that VVD acts alternatively as a photosensitizer, inducing self-oxidative damage and subsequent aggregation. Surprisingly, BL illumination has an additional, opposite effect in VVD. We show that light-induced adduct formation establishes a stable state, delaying protein aggregation until photoadduct decay occurs. In accordance, repeated BL illumination suppresses VVD aggregation altogether. Furthermore, photoadduct formation confers VVD stability against chemical denaturation. Analysis of the aggregation kinetics and testing of stabilizers against aggregation reveal that aggregation in VVD proceeds through light-dependent kinetic control and dimer formation. These results uncover the aggregation pathway of a photosensor, where light induces a remarkable interplay between protein damage and stability.",?,PloS one,Mexico,2018
29404209,Development of an RNA interference (RNAi) gene knockdown protocol in the anaerobic gut fungus Pecoramyces ruminantium strain C1A.,"Members of the anaerobic gut fungi (AGF) reside in rumen, hindgut, and feces of ruminant and non-ruminant herbivorous mammals and reptilian herbivores. No protocols for gene insertion, deletion, silencing, or mutation are currently available for the AGF, rendering gene-targeted molecular biological manipulations unfeasible. Here, we developed and optimized an RNA interference (RNAi)-based protocol for targeted gene silencing in the anaerobic gut fungus Pecoramyces ruminantium strain C1A. Analysis of the C1A genome identified genes encoding enzymes required for RNA silencing in fungi (Dicer, Argonaute, Neurospora crassa QDE-3 homolog DNA helicase, Argonaute-interacting protein, and Neurospora crassa QIP homolog exonuclease); and the competency of C1A germinating spores for RNA uptake was confirmed using fluorescently labeled small interfering RNAs (siRNA). Addition of chemically-synthesized siRNAs targeting D-lactate dehydrogenase (ldhD) gene to C1A germinating spores resulted in marked target gene silencing; as evident by significantly lower ldhD transcriptional levels, a marked reduction in the D-LDH specific enzymatic activity in intracellular protein extracts, and a reduction in D-lactate levels accumulating in the culture supernatant. Comparative transcriptomic analysis of untreated versus siRNA-treated cultures identified a few off-target siRNA-mediated gene silencing effects. As well, significant differential up-regulation of the gene encoding NAD-dependent 2-hydroxyacid dehydrogenase (Pfam00389) in siRNA-treated C1A cultures was observed, which could possibly compensate for loss of D-LDH as an electron sink mechanism in C1A. The results demonstrate the feasibility of RNAi in anaerobic fungi, and opens the door for gene silencing-based studies in this fungal clade.","['Anaerobic gut fungi', 'D-lactate dehydrogenase', 'Pecoramyces ruminantium', 'RNA interference']",PeerJ,USA,2018
26004627,Involvement of mitochondrial proteins in calcium signaling and cell death induced by staurosporine in Neurospora crassa.,"Staurosporine-induced cell death in Neurospora crassa includes a well defined sequence of alterations in cytosolic calcium levels, comprising extracellular Ca(2+) influx and mobilization of Ca(2+) from internal stores. Here, we show that cells undergoing respiratory stress due to the lack of certain components of the mitochondrial complex I (like the 51kDa and 14kDa subunits) or the Ca(2+)-binding alternative NADPH dehydrogenase NDE-1 are hypersensitive to staurosporine and incapable of setting up a proper intracellular Ca(2+) response. Cells expressing mutant forms of NUO51 that mimic human metabolic diseases also presented Ca(2+) signaling deficiencies. Accumulation of reactive oxygen species is increased in cells lacking NDE-1 and seems to be required for Ca(2+) oscillations in response to staurosporine. Measurement of the mitochondrial levels of Ca(2+) further supported the involvement of these organelles in staurosporine-induced Ca(2+) signaling. In summary, our data indicate that staurosporine-induced fungal cell death involves a sophisticated response linking Ca(2+) dynamics and bioenergetics.","['Alternative NAD(P)H dehydrogenase', 'Ca(2+) dynamics', 'Cell death', 'Complex I', 'Mitochondrion', 'NDE-1']",Biochimica et biophysica acta,Portugal. Electronic address: apgoncalves@berkeley.edu,2015 Oct
27917101,Selective Enzymatic Transformation to Aldehydes in vivo by Fungal Carboxylate Reductase from Neurospora crassa.,"The enzymatic reduction of carboxylic acids is in its infancy with only a handful of biocatalysts available to this end. We have increased the spectrum of carboxylate-reducing enzymes (CARs) with the sequence of a fungal CAR from Neurospora crassa OR74A (NcCAR). NcCAR was efficiently expressed in E. coli using an autoinduction protocol at low temperature. It was purified and characterized in vitro, revealing a broad substrate acceptance, a pH optimum at pH 5.5-6.0, a T(m) of 45  degrees C and inhibition by the co-product pyrophosphate which can be alleviated by the addition of pyrophosphatase. The synthetic utility of NcCAR was demonstrated in a whole-cell biotransformation using the Escherichia coli K-12 MG1655 RARE strain in order to suppress overreduction to undesired alcohol. The fragrance compound piperonal was prepared from piperonylic acid (30 mM) on gram scale in 92 % isolated yield in >98% purity. This corresponds to a productivity of 1.5 g/L/h.","['aldehydes', 'biocatalysis', 'carboxylate reductase', 'carboxylic acids', 'flavours and fragrances']",Advanced synthesis & catalysis,acib GmbH Petersgasse 14 8010 Graz Austria,2016 Nov 3
27681634,Dual chromatin recognition by the histone deacetylase complex HCHC is required for proper DNA methylation in Neurospora crassa.,"DNA methylation, heterochromatin protein 1 (HP1), histone H3 lysine 9 (H3K9) methylation, histone deacetylation, and highly repeated sequences are prototypical heterochromatic features, but their interrelationships are not fully understood. Prior work showed that H3K9 methylation directs DNA methylation and histone deacetylation via HP1 in Neurospora crassa and that the histone deacetylase complex HCHC is required for proper DNA methylation. The complex consists of the chromodomain proteins HP1 and chromodomain protein 2 (CDP-2), the histone deacetylase HDA-1, and the AT-hook motif protein CDP-2/HDA-1-associated protein (CHAP). We show that the complex is required for proper chromosome segregation, dissect its function, and characterize interactions among its components. Our analyses revealed the existence of an HP1-based DNA methylation pathway independent of its chromodomain. The pathway partially depends on CHAP but not on the CDP-2 chromodomain. CDP-2 serves as a bridge between the recognition of H3K9 trimethylation (H3K9me3) by HP1 and the histone deacetylase activity of HDA-1. CHAP is also critical for HDA-1 localization to heterochromatin. Specifically, the CHAP zinc finger interacts directly with the HDA-1 argonaute-binding protein 2 (Arb2) domain, and the CHAP AT-hook motifs recognize heterochromatic regions by binding to AT-rich DNA. Our data shed light on the interrelationships among the prototypical heterochromatic features and support a model in which dual recognition by the HP1 chromodomain and the CHAP AT-hooks are required for proper heterochromatin formation.","['DNA methylation', 'H3K9 methylation', 'HP1', 'heterochromatin', 'histone deacetylation']",Proceedings of the National Academy of Sciences of the United States of America,Japan,2016 Oct 11
32514307,Configuration of active site segments in lytic polysaccharide monooxygenases steers oxidative xyloglucan degradation.,"BACKGROUND: Lytic polysaccharide monooxygenases (LPMOs) are powerful enzymes that oxidatively cleave plant cell wall polysaccharides. LPMOs classified as fungal Auxiliary Activities family 9 (AA9) have been mainly studied for their activity towards cellulose; however, various members of this AA9 family have been also shown to oxidatively cleave hemicelluloses, in particularly xyloglucan (XG). So far, it has not been studied in detail how various AA9 LPMOs act in XG degradation, and in particular, how the mode-of-action relates to the structural configuration of these LPMOs. RESULTS: Two Neurospora crassa (Nc) LPMOs were found to represent different mode-of-action towards XG. Interestingly, the configuration of active site segments of these LPMOs differed as well, with a shorter Segment 1 ((-)Seg1) and a longer Segment 2 ((+)Seg2) present in NcLPMO9C and the opposite for NcLPMO9M ((+)Seg1(-)Seg2). We confirmed that NcLPMO9C cleaved the non-reducing end of unbranched glucosyl residues within XG via the oxidation of the C4-carbon. In contrast, we found that the oxidative cleavage of the XG backbone by NcLPMO9M occurred next to both unbranched and substituted glucosyl residues. The latter are decorated with xylosyl, xylosyl-galactosyl and xylosyl-galactosyl-fucosyl units. The relationship between active site segments and the mode-of-action of these NcLPMOs was rationalized by a structure-based phylogenetic analysis of fungal AA9 LPMOs. LPMOs with a (-)Seg1(+)Seg2 configuration clustered together and appear to have a similar XG substitution-intolerant cleavage pattern. LPMOs with the (+)Seg1(-)Seg2 configuration also clustered together and are reported to display a XG substitution-tolerant cleavage pattern. A third cluster contained LPMOs with a (-)Seg1(-)Seg2 configuration and no oxidative XG activity. CONCLUSIONS: The detailed characterization of XG degradation products released by LPMOs reveal a correlation between the configuration of active site segments and mode-of-action of LPMOs. In particular, oxidative XG-active LPMOs, which are tolerant and intolerant to XG substitutions are structurally and phylogenetically distinguished from XG-inactive LPMOs. This study contributes to a better understanding of the structure-function relationship of AA9 LPMOs.","['AA9 LPMO', 'Active site segments', 'Biomass', 'Biorefinery', 'Hemicellulose', 'Lignocellulose', 'Neurospora crassa', 'Phylogenetic tree', 'Plant cell wall', 'Xyloglucan']",Biotechnology for biofuels,The Netherlands. GRID: grid.4818.5. ISNI: 0000 0001 0791 5666,2020
30143790,Effects of acclimation time and epigenetic mechanisms on growth of Neurospora in fluctuating environments.,"Reaction norms or tolerance curves have often been used to predict how organisms deal with fluctuating environments. A potential drawback is that reaction norms measured in different constant environments may not capture all aspects of organismal responses to fluctuating environments. We examined growth of the filamentous fungus Neurospora crassa in fluctuating temperatures and tested if growth in fluctuating temperatures can be explained simply by the growth in different constant temperatures or if more complex models are needed. In addition, as previous studies on fluctuating environments have revealed that past temperatures that organisms have experienced can affect their response to current temperature, we tested the roles of different epigenetic mechanisms in response to fluctuating environments using different mutants. We found that growth of Neurospora can be predicted in fluctuating temperatures to some extent if acclimation times are taken into account in the model. Interestingly, while fluctuating environments have been linked with epigenetic responses, we found only some evidence of involvement of epigenetic mechanisms on tolerating fluctuating temperatures. Mutants which lacked H3K4 or H3K36 methylation had slightly impaired response to temperature fluctuations, in addition the H3K4 methylation mutant and a mutant in the RNA interference pathway had altered acclimation times.",?,Heredity,Finland. ilkka.kronholm@jyu.fi,2018 Oct
24848562,Dynamics of transcriptome evolution in the model eukaryote Neurospora.,"Mounting evidence indicates that changes in the transcriptome contribute significantly to the phenotypic differentiation of closely related species. Nonetheless, further genome-wide studies, spanning a broad range of organisms, are needed to decipher the factors driving transcriptome evolution. The model Neurospora (Ascomycota) comprises a simple system for empirically studying the evolutionary dynamics of the transcriptome. Here, we studied the evolution of gene expression in Neurospora crassa and Neurospora tetrasperma and show that patterns of transcriptome evolution are connected to genome evolution, tissue type and sexual identity (mating types, mat A and mat a) in these eukaryotes. Based on the comparisons of inter- and intraspecies expression divergence, our data reveal that rapid expression divergence is more apt to occur in sexual/female (SF) than vegetative/male (VM) tissues. In addition, interspecies gene expression and protein sequence divergence were strongly correlated for SF, but not VM, tissue. A correlation between transcriptome and protein evolution parallels findings from certain animals, but not yeast, and add support for the theory that expression evolution differs fundamentally among multicellular and unicellular eukaryotes. Finally, we found that sexual identity in these hermaphroditic Neurospora species is connected to interspecies expression divergence in a tissue-dependent manner: rapid divergence occurred for mat A- and mat a-biased genes from SF and VM tissues, respectively. Based on these findings, it is hypothesized that rapid interspecies transcriptome evolution is shifting the mating types of Neurospora towards distinct female and male phenotypes, that is, sexual dimorphism.","['expression evolution', 'mating type', 'multicellularity', 'sexual identity', 'tissue type']",Journal of evolutionary biology,Sweden,2014 Jun
37043358,Conformational changes in the negative arm of the circadian clock correlate with dynamic interactomes involved in post-transcriptional regulation.,"Biology is tuned to the Earth's diurnal cycle by the circadian clock, a transcriptional/translational negative feedback loop that regulates physiology via transcriptional activation and other post-transcriptional mechanisms. We hypothesize that circadian post-transcriptional regulation might stem from conformational shifts in the intrinsically disordered proteins that comprise the negative arm of the feedback loop to coordinate variation in negative-arm-centered macromolecular complexes. This work demonstrates temporal conformational fluidity in the negative arm that correlates with 24-h variation in physiologically diverse macromolecular complex components in eukaryotic clock proteins. Short linear motifs on the negative-arm proteins that correspond with the interactors localized to disordered regions and known temporal phosphorylation sites suggesting changes in these macromolecular complexes could be due to conformational changes imparted by the temporal phospho-state. Interactors that oscillate in the macromolecular complexes over circadian time correlate with post-transcriptionally regulated proteins, highlighting how time-of-day variation in the negative-arm protein complexes may tune cellular physiology.","['CP: Genomics', 'CP: Molecular biology', 'Drosophila melanogaster', 'FREQUENCY', 'Intrinsic Disorder', 'Neurospora crassa', 'PERIOD', 'interactome', 'negative arm proteins']",Cell reports,USA,2023 Apr 10
32313605,"Fungal social barriers: to fuse, or not to fuse, that is the question.","Cell fusion takes place in all domains of life and contributes greatly to the formation of complex multicellular structures. In particular, many fungi, such as the filamentous Neurospora crassa, rely on conspecific somatic cell fusion to drive the unicellular-to-multicellular transition and formation of the interconnected mycelial syncytium. This can, however, lead to the transmission of infectious elements and deleterious genotypes that have a negative impact on the organismal fitness. Accumulating evidence obtained from natural populations suggests that N. crassa has evolved various self/non-self or allorecognition systems to avoid fusion between genetically non-identical spores or hyphae at all costs. Here we present an overview of the recent advances made in the field of fungal allorecognition, describe its genetic basis, and comment on its evolutionary meaning. These data pinpoint the multilayered complexity of the cooperative social behaviors undertaken by a model eukaryotic microbe.","['Cell-cell fusion', 'allorecognition', 'intercellular cooperation', 'multicellularity']",Communicative & integrative biology,USA,2020
31001214,Communicate and Fuse: How Filamentous Fungi Establish and Maintain an Interconnected Mycelial Network.,"Cell-to-cell communication and cell fusion are fundamental biological processes across the tree of life. Survival is often dependent upon being able to identify nearby individuals and respond appropriately. Communication between genetically different individuals allows for the identification of potential mating partners, symbionts, prey, or predators. In contrast, communication between genetically similar (or identical) individuals is important for mediating the development of multicellular organisms or for coordinating density-dependent behaviors (i.e., quorum sensing). This review describes the molecular and genetic mechanisms that mediate cell-to-cell communication and cell fusion between cells of Ascomycete filamentous fungi, with a focus on Neurospora crassa. Filamentous fungi exist as a multicellular, multinuclear network of hyphae, and communication-mediated cell fusion is an important aspect of colony development at each stage of the life cycle. Asexual spore germination occurs in a density-dependent manner. Germinated spores (germlings) avoid cells that are genetically different at specific loci, while chemotropically engaging with cells that share identity at these recognition loci. Germlings with genetic identity at recognition loci undergo cell fusion when in close proximity, a fitness attribute that contributes to more rapid colony establishment. Communication and cell fusion also occur between hyphae in a colony, which are important for reinforcing colony architecture and supporting the development of complex structures such as aerial hyphae and sexual reproductive structures. Over 70 genes have been identified in filamentous fungi (primarily N. crassa) that are involved in kind recognition, chemotropic interactions, and cell fusion. While the hypothetical signal(s) and receptor(s) remain to be described, a dynamic molecular signaling network that regulates cell-cell interactions has been revealed, including two conserved MAP-Kinase cascades, a conserved STRIPAK complex, transcription factors, a NOX complex involved in the generation of reactive oxygen species, cell-integrity sensors, actin, components of the secretory pathway, and several other proteins. Together these pathways facilitate the integration of extracellular signals, direct polarized growth, and initiate a transcriptional program that reinforces signaling and prepares cells for downstream processes, such as membrane merger, cell fusion and adaptation to heterokaryon formation.","['MAP kinase signaling', 'Neurospora', 'ROS signaling', 'STRIPAK', 'cell fusion', 'chemotropic interactions']",Frontiers in microbiology,United States,2019
35980572,The Q-system: A Versatile Repressible Binary Expression System.,"Binary expression systems are useful genetic tools for experimentally labeling or manipulating the function of defined cells. The Q-system is a repressible binary expression system that consists of a transcription factor QF (and the recently improved QF2/QF2(w)), the inhibitor QS, a QUAS-geneX effector, and a drug that inhibits QS (quinic acid). The Q-system can be used alone or in combination with other binary expression systems, such as GAL4/UAS and LexA/LexAop. In this review chapter, we discuss the past, present, and future of the Q-system for applications in Drosophila and other organisms. We discuss the in vivo application of the Q-system for transgenic labeling, the modular nature of QF that allows chimeric or split transcriptional activators to be developed, its temporal control by quinic acid, new methods to generate QF2 reagents, intersectional expression labeling, and its recent adoption into many emerging experimental species.","['Bioengineering', 'Chimeric transactivators', 'Drosophila', 'HACK', 'Mosquito', 'Neurospora crassa', 'Split-QF', 'Synthetic biology']","Methods in molecular biology (Clifton, N.J.)",UK,2022
31216909,Circadian Rhythms in Fungi: Structure/Function/Evolution of Some Clock Components.,"The fungal clock, especially that in Neurospora crassa, is composed of several proteins, notably FRQ, WC-1, and WC-2, which interact at the protein level and at the level of transcription. It is shown here that regions of the FRQ that are highly conserved in many fungal species show significant similarity to regions of proteins found in the amoebae Capsaspora and Acanthamoebae. These 2 amoebae were specifically explored because they have been suggested, based on extensive evidence, to be related to precursors of the modern fungi. Those proteins in Capsaspora/Acanthamoebae with some similarity to FRQ are LARP (an RNA-binding protein), ARNT (which has a PAS motif), and heat shock factor (HSF). These regions of LARP and HSF that show similarity to FRQ are highly conserved between plants, animals, and amoeba. This suggests that these regions were present at the time of the divergence of plants, fungi, insects, and animals, and therefore, they could be plausible precursors to regions of the fungal FRQ. These particular regions of FRQ that show similarity to LARP and HSF are also of functional significance since mutations in these regions of the Neurospora FRQ led to changes in the rhythm. The FRQ proteins from 13 different species of fungi were analyzed via motif analysis (MEME), and 11 different motifs were found. This provides some understanding as to the minimum requirements for an FRQ protein. Many of these FRQ motifs can be matched up with known domains in FRQ. In addition, these 13 different species of fungi were screened for the presence/absence of 7 additional genes/proteins that play some role in fungal clocks.","['FRQ', 'Neurospora', 'WC-1', 'evolution', 'fungi']",Journal of biological rhythms,San Diego,2019 Aug
36143373,Flammulina filiformis Pkac Gene Complementing in Neurospora crassa Mutant Reveals Its Function in Mycelial Growth and Abiotic Stress Response.,"Flammulina filiformis is a popular edible mushroom that easily suffers from heat and oxidative stresses. The cyclic adenylate-dependent protein kinase A (cAMP/PKA) pathway is the main signaling pathway in response to environmental stress, and the PKAC is the terminal catalytic subunit of this pathway. In this study, the Pkac gene was identified in F. filiformis, which was highly conserved in basidiomycetes and ascomycetes. The transcription analysis showed that the Pkac gene was involved in the mycelial growth and the fruiting body development of fungi. In Neurospora crassa, the Pkac gene deletion (DeltaPkac) resulted in the slower growth of the mycelia. We complemented the F. filiformis FfPkac to N. crassa DeltaPkac mutant to obtain the CPkac strain. The mycelial growth in the CPkac strain was restored to the same level as the WT strain. In addition, the FfPkac gene showed significantly up-regulated expression under heat and oxidative stresses. By analyzing the differentially expressed genes of DeltaPkac and Cpkac with WT, respectively, seven downstream genes regulated by Pkac were identified and may be related to mycelial growth. They were mainly focused on microbial metabolism in diverse environments, mitochondrial biogenesis, protein translation and nucleocytoplasmic transport. RT-qPCR results confirmed that the expression patterns of these seven genes were consistent with FfPkac under heat and oxidative stresses. The results revealed the conserved functions of PKAC in filamentous fungi and its regulatory mechanism in response to heat and oxidative stresses.","['allogenic gene complement', 'cAMP-dependent protein kinase', 'filamentous fungi', 'heat and oxidative stresses']","Life (Basel, Switzerland)",China,2022 Aug 28
27150623,Hyphal chemotropism in fungal pathogenicity.,"The ability to grow as filamentous hyphae defines the lifestyle of fungi. Hyphae are exposed to a variety of chemical stimuli such as nutrients or signal molecules from mating partners and host organisms. How fungi sense and process this chemical information to steer hyphal growth is poorly understood. Saccharomyces cerevisiae and Neurospora crassa have served as genetic models for the identification of cellular components functioning in chemotropism. A recent study in the pathogen Fusarium oxysporum revealed distinct MAPK pathways governing hyphal growth towards nutrient sources and sex pheromones or plant signals, suggesting an unanticipated complexity of chemosensing during fungus-host interactions.","['Chemotropism', 'Hypha', 'Pathogen', 'Polarity', 'Signaling']",Seminars in cell & developmental biology,Spain,2016 Sep
