GeneID,Gene_symbol
Mycth_2298661,ARH1
Mycth_2298663,AIM45
Mycth_2298666,SRV2
Mycth_2298669,MAK32
Mycth_2298672,MCM3
Mycth_2298680,EXO70
Mycth_2298688,
Mycth_2298693,FMP41
Mycth_2298696,
Mycth_2298702,MCD4
Mycth_2298705,
Mycth_2298709,
Mycth_2298711,CAT2
Mycth_2298714,FIG4
Mycth_2298716,CCA1
Mycth_2298717,GEA2
Mycth_2298723,ANP1
Mycth_2298729,YJR142W
Mycth_2298731,RPB8
Mycth_2298732,ELP4
Mycth_2298733,SEN34
Mycth_2298734,ASI3
Mycth_2298741,SYF1
Mycth_2298743,
Mycth_2298745,YMR226C
Mycth_2298749,
Mycth_2298750,
Mycth_2298752,
Mycth_2298766,CHO2
Mycth_2298770,
Mycth_2298773,
Mycth_2298783,
Mycth_2298784,
Mycth_2298789,
Mycth_2298795,
Mycth_2298796,
Mycth_2298798,
Mycth_2298799,
Mycth_2298800,
Mycth_2298801,
Mycth_2298808,YDR444W
Mycth_2298809,
Mycth_2298813,SEC5
Mycth_2298820,
Mycth_2298824,
Mycth_2298825,STU1
Mycth_2298826,RGA1
Mycth_2298833,
Mycth_2298840,YKR051W
Mycth_2298841,CSF1
Mycth_2298844,VCX1
Mycth_2298848,CDC15
Mycth_2298852,
Mycth_2298860,
Mycth_2298863,HAP1
Mycth_2298867,
Mycth_2298870,DBP10
Mycth_2298873,
Mycth_2298874,YDL063C
Mycth_2298875,
Mycth_2298876,
Mycth_2298881,IDI1
Mycth_2298883,ERC1
Mycth_2298890,
Mycth_2298893,
Mycth_2298894,PIM1
Mycth_2298895,TAO3
Mycth_2298906,RPN1
Mycth_2298909,SEC1
Mycth_2298914,
Mycth_2298916,
Mycth_2298918,RSN1
Mycth_2298920,
Mycth_2298921,
Mycth_2298922,
Mycth_2298926,LEU5
Mycth_2298927,ORC4
Mycth_2298928,
Mycth_2298929,SST2
Mycth_2298931,CDC73
Mycth_2298934,ENP1
Mycth_2298937,HGH1
Mycth_2298940,YCR023C
Mycth_2298945,YGR169C-A
Mycth_2298951,
Mycth_2298952,
Mycth_2298956,MSS116
Mycth_2298958,
Mycth_2298968,
Mycth_2298970,LYS14
Mycth_2298973,
Mycth_2298981,
Mycth_2298982,ARG2
Mycth_2298984,GVP36
Mycth_2298987,LSM4
Mycth_2298988,
Mycth_2298990,YJL163C
Mycth_2298994,TEA1
Mycth_2298996,HEM15
Mycth_2298998,YKU70
Mycth_2299001,LHP1
Mycth_2299002,NAM9
Mycth_2299007,
Mycth_2299008,MRPL3
Mycth_2299010,
Mycth_2299012,
Mycth_2299014,PPH3
Mycth_2299018,
Mycth_2299021,
Mycth_2299023,URA2
Mycth_2299025,YVC1
Mycth_2299026,
Mycth_2299031,
Mycth_2299032,PDX3
Mycth_2299034,
Mycth_2299035,
Mycth_2299037,YUH1
Mycth_2299039,SUV3
Mycth_2299040,NYV1
Mycth_2299041,
Mycth_2299042,YNL181W
Mycth_2299043,SLH1
Mycth_2299056,
Mycth_2299061,CIN5
Mycth_2299064,ARP5
Mycth_2299066,
Mycth_2299067,DAD4
Mycth_2299068,IES6
Mycth_2299070,
Mycth_2299077,AFG2
Mycth_2299079,PSY2
Mycth_2299081,
Mycth_2299084,ALG5
Mycth_2299088,ERG1
Mycth_2299089,
Mycth_2299092,IMP2
Mycth_2299099,SUI2
Mycth_2299100,NTE1
Mycth_2299107,CYB2
Mycth_2299109,VPS21
Mycth_2299110,
Mycth_2299111,
Mycth_2299115,
Mycth_2299123,
Mycth_2299125,LIA1
Mycth_2299128,
Mycth_2299129,PRS1
Mycth_2299133,
Mycth_2299134,
Mycth_2299136,TFG1
Mycth_2299137,BUD13
Mycth_2299139,
Mycth_2299142,YFL052W
Mycth_2299145,
Mycth_2299147,
Mycth_2299149,PAP1
Mycth_2299151,
Mycth_2299152,
Mycth_2299155,LSB6
Mycth_2299157,
Mycth_2299158,RAD5
Mycth_2299167,
Mycth_2299172,SRB7
Mycth_2299174,
Mycth_2299175,
Mycth_2299177,PIM1
Mycth_2299178,GIN4
Mycth_2299180,
Mycth_2299181,LCB2
Mycth_2299183,BIO3
Mycth_2299189,YLL032C
Mycth_2299193,SPC97
Mycth_2299195,PUP2
Mycth_2299199,RRP8
Mycth_2299204,PAA1
Mycth_2299207,URA5
Mycth_2299213,GDI1
Mycth_2299217,MRPL4
Mycth_2299218,
Mycth_2299220,RSF2
Mycth_2299223,
Mycth_2299238,YIP5
Mycth_2299252,VPS52
Mycth_2299254,GYP8
Mycth_2299259,FUN12
Mycth_2299262,SSE2
Mycth_2299267,CHS3
Mycth_2299268,NMD2
Mycth_2299273,PGA3
Mycth_2299276,
Mycth_2299277,
Mycth_2299279,CDC4
Mycth_2299284,REH1
Mycth_2299286,
Mycth_2299288,YIP4
Mycth_2299291,YRB2
Mycth_2299295,
Mycth_2299297,IRC20
Mycth_2299299,FIS1
Mycth_2299301,SPC24
Mycth_2299302,
Mycth_2299306,YJL206C
Mycth_2299308,NCL1
Mycth_2299309,MTG2
Mycth_2299314,
Mycth_2299316,
Mycth_2299319,
Mycth_2299321,
Mycth_2299322,YKE4
Mycth_2299329,
Mycth_2299331,
Mycth_2299335,MDJ1
Mycth_2299337,STB4
Mycth_2299338,YJL206C
Mycth_2299339,SET3
Mycth_2299343,
Mycth_2299349,LEU1
Mycth_2299350,
Mycth_2299355,CDC45
Mycth_2299360,FAA1
Mycth_2299362,
Mycth_2299367,
Mycth_2299369,
Mycth_2299371,ALG7
Mycth_2299373,SEH1
Mycth_2299379,TNA1
Mycth_2299383,HKR1
Mycth_2299386,FPR1
Mycth_2299388,UBA1
Mycth_2299397,ECM4
Mycth_2299402,CHS3
Mycth_2299407,BMS1
Mycth_2299412,PKP1
Mycth_2299416,GCN3
Mycth_2299427,RBK1
Mycth_2299428,
Mycth_2299438,SPS19
Mycth_2299442,HOL1
Mycth_2299445,
Mycth_2299448,FOX2
Mycth_2299450,DPM1
Mycth_2299456,
Mycth_2299460,YLR241W
Mycth_2299462,
Mycth_2299464,YAK1
Mycth_2299469,
Mycth_2299470,VHS1
Mycth_2299473,
Mycth_2299478,TFC6
Mycth_2299479,
Mycth_2299483,
Mycth_2299489,JLP1
Mycth_2299494,
Mycth_2299495,MCR1
Mycth_2299497,DBP7
Mycth_2299507,SPO14
Mycth_2299512,
Mycth_2299516,
Mycth_2299518,
Mycth_2299520,
Mycth_2299521,GLN4
Mycth_2299528,
Mycth_2299531,PPR1
Mycth_2299532,STB5
Mycth_2299535,
Mycth_2299541,
Mycth_2299543,
Mycth_2299548,
Mycth_2299551,ALD4
Mycth_2299552,ESF2
Mycth_2299553,NMD3
Mycth_2299554,SGT2
Mycth_2299555,YKL033W-A
Mycth_2299559,
Mycth_2299561,
Mycth_2299563,
Mycth_2299564,
Mycth_2299569,PAN6
Mycth_2299571,
Mycth_2299573,TMA20
Mycth_2299575,
Mycth_2299578,NST1
Mycth_2299582,
Mycth_2299583,ADE6
Mycth_2299585,SGT2
Mycth_2299590,GAL1
Mycth_2299597,ILV2
Mycth_2299604,
Mycth_2299605,
Mycth_2299606,
Mycth_2299608,
Mycth_2299610,
Mycth_2299613,RAD16
Mycth_2299619,NPR1
Mycth_2299621,MRPL19
Mycth_2299626,
Mycth_2299636,YLR460C
Mycth_2299639,
Mycth_2299642,UFE1
Mycth_2299645,LCB4
Mycth_2299648,RRP1
Mycth_2299655,YBL107C
Mycth_2299657,UPC2
Mycth_2299664,SAH1
Mycth_2299676,RKI1
Mycth_2299680,
Mycth_2299683,YVC1
Mycth_2299686,RPT5
Mycth_2299692,
Mycth_2299695,
Mycth_2299698,
Mycth_2299715,ACC1
Mycth_2299718,
Mycth_2299719,YSA1
Mycth_2299721,
Mycth_2299723,DIP5
Mycth_2299731,
Mycth_2299733,
Mycth_2299735,
Mycth_2299736,
Mycth_2299739,CTA1
Mycth_2299742,GPI16
Mycth_2299743,LUC7
Mycth_2299745,
Mycth_2299749,
Mycth_2299753,
Mycth_2299757,
Mycth_2299772,
Mycth_2299773,
Mycth_2299779,
Mycth_2299780,
Mycth_2299783,
Mycth_2299794,KAP123
Mycth_2299804,
Mycth_2299806,MCH5
Mycth_2299819,YPL113C
Mycth_2299820,
Mycth_2299830,
Mycth_2299837,
Mycth_2299838,
Mycth_2299840,
Mycth_2299841,
Mycth_2299842,
Mycth_2299843,
Mycth_2299844,
Mycth_2299846,MAL31
Mycth_2299849,
Mycth_2299851,
Mycth_2299852,GAL80
Mycth_2299854,RTA1
Mycth_2299856,
Mycth_2299868,
Mycth_2299876,STE11
Mycth_2299879,
Mycth_2299883,
Mycth_2299886,
Mycth_2299887,
Mycth_2299888,
Mycth_2299891,
Mycth_2299900,
Mycth_2299903,
Mycth_2299904,YER140W
Mycth_2299907,AIM2
Mycth_2299910,
Mycth_2299911,
Mycth_2299913,ALD4
Mycth_2299915,
Mycth_2299921,RTA1
Mycth_2299922,UPC2
Mycth_2299923,
Mycth_2299964,
Mycth_2299965,APM1
Mycth_2299968,
Mycth_2299969,YMR130W
Mycth_2299975,TNA1
Mycth_2299976,
Mycth_2299979,
Mycth_2299980,
Mycth_2299985,
Mycth_2299988,SRP54
Mycth_2299991,
Mycth_2299996,
Mycth_2299997,
Mycth_2299998,
Mycth_2300003,FOL2
Mycth_2300006,TAF11
Mycth_2300008,
Mycth_2300010,MRP7
Mycth_2300011,LCL2
Mycth_2300012,GLC8
Mycth_2300024,
Mycth_2300032,
Mycth_2300033,FBA1
Mycth_2300045,
Mycth_2300046,
Mycth_2300047,
Mycth_2300049,ERG5
Mycth_2300050,
Mycth_2300052,
Mycth_2300054,MRPL15
Mycth_2300056,RTT109
Mycth_2300057,RKM4
Mycth_2300059,
Mycth_2300064,
Mycth_2300067,SUL1
Mycth_2300069,
Mycth_2300071,
Mycth_2300073,
Mycth_2300079,ROT2
Mycth_2300082,
Mycth_2300087,
Mycth_2300091,
Mycth_2300093,
Mycth_2300094,
Mycth_2300099,
Mycth_2300101,
Mycth_2300105,
Mycth_2300111,
Mycth_2300113,ORM1
Mycth_2300115,AIR2
Mycth_2300116,
Mycth_2300117,SLN1
Mycth_2300119,
Mycth_2300120,
Mycth_2300121,BUD32
Mycth_2300124,
Mycth_2300125,APS1
Mycth_2300136,
Mycth_2300138,
Mycth_2300139,SPO73
Mycth_2300142,
Mycth_2300145,
Mycth_2300154,SPT6
Mycth_2300156,OSH3
Mycth_2300157,OXP1
Mycth_2300159,SNF1
Mycth_2300162,
Mycth_2300166,
Mycth_2300167,FET3
Mycth_2300170,CEM1
Mycth_2300172,DPB2
Mycth_2300173,
Mycth_2300175,SUB1
Mycth_2300176,
Mycth_2300177,
Mycth_2300179,FEN2
Mycth_2300181,
Mycth_2300182,RRP7
Mycth_2300183,
Mycth_2300185,RVS167
Mycth_2300189,NFS1
Mycth_2300192,SUI3
Mycth_2300199,
Mycth_2300201,NAT2
Mycth_2300213,
Mycth_2300215,
Mycth_2300216,
Mycth_2300219,
Mycth_2300220,
Mycth_2300221,YAK1
Mycth_2300225,PEX29
Mycth_2300227,BTS1
Mycth_2300230,
Mycth_2300236,PRO2
Mycth_2300248,ACS2
Mycth_2300252,SED1
Mycth_2300258,ZTA1
Mycth_2300262,
Mycth_2300265,
Mycth_2300271,VID30
Mycth_2300272,
Mycth_2300274,SPS19
Mycth_2300282,RAS2
Mycth_2300285,NUM1
Mycth_2300287,OTU2
Mycth_2300289,UBC12
Mycth_2300294,BNA2
Mycth_2300296,
Mycth_2300298,MRM1
Mycth_2300299,CHD1
Mycth_2300304,RFA1
Mycth_2300308,
Mycth_2300311,
Mycth_2300312,CYB2
Mycth_2300313,
Mycth_2300317,
Mycth_2300328,EMI5
Mycth_2300329,
Mycth_2300330,
Mycth_2300332,HCM1
Mycth_2300334,
Mycth_2300336,YOL019W
Mycth_2300339,
Mycth_2300343,
Mycth_2300345,
Mycth_2300347,
Mycth_2300348,
Mycth_2300349,FLC2
Mycth_2300351,
Mycth_2300355,OMA1
Mycth_2300359,
Mycth_2300363,YKL133C
Mycth_2300377,
Mycth_2300382,
Mycth_2300384,
Mycth_2300385,
Mycth_2300388,RBS1
Mycth_2300392,RPN8
Mycth_2300393,UTP25
Mycth_2300396,MRPL8
Mycth_2300398,
Mycth_2300401,HEM2
Mycth_2300403,
Mycth_2300408,RSM18
Mycth_2300411,
Mycth_2300414,
Mycth_2300415,GTS1
Mycth_2300423,
Mycth_2300427,ATG7
Mycth_2300428,DCD1
Mycth_2300433,
Mycth_2300435,
Mycth_2300436,
Mycth_2300439,CDC50
Mycth_2300442,SPT16
Mycth_2300447,
Mycth_2300457,DBP5
Mycth_2300461,BZZ1
Mycth_2300475,YKL069W
Mycth_2300476,
Mycth_2300477,
Mycth_2300478,
Mycth_2300482,PSD2
Mycth_2300487,
Mycth_2300488,
Mycth_2300500,SCJ1
Mycth_2300501,
Mycth_2300508,
Mycth_2300510,EHD3
Mycth_2300515,BOI2
Mycth_2300520,SFA1
Mycth_2300528,NTG2
Mycth_2300531,YOR059C
Mycth_2300537,CAT8
Mycth_2300544,
Mycth_2300547,GPI11
Mycth_2300548,YMC2
Mycth_2300549,RPL22A
Mycth_2300553,
Mycth_2300554,
Mycth_2300555,SPE1
Mycth_2300559,
Mycth_2300572,ICE2
Mycth_2300573,
Mycth_2300574,YLR419W
Mycth_2300575,SRP1
Mycth_2300579,
Mycth_2300582,
Mycth_2300583,
Mycth_2300584,
Mycth_2300587,MCH5
Mycth_2300589,
Mycth_2300590,CLB3
Mycth_2300593,AGC1
Mycth_2300594,
Mycth_2300596,ERS1
Mycth_2300600,TNA1
Mycth_2300602,
Mycth_2300604,ACE2
Mycth_2300608,
Mycth_2300611,FOL3
Mycth_2300613,
Mycth_2300618,CDC15
Mycth_2300626,
Mycth_2300637,SNU13
Mycth_2300639,SAC1
Mycth_2300643,TKL1
Mycth_2300649,
Mycth_2300650,
Mycth_2300651,
Mycth_2300652,YIL067C
Mycth_2300653,
Mycth_2300655,APL5
Mycth_2300657,
Mycth_2300662,
Mycth_2300663,
Mycth_2300670,ABP140
Mycth_2300672,SAC3
Mycth_2300674,
Mycth_2300677,
Mycth_2300681,
Mycth_2300684,NTA1
Mycth_2300688,
Mycth_2300690,
Mycth_2300695,ARG7
Mycth_2300696,RFC4
Mycth_2300697,HIS3
Mycth_2300699,LOC1
Mycth_2300704,
Mycth_2300706,
Mycth_2300708,
Mycth_2300709,PET127
Mycth_2300711,
Mycth_2300713,
Mycth_2300715,
Mycth_2300719,
Mycth_2300721,
Mycth_2300729,SEC23
Mycth_2300733,
Mycth_2300734,
Mycth_2300736,
Mycth_2300737,
Mycth_2300738,
Mycth_2300740,TFA1
Mycth_2300741,SMC1
Mycth_2300743,YGR149W
Mycth_2300744,CDH1
Mycth_2300745,PRS5
Mycth_2300746,SPE1
Mycth_2300751,CYM1
Mycth_2300753,
Mycth_2300756,
Mycth_2300757,YJR149W
Mycth_2300759,NAT3
Mycth_2300760,
Mycth_2300761,YOL098C
Mycth_2300767,
Mycth_2300775,
Mycth_2300779,PLC1
Mycth_2300782,UBC6
Mycth_2300783,
Mycth_2300784,
Mycth_2300786,AIM6
Mycth_2300787,
Mycth_2300790,MUB1
Mycth_2300792,
Mycth_2300793,ZRG17
Mycth_2300796,DUG3
Mycth_2300799,MGM1
Mycth_2300802,
Mycth_2300806,
Mycth_2300809,NUT1
Mycth_2300813,
Mycth_2300817,CYB2
Mycth_2300820,
Mycth_2300826,
Mycth_2300833,SPB1
Mycth_2300837,
Mycth_2300840,YML018C
Mycth_2300844,YPT7
Mycth_2300848,GDA1
Mycth_2300863,
Mycth_2300873,LAS1
Mycth_2300877,LYS9
Mycth_2300889,UTR1
Mycth_2300892,YDJ1
Mycth_2300901,PDI1
Mycth_2300902,TUL1
Mycth_2300903,
Mycth_2300905,RIT1
Mycth_2300906,
Mycth_2300911,
Mycth_2300913,FAR11
Mycth_2300915,
Mycth_2300922,ITT1
Mycth_2300923,CAX4
Mycth_2300924,
Mycth_2300931,
Mycth_2300935,YJL206C
Mycth_2300938,
Mycth_2300943,
Mycth_2300945,
Mycth_2300946,STE24
Mycth_2300949,
Mycth_2300958,RAM2
Mycth_2300961,
Mycth_2300968,
Mycth_2300969,UTP13
Mycth_2300970,SAD1
Mycth_2300974,MET12
Mycth_2300975,
Mycth_2300978,YMR010W
Mycth_2300982,
Mycth_2300984,
Mycth_2300989,KTR4
Mycth_2300990,
Mycth_2300993,CDC5
Mycth_2300994,YJU2
Mycth_2300995,
Mycth_2300996,
Mycth_2300999,
Mycth_2301004,SWA2
Mycth_2301005,UBC7
Mycth_2301009,SMD3
Mycth_2301014,LAP4
Mycth_2301019,
Mycth_2301021,
Mycth_2301022,
Mycth_2301025,
Mycth_2301027,DNL4
Mycth_2301032,
Mycth_2301035,
Mycth_2301039,
Mycth_2301045,GCD14
Mycth_2301048,
Mycth_2301051,YNK1
Mycth_2301053,ROT2
Mycth_2301054,
Mycth_2301055,
Mycth_2301059,
Mycth_2301060,ULP2
Mycth_2301062,RRP9
Mycth_2301064,PRE1
Mycth_2301066,DBP1
Mycth_2301067,ORC2
Mycth_2301073,
Mycth_2301076,CDC16
Mycth_2301077,ACS2
Mycth_2301079,
Mycth_2301080,
Mycth_2301086,
Mycth_2301088,
Mycth_2301089,RGD2
Mycth_2301094,
Mycth_2301095,
Mycth_2301096,
Mycth_2301098,NOP16
Mycth_2301100,
Mycth_2301102,GPX2
Mycth_2301103,TDA3
Mycth_2301109,VBA1
Mycth_2301111,TOF1
Mycth_2301113,
Mycth_2301118,
Mycth_2301123,BOR1
Mycth_2301126,YTA12
Mycth_2301131,ASG1
Mycth_2301134,ASG1
Mycth_2301141,
Mycth_2301145,
Mycth_2301155,SNF4
Mycth_2301159,VAC8
Mycth_2301160,IMP1
Mycth_2301162,
Mycth_2301163,GCD2
Mycth_2301169,UBP1
Mycth_2301170,
Mycth_2301171,SKO1
Mycth_2301172,
Mycth_2301174,
Mycth_2301177,AIF1
Mycth_2301178,
Mycth_2301180,ECM14
Mycth_2301182,SYT1
Mycth_2301184,SRP72
Mycth_2301186,IMO32
Mycth_2301194,
Mycth_2301201,ELF1
Mycth_2301203,FUR1
Mycth_2301205,
Mycth_2301210,SES1
Mycth_2301214,
Mycth_2301215,
Mycth_2301216,
Mycth_2301223,
Mycth_2301226,MYO2
Mycth_2301228,
Mycth_2301237,YPK9
Mycth_2301244,SGV1
Mycth_2301246,
Mycth_2301250,
Mycth_2301259,
Mycth_2301261,BNI1
Mycth_2301266,SER1
Mycth_2301267,YMR226C
Mycth_2301271,TRS120
Mycth_2301272,ABZ1
Mycth_2301275,PRE5
Mycth_2301280,
Mycth_2301281,
Mycth_2301285,
Mycth_2301287,IKI1
Mycth_2301294,MID1
Mycth_2301302,RFX1
Mycth_2301304,YJU3
Mycth_2301305,
Mycth_2301308,GLG1
Mycth_2301313,
Mycth_2301316,COX6
Mycth_2301332,
Mycth_2301333,
Mycth_2301334,GSY1
Mycth_2301338,
Mycth_2301341,
Mycth_2301343,
Mycth_2301373,CTK1
Mycth_2301374,
Mycth_2301391,SPC3
Mycth_2301397,
Mycth_2301399,
Mycth_2301401,
Mycth_2301403,MCM5
Mycth_2301406,VPS54
Mycth_2301410,CDC23
Mycth_2301415,
Mycth_2301421,YLR345W
Mycth_2301428,
Mycth_2301430,
Mycth_2301433,
Mycth_2301435,RBG2
Mycth_2301437,
Mycth_2301440,
Mycth_2301444,
Mycth_2301452,
Mycth_2301453,GET4
Mycth_2301456,POL3
Mycth_2301462,
Mycth_2301470,SSD1
Mycth_2301474,GLE1
Mycth_2301476,TLG1
Mycth_2301478,CPR5
Mycth_2301481,
Mycth_2301485,
Mycth_2301494,
Mycth_2301499,GCV3
Mycth_2301500,HEM3
Mycth_2301503,
Mycth_2301506,ERG7
Mycth_2301508,ERG7
Mycth_2301513,TAE1
Mycth_2301516,
Mycth_2301517,
Mycth_2301521,
Mycth_2301522,PGS1
Mycth_2301526,
Mycth_2301533,
Mycth_2301536,
Mycth_2301537,TAF6
Mycth_2301550,PRP9
Mycth_2301552,SLX1
Mycth_2301553,JHD2
Mycth_2301561,
Mycth_2301567,
Mycth_2301572,NOB1
Mycth_2301575,
Mycth_2301577,
Mycth_2301578,
Mycth_2301585,FRS1
Mycth_2301588,
Mycth_2301590,
Mycth_2301594,GUS1
Mycth_2301595,PNS1
Mycth_2301597,
Mycth_2301598,
Mycth_2301600,
Mycth_2301604,
Mycth_2301605,
Mycth_2301622,UGO1
Mycth_2301624,
Mycth_2301625,YOR246C
Mycth_2301628,
Mycth_2301632,
Mycth_2301633,SUR1
Mycth_2301639,PDR16
Mycth_2301640,DNF3
Mycth_2301643,PHO2
Mycth_2301645,
Mycth_2301648,LYS4
Mycth_2301650,MOD5
Mycth_2301654,YBT1
Mycth_2301655,
Mycth_2301656,
Mycth_2301658,
Mycth_2301659,
Mycth_2301661,
Mycth_2301662,TRS31
Mycth_2301663,SGT1
Mycth_2301666,SEN2
Mycth_2301669,YCF1
Mycth_2301670,YPR022C
Mycth_2301671,
Mycth_2301673,
Mycth_2301675,
Mycth_2301676,
Mycth_2301677,MSS116
Mycth_2301682,
Mycth_2301687,
Mycth_2301688,
Mycth_2301690,PHO81
Mycth_2301693,
Mycth_2301694,
Mycth_2301702,SHP1
Mycth_2301710,
Mycth_2301712,SPE2
Mycth_2301713,CFD1
Mycth_2301714,
Mycth_2301715,ERG11
Mycth_2301718,
Mycth_2301720,
Mycth_2301721,
Mycth_2301722,
Mycth_2301726,
Mycth_2301729,YPL113C
Mycth_2301730,AIM2
Mycth_2301732,MEP2
Mycth_2301747,RAD6
Mycth_2301751,CCL1
Mycth_2301753,
Mycth_2301760,RVS161
Mycth_2301761,PTH1
Mycth_2301764,
Mycth_2301765,
Mycth_2301768,
Mycth_2301769,
Mycth_2301771,MNS1
Mycth_2301772,
Mycth_2301780,
Mycth_2301788,
Mycth_2301791,
Mycth_2301802,
Mycth_2301807,ELP3
Mycth_2301810,LSC1
Mycth_2301813,UBC1
Mycth_2301817,RPT2
Mycth_2301823,
Mycth_2301828,
Mycth_2301829,
Mycth_2301830,SOD2
Mycth_2301831,
Mycth_2301832,
Mycth_2301834,YPR147C
Mycth_2301836,
Mycth_2301840,ARB1
Mycth_2301841,INO80
Mycth_2301845,
Mycth_2301846,
Mycth_2301854,
Mycth_2301856,
Mycth_2301858,
Mycth_2301859,
Mycth_2301864,
Mycth_2301869,
Mycth_2301873,
Mycth_2301875,
Mycth_2301876,
Mycth_2301878,
Mycth_2301882,YMR027W
Mycth_2301895,
Mycth_2301899,
Mycth_2301905,CST26
Mycth_2301909,POS5
Mycth_2301910,
Mycth_2301911,
Mycth_2301913,
Mycth_2301914,
Mycth_2301916,CCR4
Mycth_2301919,
Mycth_2301920,MAL33
Mycth_2301926,
Mycth_2301927,
Mycth_2301928,
Mycth_2301930,KAR3
Mycth_2301934,ILV3
Mycth_2301936,
Mycth_2301940,
Mycth_2301942,PRI2
Mycth_2301956,XDJ1
Mycth_2301957,ARE2
Mycth_2301959,PRR1
Mycth_2301963,FPR1
Mycth_2301968,VPS5
Mycth_2301970,TAF5
Mycth_2301973,
Mycth_2301978,YBR074W
Mycth_2301979,
Mycth_2301985,URE2
Mycth_2301992,DCR2
Mycth_2301994,
Mycth_2301997,
Mycth_2301998,
Mycth_2302000,
Mycth_2302001,
Mycth_2302002,
Mycth_2302003,
Mycth_2302006,EAR1
Mycth_2302011,UPC2
Mycth_2302024,KAP104
Mycth_2302025,
Mycth_2302026,YNL092W
Mycth_2302030,SPS19
Mycth_2302032,
Mycth_2302034,PSD1
Mycth_2302040,
Mycth_2302042,
Mycth_2302045,HRD1
Mycth_2302048,NNT1
Mycth_2302052,CRZ1
Mycth_2302055,
Mycth_2302064,RPL17A
Mycth_2302065,
Mycth_2302067,
Mycth_2302071,
Mycth_2302072,COY1
Mycth_2302074,
Mycth_2302076,CAM1
Mycth_2302083,
Mycth_2302089,CNB1
Mycth_2302091,EPL1
Mycth_2302093,
Mycth_2302094,KAE1
Mycth_2302095,GAL83
Mycth_2302098,SPT4
Mycth_2302100,RTS2
Mycth_2302102,HOM3
Mycth_2302105,MDL1
Mycth_2302106,RTT103
Mycth_2302111,TLG2
Mycth_2302119,APL4
Mycth_2302122,RRP36
Mycth_2302123,COQ8
Mycth_2302128,SEC16
Mycth_2302129,NEO1
Mycth_2302132,APD1
Mycth_2302133,NAM2
Mycth_2302135,MUP1
Mycth_2302139,
Mycth_2302140,
Mycth_2302141,MED6
Mycth_2302143,RPL28
Mycth_2302145,CMP2
Mycth_2302150,SPS19
Mycth_2302160,ERP3
Mycth_2302174,TIM22
Mycth_2302176,UBP15
Mycth_2302183,PKP2
Mycth_2302186,CDC12
Mycth_2302188,PWP2
Mycth_2302191,
Mycth_2302198,INP52
Mycth_2302201,
Mycth_2302206,RTS1
Mycth_2302212,TFC1
Mycth_2302213,BCS1
Mycth_2302215,ASP1
Mycth_2302217,VPS75
Mycth_2302223,DCW1
Mycth_2302225,DAK2
Mycth_2302228,EHD3
Mycth_2302231,
Mycth_2302235,
Mycth_2302238,YNR029C
Mycth_2302240,YBR235W
Mycth_2302243,AVT3
Mycth_2302244,RPB11
Mycth_2302246,LSM5
Mycth_2302247,
Mycth_2302248,YTM1
Mycth_2302249,POL31
Mycth_2302251,
Mycth_2302253,CHA1
Mycth_2302257,MSM1
Mycth_2302259,
Mycth_2302265,CDC5
Mycth_2302271,RPL4A
Mycth_2302273,
Mycth_2302276,SFK1
Mycth_2302277,KIN28
Mycth_2302278,RCY1
Mycth_2302283,
Mycth_2302286,
Mycth_2302289,CWH41
Mycth_2302291,GYP7
Mycth_2302294,
Mycth_2302295,MAK16
Mycth_2302298,MSS1
Mycth_2302300,
Mycth_2302305,
Mycth_2302310,
Mycth_2302317,
Mycth_2302318,MPE1
Mycth_2302321,YBR139W
Mycth_2302323,MRF1
Mycth_2302336,
Mycth_2302339,
Mycth_2302341,VPS1
Mycth_2302350,
Mycth_2302354,CSE1
Mycth_2302356,
Mycth_2302360,
Mycth_2302369,CYK3
Mycth_2302374,SEC8
Mycth_2302376,SMI1
Mycth_2302383,RIM11
Mycth_2302387,STO1
Mycth_2302391,HSH49
Mycth_2302393,FLX1
Mycth_2302405,URM1
Mycth_2302420,MRPL7
Mycth_2302422,LSG1
Mycth_2302424,LTV1
Mycth_2302426,ARO8
Mycth_2302431,
Mycth_2302433,MAE1
Mycth_2302437,
Mycth_2302439,RAD7
Mycth_2302441,RAD16
Mycth_2302442,
Mycth_2302447,YOR1
Mycth_2302452,
Mycth_2302460,
Mycth_2302465,CSL4
Mycth_2302466,
Mycth_2302467,PUS4
Mycth_2302469,
Mycth_2302476,KIP3
Mycth_2302478,LAP2
Mycth_2302485,
Mycth_2302494,
Mycth_2302496,NIT3
Mycth_2302498,SPE3
Mycth_2302506,GPA2
Mycth_2302509,
Mycth_2302511,ADE4
Mycth_2302517,NTH1
Mycth_2302520,
Mycth_2302526,PTR2
Mycth_2302529,
Mycth_2302538,
Mycth_2302541,
Mycth_2302542,RAD26
Mycth_2302552,DIT2
Mycth_2302555,
Mycth_2302556,
Mycth_2302558,HRP1
Mycth_2302563,GYP1
Mycth_2302569,CAB3
Mycth_2302571,
Mycth_2302578,SLY1
Mycth_2302583,CHS1
Mycth_2302591,ACT1
Mycth_2302605,
Mycth_2302609,
Mycth_2302619,
Mycth_2302623,ACO2
Mycth_2302625,RAD52
Mycth_2302626,STS1
Mycth_2302628,NOP13
Mycth_2302632,
Mycth_2302633,YNL011C
Mycth_2302635,YNL011C
Mycth_2302641,PEP4
Mycth_2302644,ABZ2
Mycth_2302646,TOM70
Mycth_2302649,SSO1
