up:G2Q701,mtm:MYCTH_100011
up:G2QHZ7,mtm:MYCTH_2309125
up:G2QHZ9,mtm:MYCTH_2309135
up:G2QI00,mtm:MYCTH_2309136
up:G2QI01,mtm:MYCTH_2309139
up:G2QI02,mtm:MYCTH_2309142
up:G2QI03,mtm:MYCTH_2309143
up:G2QI04,mtm:MYCTH_2309146
up:G2QI05,mtm:MYCTH_2309148
up:G2QI06,mtm:MYCTH_2309150
up:G2QI07,mtm:MYCTH_2309152
up:G2QI08,mtm:MYCTH_2309153
up:G2QI09,mtm:MYCTH_2309160
up:G2QI10,mtm:MYCTH_2309165
up:G2QI11,mtm:MYCTH_2309166
up:G2QI13,mtm:MYCTH_2309174
up:G2QI15,mtm:MYCTH_2309177
up:G2QI17,mtm:MYCTH_2309187
up:G2QI18,mtm:MYCTH_2309193
up:G2QI19,mtm:MYCTH_2309194
up:G2QI20,mtm:MYCTH_2309195
up:G2QI22,mtm:MYCTH_2309198
up:G2QI23,mtm:MYCTH_2309205
up:G2QI24,mtm:MYCTH_2309206
up:G2QI25,mtm:MYCTH_2309210
up:G2QI26,mtm:MYCTH_2309213
up:G2QI28,mtm:MYCTH_2309221
up:G2QI29,mtm:MYCTH_2309223
up:G2QI31,mtm:MYCTH_2309226
up:G2QI32,mtm:MYCTH_2309227
up:G2QI34,mtm:MYCTH_2309245
up:G2QI35,mtm:MYCTH_2309247
up:G2QI36,mtm:MYCTH_2309250
up:G2QI37,mtm:MYCTH_2309254
up:G2QI39,mtm:MYCTH_2309261
up:G2QI40,mtm:MYCTH_2309268
up:G2QI41,mtm:MYCTH_2309271
up:G2QI42,mtm:MYCTH_2309273
up:G2QI43,mtm:MYCTH_2309275
up:G2QI44,mtm:MYCTH_2309279
up:G2QI45,mtm:MYCTH_2309283
up:G2QI46,mtm:MYCTH_2309284
up:G2QI47,mtm:MYCTH_2309286
up:G2QI49,mtm:MYCTH_2309291
up:G2QI50,mtm:MYCTH_2309299
up:G2QI51,mtm:MYCTH_2309306
up:G2QI52,mtm:MYCTH_2309310
up:G2QI53,mtm:MYCTH_2309314
up:G2QI54,mtm:MYCTH_2309318
up:G2QI55,mtm:MYCTH_2309321
up:G2QI56,mtm:MYCTH_2309322
up:G2QI57,mtm:MYCTH_2309323
up:G2QI59,mtm:MYCTH_2309330
up:G2QI60,mtm:MYCTH_2309332
up:G2QI61,mtm:MYCTH_2309334
up:G2QI62,mtm:MYCTH_2309335
up:G2QI65,mtm:MYCTH_2309340
up:G2QI66,mtm:MYCTH_2309342
up:G2QI68,mtm:MYCTH_2309349
up:G2QI70,mtm:MYCTH_2309353
up:G2QI71,mtm:MYCTH_2309354
up:G2QI73,mtm:MYCTH_2309360
up:G2QI75,mtm:MYCTH_2309368
up:G2QI78,mtm:MYCTH_2309375
up:G2QI79,mtm:MYCTH_2309376
up:G2QI91,mtm:MYCTH_2309396
up:G2QI93,mtm:MYCTH_2309397
up:G2QI99,mtm:MYCTH_2309402
up:G2QIA0,mtm:MYCTH_2309404
up:G2QIA1,mtm:MYCTH_2309406
up:G2QIB9,mtm:MYCTH_2309412
up:G2QIC0,mtm:MYCTH_2309414
up:G2QIC1,mtm:MYCTH_2309416
up:G2QIC2,mtm:MYCTH_2309418
up:G2QIC3,mtm:MYCTH_2309420
up:G2QIC4,mtm:MYCTH_2309422
up:G2QNW7,mtm:MYCTH_2309423
up:G2QID1,mtm:MYCTH_2309458
up:G2QIE6,mtm:MYCTH_2309470
up:G2QIE8,mtm:MYCTH_2309471
up:G2QIF0,mtm:MYCTH_2309474
up:G2QIF3,mtm:MYCTH_2309477
up:G2QIG1,mtm:MYCTH_2309486
up:G2QIG2,mtm:MYCTH_2309487
up:G2QIG5,mtm:MYCTH_2309491
up:G2QIL8,mtm:MYCTH_2309496
up:G2QIM0,mtm:MYCTH_2309503
up:G2QIM3,mtm:MYCTH_2309513
up:G2QIM4,mtm:MYCTH_2309516
up:G2QIN0,mtm:MYCTH_2309523
up:G2QIN1,mtm:MYCTH_2309524
up:G2QIN4,mtm:MYCTH_2309526
up:G2QIN6,mtm:MYCTH_2309528
up:G2QIN8,mtm:MYCTH_2309531
up:G2QIN9,mtm:MYCTH_2309533
up:G2QIP0,mtm:MYCTH_2309536
up:G2QIP1,mtm:MYCTH_2309539
up:G2QIP2,mtm:MYCTH_2309542
up:G2QIP5,mtm:MYCTH_2309543
up:G2QIP6,mtm:MYCTH_2309545
up:G2QIP9,mtm:MYCTH_2309547
up:G2QIQ0,mtm:MYCTH_2309549
up:G2QIQ2,mtm:MYCTH_2309554
up:G2QIQ3,mtm:MYCTH_2309557
up:G2QIQ4,mtm:MYCTH_2309559
up:G2QIQ6,mtm:MYCTH_2309563
up:G2QIQ7,mtm:MYCTH_2309564
up:G2QIQ8,mtm:MYCTH_2309566
up:G2QIQ9,mtm:MYCTH_2309567
up:G2QIR1,mtm:MYCTH_2309572
up:G2QIR2,mtm:MYCTH_2309573
up:G2QIR3,mtm:MYCTH_2309574
up:G2QIR4,mtm:MYCTH_2309575
up:G2QIR5,mtm:MYCTH_2309576
up:G2QIX5,mtm:MYCTH_2309585
up:G2QIX6,mtm:MYCTH_2309586
up:G2QIX8,mtm:MYCTH_2309587
up:G2QIY1,mtm:MYCTH_2309591
up:G2QIY2,mtm:MYCTH_2309592
up:G2QIY3,mtm:MYCTH_2309596
up:G2QIY4,mtm:MYCTH_2309598
up:G2QIY5,mtm:MYCTH_2309599
up:G2QIY6,mtm:MYCTH_2309600
up:G2QIZ4,mtm:MYCTH_2309609
up:G2QIZ7,mtm:MYCTH_2309615
up:G2QIZ8,mtm:MYCTH_2309616
up:G2QJ02,mtm:MYCTH_2309618
up:G2QJ04,mtm:MYCTH_2309620
up:G2QJ06,mtm:MYCTH_2309623
up:G2QJ07,mtm:MYCTH_2309624
up:G2QJ08,mtm:MYCTH_2309625
up:G2QJ10,mtm:MYCTH_2309629
up:G2QJ14,mtm:MYCTH_2309630
up:G2QJ15,mtm:MYCTH_2309634
up:G2QJ16,mtm:MYCTH_2309636
up:G2QJ17,mtm:MYCTH_2309637
up:G2QJ20,mtm:MYCTH_2309641
up:G2QJ21,mtm:MYCTH_2309644
up:G2QJ23,mtm:MYCTH_2309647
up:G2QJ25,mtm:MYCTH_2309651
up:G2QJ82,mtm:MYCTH_2309656
up:G2QJ84,mtm:MYCTH_2309658
up:G2QJ85,mtm:MYCTH_2309660
up:G2QJ87,mtm:MYCTH_2309663
up:G2QJ90,mtm:MYCTH_2309668
up:G2QJ97,mtm:MYCTH_2309686
up:G2QMS8,mtm:MYCTH_2309690
up:G2QMS9,mtm:MYCTH_2309692
up:G2QMT5,mtm:MYCTH_2309694
up:G2QMT6,mtm:MYCTH_2309695
up:G2QMU1,mtm:MYCTH_2309698
up:G2QMU2,mtm:MYCTH_2309700
up:G2QMU3,mtm:MYCTH_2309702
up:G2QMU4,mtm:MYCTH_2309704
up:G2QMU5,mtm:MYCTH_2309706
up:G2QMU6,mtm:MYCTH_2309709
up:G2QMU7,mtm:MYCTH_2309712
up:G2QMU8,mtm:MYCTH_2309715
up:G2QMV0,mtm:MYCTH_2309720
up:G2QMV1,mtm:MYCTH_2309722
up:G2QMV2,mtm:MYCTH_2309723
up:G2QMV3,mtm:MYCTH_2309724
up:G2QMV4,mtm:MYCTH_2309725
up:G2QMV5,mtm:MYCTH_2309727
up:G2QMV7,mtm:MYCTH_2309729
up:G2QMV8,mtm:MYCTH_2309731
up:G2QMV9,mtm:MYCTH_2309733
up:G2QMW4,mtm:MYCTH_2309742
up:G2QKM5,mtm:MYCTH_2309743
up:G2QKM7,mtm:MYCTH_2309747
up:G2QKM8,mtm:MYCTH_2309749
up:G2QKM9,mtm:MYCTH_2309751
up:G2QKN0,mtm:MYCTH_2309752
up:G2QKN2,mtm:MYCTH_2309755
up:G2QKN4,mtm:MYCTH_2309758
up:G2QKN7,mtm:MYCTH_2309764
up:G2QKN8,mtm:MYCTH_2309766
up:G2QKN9,mtm:MYCTH_2309770
up:G2QKP0,mtm:MYCTH_2309773
up:G2QKP2,mtm:MYCTH_2309779
up:G2QKP3,mtm:MYCTH_2309781
up:G2QKP5,mtm:MYCTH_2309782
up:G2QKP8,mtm:MYCTH_2309784
up:G2QKQ2,mtm:MYCTH_2309794
up:G2QKQ4,mtm:MYCTH_2309800
up:G2QKQ5,mtm:MYCTH_2309802
up:G2QKQ6,mtm:MYCTH_2309805
up:G2QKQ7,mtm:MYCTH_2309808
up:G2QKQ8,mtm:MYCTH_2309809
up:G2QKR0,mtm:MYCTH_2309812
up:G2QKR2,mtm:MYCTH_2309814
up:G2QKR3,mtm:MYCTH_2309816
up:G2QKR4,mtm:MYCTH_2309819
up:G2QKR5,mtm:MYCTH_2309822
up:G2QKR7,mtm:MYCTH_2309825
up:G2QKR8,mtm:MYCTH_2309828
up:G2QKR9,mtm:MYCTH_2309829
up:G2QKS0,mtm:MYCTH_2309831
up:G2QKS1,mtm:MYCTH_2309838
up:G2QKS2,mtm:MYCTH_2309843
up:G2QKS4,mtm:MYCTH_2309848
up:G2QKS5,mtm:MYCTH_2309854
up:G2QKS6,mtm:MYCTH_2309859
up:G2QKS9,mtm:MYCTH_2309867
up:G2QKT0,mtm:MYCTH_2309871
up:G2QKT1,mtm:MYCTH_2309873
up:G2QKT2,mtm:MYCTH_2309874
up:G2QKT4,mtm:MYCTH_2309878
up:G2QKT5,mtm:MYCTH_2309883
up:G2QKT6,mtm:MYCTH_2309885
up:G2QKT8,mtm:MYCTH_2309890
up:G2QKU1,mtm:MYCTH_2309896
up:G2QKU2,mtm:MYCTH_2309898
up:G2QKU3,mtm:MYCTH_2309899
up:G2QKU4,mtm:MYCTH_2309900
up:G2QKU5,mtm:MYCTH_2309903
up:G2QKU6,mtm:MYCTH_2309909
up:G2QKU8,mtm:MYCTH_2309910
up:G2QKV0,mtm:MYCTH_2309912
up:G2QKV1,mtm:MYCTH_2309915
up:G2QKV2,mtm:MYCTH_2309919
up:G2QKV5,mtm:MYCTH_2309925
up:G2QKV6,mtm:MYCTH_2309927
up:G2QKV7,mtm:MYCTH_2309929
up:G2QKV8,mtm:MYCTH_2309930
up:G2QKV9,mtm:MYCTH_2309931
up:G2QKW2,mtm:MYCTH_2309942
up:G2QKW4,mtm:MYCTH_2309943
up:G2QKW9,mtm:MYCTH_2309963
up:G2QKX1,mtm:MYCTH_2309965
up:G2QKX3,mtm:MYCTH_2309967
up:G2QKY0,mtm:MYCTH_2309971
up:G2QKY3,mtm:MYCTH_2309975
up:G2QKY4,mtm:MYCTH_2309977
up:G2QKZ1,mtm:MYCTH_2310013
up:G2QKZ2,mtm:MYCTH_2310016
up:G2QKZ6,mtm:MYCTH_2310028
up:G2QKZ7,mtm:MYCTH_2310031
up:G2QKZ8,mtm:MYCTH_2310035
up:G2QKZ9,mtm:MYCTH_2310036
up:G2QL04,mtm:MYCTH_2310059
up:G2QL05,mtm:MYCTH_2310062
up:G2QL06,mtm:MYCTH_2310064
up:G2QL07,mtm:MYCTH_2310069
up:G2QL08,mtm:MYCTH_2310072
up:G2QL09,mtm:MYCTH_2310074
up:G2QL10,mtm:MYCTH_2310076
up:G2QL13,mtm:MYCTH_2310081
up:G2QL14,mtm:MYCTH_2310085
up:G2QL15,mtm:MYCTH_2310088
up:G2QL18,mtm:MYCTH_2310096
up:G2QL19,mtm:MYCTH_2310099
up:G2QL23,mtm:MYCTH_2310107
up:G2QL25,mtm:MYCTH_2310110
up:G2QL27,mtm:MYCTH_2310112
up:G2QL29,mtm:MYCTH_2310117
up:G2QL31,mtm:MYCTH_2310121
up:G2QL34,mtm:MYCTH_2310128
up:G2QL35,mtm:MYCTH_2310132
up:G2QL38,mtm:MYCTH_2310137
up:G2QL39,mtm:MYCTH_2310138
up:G2QL40,mtm:MYCTH_2310143
up:G2QL41,mtm:MYCTH_2310145
up:G2QL44,mtm:MYCTH_2310148
up:G2QL45,mtm:MYCTH_2310149
up:G2QL46,mtm:MYCTH_2310154
up:G2QL47,mtm:MYCTH_2310160
up:G2QL49,mtm:MYCTH_2310162
up:G2QL51,mtm:MYCTH_2310167
up:G2QL53,mtm:MYCTH_2310172
up:G2QL55,mtm:MYCTH_2310174
up:G2QL56,mtm:MYCTH_2310181
up:G2QL57,mtm:MYCTH_2310183
up:G2QL59,mtm:MYCTH_2310189
up:G2QL60,mtm:MYCTH_2310192
up:G2QL61,mtm:MYCTH_2310196
up:G2QL62,mtm:MYCTH_2310200
up:G2QL63,mtm:MYCTH_2310201
up:G2QL64,mtm:MYCTH_2310203
up:G2QL66,mtm:MYCTH_2310208
up:G2QL67,mtm:MYCTH_2310212
up:G2QL68,mtm:MYCTH_2310216
up:G2QL69,mtm:MYCTH_2310217
up:G2QL71,mtm:MYCTH_2310220
up:G2QL72,mtm:MYCTH_2310222
up:G2QL74,mtm:MYCTH_2310225
up:G2QL75,mtm:MYCTH_2310226
up:G2QL76,mtm:MYCTH_2310228
up:G2QL77,mtm:MYCTH_2310232
up:G2QL78,mtm:MYCTH_2310234
up:G2QL80,mtm:MYCTH_2310240
up:G2QL81,mtm:MYCTH_2310241
up:G2QL82,mtm:MYCTH_2310243
up:G2QL84,mtm:MYCTH_2310246
up:G2QL89,mtm:MYCTH_2310248
up:G2QL91,mtm:MYCTH_2310250
up:G2QL92,mtm:MYCTH_2310252
up:G2QL93,mtm:MYCTH_2310254
up:G2QL94,mtm:MYCTH_2310255
up:G2QL95,mtm:MYCTH_2310258
up:G2QL97,mtm:MYCTH_2310262
up:G2QL98,mtm:MYCTH_2310263
up:G2QLA1,mtm:MYCTH_2310269
up:G2QLA2,mtm:MYCTH_2310270
up:G2QLA4,mtm:MYCTH_2310272
up:G2QLA5,mtm:MYCTH_2310273
up:G2QLA6,mtm:MYCTH_2310276
up:G2QLA8,mtm:MYCTH_2310277
up:G2QLA9,mtm:MYCTH_2310279
up:G2QLB3,mtm:MYCTH_2310287
up:G2QLB5,mtm:MYCTH_2310289
up:G2QLB7,mtm:MYCTH_2310298
up:G2QLB8,mtm:MYCTH_2310300
up:G2QLB9,mtm:MYCTH_2310303
up:G2QLC0,mtm:MYCTH_2310306
up:G2QLC2,mtm:MYCTH_2310316
up:G2QLC4,mtm:MYCTH_2310317
up:G2QLC5,mtm:MYCTH_2310320
up:G2QLC6,mtm:MYCTH_2310321
up:G2QLC7,mtm:MYCTH_2310322
up:G2QLC8,mtm:MYCTH_2310324
up:G2QLD2,mtm:MYCTH_2310333
up:G2QLD4,mtm:MYCTH_2310338
up:G2QLD5,mtm:MYCTH_2310340
up:G2QLD6,mtm:MYCTH_2310341
up:G2QLE5,mtm:MYCTH_2310362
up:G2QLE7,mtm:MYCTH_2310363
up:G2QLF2,mtm:MYCTH_2310379
up:G2QLF7,mtm:MYCTH_2310391
up:G2QLF9,mtm:MYCTH_2310392
up:G2QLG0,mtm:MYCTH_2310394
up:G2QLG1,mtm:MYCTH_2310396
up:G2QLG4,mtm:MYCTH_2310402
up:G2QLG5,mtm:MYCTH_2310404
up:G2QLG7,mtm:MYCTH_2310405
up:G2QLG8,mtm:MYCTH_2310406
up:G2QLH0,mtm:MYCTH_2310408
up:G2QLH1,mtm:MYCTH_2310410
up:G2QLH4,mtm:MYCTH_2310419
up:G2QLH5,mtm:MYCTH_2310421
up:G2QLH6,mtm:MYCTH_2310422
up:G2QLH7,mtm:MYCTH_2310428
up:G2QLH9,mtm:MYCTH_2310435
up:G2QLI1,mtm:MYCTH_2310437
up:G2QLI2,mtm:MYCTH_2310439
up:G2QLI6,mtm:MYCTH_2310453
up:G2QLI7,mtm:MYCTH_2310455
up:G2QLI8,mtm:MYCTH_2310457
up:G2QLI9,mtm:MYCTH_2310459
up:G2QLJ0,mtm:MYCTH_2310460
up:G2QLJ1,mtm:MYCTH_2310461
up:G2QLJ2,mtm:MYCTH_2310462
up:G2QLJ3,mtm:MYCTH_2310464
up:G2QLJ4,mtm:MYCTH_2310466
up:G2QLJ5,mtm:MYCTH_2310467
up:G2QLJ6,mtm:MYCTH_2310469
up:G2QLJ7,mtm:MYCTH_2310470
up:G2QLJ8,mtm:MYCTH_2310471
up:G2QLK2,mtm:MYCTH_2310474
up:G2QLK4,mtm:MYCTH_2310477
up:G2QLK5,mtm:MYCTH_2310483
up:G2QLK6,mtm:MYCTH_2310488
up:G2QLK8,mtm:MYCTH_2310492
up:G2QLL0,mtm:MYCTH_2310501
up:G2QLL1,mtm:MYCTH_2310503
up:G2QLL3,mtm:MYCTH_2310505
up:G2QLL4,mtm:MYCTH_2310508
up:G2QLL6,mtm:MYCTH_2310511
up:G2QLL7,mtm:MYCTH_2310513
up:G2QLL8,mtm:MYCTH_2310516
up:G2QLM0,mtm:MYCTH_2310518
up:G2QLM1,mtm:MYCTH_2310521
up:G2QLM2,mtm:MYCTH_2310525
up:G2QNW7,mtm:MYCTH_2310527
up:G2QLM8,mtm:MYCTH_2310539
up:G2QLM9,mtm:MYCTH_2310541
up:G2QLN0,mtm:MYCTH_2310543
up:G2QLN1,mtm:MYCTH_2310546
up:G2QLN4,mtm:MYCTH_2310547
up:G2QLN5,mtm:MYCTH_2310549
up:G2QLN8,mtm:MYCTH_2310551
up:G2QLN9,mtm:MYCTH_2310556
up:G2QLP1,mtm:MYCTH_2310561
up:G2QLP2,mtm:MYCTH_2310562
up:G2QLP4,mtm:MYCTH_2310565
up:G2QLP5,mtm:MYCTH_2310567
up:G2QLP9,mtm:MYCTH_2310585
up:G2QLQ0,mtm:MYCTH_2310586
up:G2QLQ1,mtm:MYCTH_2310587
up:G2QLQ2,mtm:MYCTH_2310588
up:G2QLQ5,mtm:MYCTH_2310589
up:G2QLQ6,mtm:MYCTH_2310592
up:G2QLQ7,mtm:MYCTH_2310595
up:G2QLQ8,mtm:MYCTH_2310597
up:G2QLQ9,mtm:MYCTH_2310599
up:G2QLR1,mtm:MYCTH_2310607
up:G2QLR2,mtm:MYCTH_2310609
up:G2QLR5,mtm:MYCTH_2310610
up:G2QLR6,mtm:MYCTH_2310612
up:G2QLR8,mtm:MYCTH_2310616
up:G2QLR9,mtm:MYCTH_2310620
up:G2QLS0,mtm:MYCTH_2310623
up:G2QLS3,mtm:MYCTH_2310626
up:G2QLS4,mtm:MYCTH_2310628
up:G2QLS5,mtm:MYCTH_2310631
up:G2QLS6,mtm:MYCTH_2310632
up:G2QLT0,mtm:MYCTH_2310644
up:G2QLT1,mtm:MYCTH_2310645
up:G2QLT5,mtm:MYCTH_2310650
up:G2QLT6,mtm:MYCTH_2310652
up:G2QLT7,mtm:MYCTH_2310653
up:G2QLT8,mtm:MYCTH_2310655
up:G2QLU0,mtm:MYCTH_2310659
up:G2QLU1,mtm:MYCTH_2310660
up:G2QLU3,mtm:MYCTH_2310662
up:G2QLU4,mtm:MYCTH_2310664
up:G2QLU5,mtm:MYCTH_2310667
up:G2QLU6,mtm:MYCTH_2310671
up:G2QLU7,mtm:MYCTH_2310672
up:G2QLU8,mtm:MYCTH_2310676
up:G2QLU9,mtm:MYCTH_2310678
up:G2QLV0,mtm:MYCTH_2310682
up:G2QLV1,mtm:MYCTH_2310684
up:G2QLV2,mtm:MYCTH_2310685
up:G2QLV6,mtm:MYCTH_2310691
up:G2QLW2,mtm:MYCTH_2310696
up:G2QLW7,mtm:MYCTH_2310703
up:G2QLW9,mtm:MYCTH_2310708
up:G2QLX1,mtm:MYCTH_2310716
up:G2QLX8,mtm:MYCTH_2310733
up:G2QLY0,mtm:MYCTH_2310736
up:G2QLY1,mtm:MYCTH_2310737
up:G2QLY4,mtm:MYCTH_2310743
up:G2QLZ1,mtm:MYCTH_2310754
up:G2QLZ3,mtm:MYCTH_2310757
up:G2QLZ5,mtm:MYCTH_2310758
up:G2QLZ6,mtm:MYCTH_2310759
up:G2QLZ9,mtm:MYCTH_2310760
up:G2QM00,mtm:MYCTH_2310762
up:G2QM01,mtm:MYCTH_2310763
up:G2QM08,mtm:MYCTH_2310765
up:G2QM09,mtm:MYCTH_2310767
up:G2QM12,mtm:MYCTH_2310768
up:G2QM14,mtm:MYCTH_2310772
up:G2QM17,mtm:MYCTH_2310773
up:G2QM21,mtm:MYCTH_2310778
up:G2QM25,mtm:MYCTH_2310780
up:G2QM30,mtm:MYCTH_2310782
up:G2QM32,mtm:MYCTH_2310784
up:G2QM44,mtm:MYCTH_2310786
up:G2QM45,mtm:MYCTH_2310790
up:G2QM46,mtm:MYCTH_2310794
up:G2QM51,mtm:MYCTH_2310800
up:G2QM52,mtm:MYCTH_2310803
up:G2QM55,mtm:MYCTH_2310810
up:G2QM56,mtm:MYCTH_2310812
up:G2QM58,mtm:MYCTH_2310816
up:G2QM59,mtm:MYCTH_2310819
up:G2QM60,mtm:MYCTH_2310821
up:G2QM61,mtm:MYCTH_2310822
up:G2QM62,mtm:MYCTH_2310823
up:G2QM63,mtm:MYCTH_2310824
up:G2QM64,mtm:MYCTH_2310825
up:G2QM65,mtm:MYCTH_2310827
up:G2QM66,mtm:MYCTH_2310829
up:G2QM67,mtm:MYCTH_2310830
up:G2QM68,mtm:MYCTH_2310831
up:G2QM69,mtm:MYCTH_2310832
up:G2QM70,mtm:MYCTH_2310833
up:G2QM71,mtm:MYCTH_2310836
up:G2QM72,mtm:MYCTH_2310837
up:G2QM74,mtm:MYCTH_2310857
up:G2QM78,mtm:MYCTH_2310866
up:G2QM79,mtm:MYCTH_2310867
up:G2QM80,mtm:MYCTH_2310869
up:G2QM81,mtm:MYCTH_2310870
up:G2QM82,mtm:MYCTH_2310873
up:G2QM84,mtm:MYCTH_2310878
up:G2QM85,mtm:MYCTH_2310881
up:G2QM86,mtm:MYCTH_2310887
up:G2QM87,mtm:MYCTH_2310888
up:G2QM89,mtm:MYCTH_2310892
up:G2QM90,mtm:MYCTH_2310893
up:G2QM92,mtm:MYCTH_2310900
up:G2QM93,mtm:MYCTH_2310901
up:G2QM94,mtm:MYCTH_2310905
up:G2QM95,mtm:MYCTH_2310909
up:G2QM98,mtm:MYCTH_2310915
up:G2QMA0,mtm:MYCTH_2310920
up:G2QMA1,mtm:MYCTH_2310921
up:G2QMA4,mtm:MYCTH_2310934
up:G2QMA5,mtm:MYCTH_2310937
up:G2QMA6,mtm:MYCTH_2310941
up:G2QMA7,mtm:MYCTH_2310943
up:G2QMA8,mtm:MYCTH_2310945
up:G2QMA9,mtm:MYCTH_2310947
up:G2QMB0,mtm:MYCTH_2310948
up:G2QMB2,mtm:MYCTH_2310954
up:G2QMB3,mtm:MYCTH_2310956
up:G2QMB5,mtm:MYCTH_2310960
up:G2QMB8,mtm:MYCTH_2310964
up:G2QMC7,mtm:MYCTH_2310975
up:G2QMC8,mtm:MYCTH_2310976
up:G2QMD1,mtm:MYCTH_2310977
up:G2QMD6,mtm:MYCTH_2310981
up:G2QMD9,mtm:MYCTH_2310983
up:G2QME0,mtm:MYCTH_2310984
up:G2QME1,mtm:MYCTH_2310985
up:G2QME3,mtm:MYCTH_2310986
up:G2QME4,mtm:MYCTH_2310989
up:G2QME7,mtm:MYCTH_2310995
up:G2QME8,mtm:MYCTH_2310997
up:G2QME9,mtm:MYCTH_2310998
up:G2QMF0,mtm:MYCTH_2310999
up:G2QMF1,mtm:MYCTH_2311000
up:G2QMF2,mtm:MYCTH_2311001
up:G2QMF3,mtm:MYCTH_2311002
up:G2QMF6,mtm:MYCTH_2311011
up:G2QMF7,mtm:MYCTH_2311014
up:G2QMF8,mtm:MYCTH_2311015
up:G2QMG7,mtm:MYCTH_2311026
up:G2QMG8,mtm:MYCTH_2311028
up:G2QMG9,mtm:MYCTH_2311030
up:G2QMH0,mtm:MYCTH_2311035
up:G2QMH1,mtm:MYCTH_2311038
up:G2QMH2,mtm:MYCTH_2311040
up:G2QMH4,mtm:MYCTH_2311044
up:G2QMH5,mtm:MYCTH_2311045
up:G2QMH6,mtm:MYCTH_2311046
up:G2QMH7,mtm:MYCTH_2311048
up:G2QMH9,mtm:MYCTH_2311053
up:G2QMI0,mtm:MYCTH_2311055
up:G2QMI3,mtm:MYCTH_2311062
up:G2QMI4,mtm:MYCTH_2311065
up:G2QMI5,mtm:MYCTH_2311067
up:G2QMI6,mtm:MYCTH_2311070
up:G2QMI9,mtm:MYCTH_2311072
up:G2QMJ1,mtm:MYCTH_2311075
up:G2QMJ2,mtm:MYCTH_2311076
up:G2QMJ3,mtm:MYCTH_2311077
up:G2QMJ6,mtm:MYCTH_2311080
up:G2QMJ7,mtm:MYCTH_2311083
up:G2QMJ9,mtm:MYCTH_2311089
up:G2QMK0,mtm:MYCTH_2311092
up:G2QMK7,mtm:MYCTH_2311112
up:G2QML0,mtm:MYCTH_2311121
up:G2QML5,mtm:MYCTH_2311122
up:G2QML7,mtm:MYCTH_2311126
up:G2QML9,mtm:MYCTH_2311136
up:G2QMM1,mtm:MYCTH_2311140
up:G2QMM5,mtm:MYCTH_2311147
up:G2QMM8,mtm:MYCTH_2311150
up:G2QMN1,mtm:MYCTH_2311157
up:G2QMN2,mtm:MYCTH_2311158
up:G2QMN3,mtm:MYCTH_2311160
up:G2QMN5,mtm:MYCTH_2311164
up:G2QMN8,mtm:MYCTH_2311167
up:G2QMP0,mtm:MYCTH_2311169
up:G2QMP2,mtm:MYCTH_2311172
up:G2QMQ0,mtm:MYCTH_2311189
up:G2QMQ1,mtm:MYCTH_2311192
up:G2QMQ4,mtm:MYCTH_2311201
up:G2QMQ9,mtm:MYCTH_2311234
up:G2QMR1,mtm:MYCTH_2311235
up:G2QMR4,mtm:MYCTH_2311238
up:G2QMR9,mtm:MYCTH_2311242
up:G2QMS1,mtm:MYCTH_2311243
up:G2QMS3,mtm:MYCTH_2311247
up:G2QNN5,mtm:MYCTH_2311252
up:G2QNN6,mtm:MYCTH_2311253
up:G2QNN7,mtm:MYCTH_2311254
up:G2QNN9,mtm:MYCTH_2311258
up:G2QNP0,mtm:MYCTH_2311259
up:G2QNP1,mtm:MYCTH_2311261
up:G2QNP3,mtm:MYCTH_2311263
up:G2QNP4,mtm:MYCTH_2311264
up:G2QNP5,mtm:MYCTH_2311266
up:G2QNP6,mtm:MYCTH_2311268
up:G2QNQ4,mtm:MYCTH_2311272
up:G2QNQ6,mtm:MYCTH_2311275
up:G2QNQ9,mtm:MYCTH_2311279
up:G2QNR0,mtm:MYCTH_2311282
up:G2QNR2,mtm:MYCTH_2311285
up:G2QNR4,mtm:MYCTH_2311288
up:G2QNR5,mtm:MYCTH_2311289
up:G2QNR9,mtm:MYCTH_2311295
up:G2QNS0,mtm:MYCTH_2311297
up:G2QNS1,mtm:MYCTH_2311298
up:G2QNS2,mtm:MYCTH_2311299
up:G2QNS3,mtm:MYCTH_2311300
up:G2QNS6,mtm:MYCTH_2311306
up:G2QNY4,mtm:MYCTH_2311323
up:G2QNY6,mtm:MYCTH_2311326
up:G2QNY9,mtm:MYCTH_2311330
up:G2QNZ0,mtm:MYCTH_2311331
up:G2QNZ1,mtm:MYCTH_2311333
up:G2QNZ2,mtm:MYCTH_2311337
up:G2QNZ3,mtm:MYCTH_2311342
up:G2QNZ4,mtm:MYCTH_2311348
up:G2QNZ5,mtm:MYCTH_2311349
up:G2QNZ7,mtm:MYCTH_2311354
up:G2QNZ8,mtm:MYCTH_2311356
up:G2QP01,mtm:MYCTH_2311364
up:G2QP02,mtm:MYCTH_2311368
up:G2QP03,mtm:MYCTH_2311371
up:G2QP06,mtm:MYCTH_2311373
up:G2QP09,mtm:MYCTH_2311378
up:G2QP10,mtm:MYCTH_2311380
up:G2QP13,mtm:MYCTH_2311384
up:G2QP15,mtm:MYCTH_2311387
up:G2QP16,mtm:MYCTH_2311388
up:G2QP18,mtm:MYCTH_2311391
up:G2QP20,mtm:MYCTH_2311393
up:G2QP22,mtm:MYCTH_2311397
