Gene	Symbol	Cazy	PFAM	Description	NCBI Gene ID	Protein_id	KEGG	Knum	Uniport ID	EC_number	FungiDB	JGI	Chr	Start	End	Strand	Length	GO ID	ONTOLOGY	Type	Pathway Name	Pathway ID
MYCTH_2312411	MCH1		MFS_1	Major Facilitator Superfamily	11509456.0	XP_003667061	MYCTH_2312411		G2QQF3		MYCTH_2312411	2312411	NC_016478.1	2353059.0	2355280.0	+	2222.0					
MYCTH_2312413	BSC6		MFS_1	Major Facilitator Superfamily	11509457.0	XP_003667062	MYCTH_2312413		G2QQF4		MYCTH_2312413	2312413	NC_016478.1	2356987.0	2359394.0	+	2408.0	GO:0055085,GO:0022857,GO:0022857	transmembrane transport,transmembrane transporter activity,transmembrane transporter activity	BP,MF,MF		
MYCTH_2312415			RHS_repeat	rhs repeat protein	11509458.0	XP_003667063	MYCTH_2312415		G2QQF5		MYCTH_2312415	2312415	NC_016478.1	2363416.0	2365783.0	-	2368.0					
MYCTH_2312423	PRP43		DEAD,HA2,Helicase_C,OB_NTP_bind	Helicase associated domain (HA2)  Add an annotation(PRP43)	11509463.0	XP_003667068	MYCTH_2312423	K12820	G2QQG0	3.6.4.13	MYCTH_2312423	2312423	NC_016478.1	2376801.0	2379651.0	+	2851.0	GO:0004386,GO:0005524,GO:0003676	helicase activity,ATP binding,nucleic acid binding	MF,MF,MF	Spliceosome	mtm03040
MYCTH_2312426	YMR185W		RTP1_C1,RTP1_C2	Required for nuclear transport of RNA pol II C-terminus 1	11509465.0	XP_003667070	MYCTH_2312426		G2QQG2		MYCTH_2312426	2312426	NC_016478.1	2387070.0	2390094.0	-	3025.0					
MYCTH_2312429			Pkinase	protein serine/threonine kinase activity	11509467.0	XP_003667072	MYCTH_2312429	K03097,K08818,K08829,K17540	G2QQG4	2.7.11.1,2.7.11.22	MYCTH_2312429	2312429	NC_016478.1	2393452.0	2394269.0	+	818.0					
MYCTH_2312431			Pkinase	protein kinase activity	11509468.0	XP_003667073	MYCTH_2312431	K03097,K08832,K18669	G2QQG5	2.7.11.1,2.7.12.1	MYCTH_2312431	2312431	NC_016478.1	2394271.0	2394787.0	+	517.0					
MYCTH_2312433			AT_hook	DNA binding domain with preference for A/T rich regions	11509469.0	XP_003667074	MYCTH_2312433		G2QQG6		MYCTH_2312433	2312433	NC_016478.1	2395571.0	2398031.0	+	2461.0					
MYCTH_2312435	YOR022C		DDHD	DDHD	11509470.0	XP_003667075	MYCTH_2312435		G2QQG7		MYCTH_2312435	2312435	NC_016478.1	2399031.0	2403131.0	+	4101.0	GO:0046872	metal ion binding	MF		
MYCTH_2312442	SWI5		zf-C2H2	zinc finger	11509472.0	XP_003667077	MYCTH_2312442		G2QQG9		MYCTH_2312442	2312442	NC_016478.1	2416681.0	2418532.0	+	1852.0					
MYCTH_2312445	PRP3		DUF1115,PRP3	Protein of unknown function (DUF1115)(prp3)	11509473.0	XP_003667078	MYCTH_2312445	K12843	G2QQH0		MYCTH_2312445	2312445	NC_016478.1	2425306.0	2427159.0	-	1854.0	GO:0000398,GO:0046540	mRNA splicing, via spliceosome,U4/U6 x U5 tri-snRNP complex	BP,CC	Spliceosome	mtm03040
MYCTH_2312447	RPA190		RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates(RPA190)	11509474.0	XP_003667079	MYCTH_2312447	K02999	G2QQH1	2.7.7.6	MYCTH_2312447	2312447	NC_016478.1	2427489.0	2433486.0	+	5998.0	GO:0006351,GO:0003677,GO:0003899,GO:0006351,GO:0003899,GO:0003677,GO:0042025,GO:0006351,GO:0003899,GO:0008270	transcription, DNA-templated,DNA binding,DNA-directed 5'-3' RNA polymerase activity,transcription, DNA-templated,DNA-directed 5'-3' RNA polymerase activity,DNA binding,host cell nucleus,transcription, DNA-templated,DNA-directed 5'-3' RNA polymerase activity,zinc ion binding	BP,MF,MF,BP,MF,MF,CC,BP,MF,MF		
MYCTH_2312450			DSBA	Glutathione S-transferase kappa	11509475.0	XP_003667080	MYCTH_2312450	K13299	G2QQH2	2.5.1.18	MYCTH_2312450	2312450	NC_016478.1	2433918.0	2435866.0	+	1949.0	GO:0015035	protein disulfide oxidoreductase activity	MF		
MYCTH_2312467	CAN1		AA_permease	Amino acid permease(LYP1)	11509480.0	XP_003667085	MYCTH_2312467	K16261	G2QMW7		MYCTH_2312467	2312467	NC_016478.1	2450059.0	2452223.0	+	2165.0	GO:0055085,GO:0016021,GO:0006865,GO:0055085,GO:0016020	transmembrane transport,integral component of membrane,amino acid transport,transmembrane transport,membrane	BP,CC,BP,BP,CC		
MYCTH_2312471					11509481.0	XP_003667086	MYCTH_2312471		G2QMW8		MYCTH_2312471	2312471	NC_016478.1	2452237.0	2455944.0	-	3708.0					
MYCTH_2312474	ARO1		DHQ_synthase,DHquinase_I,EPSP_synthase,SKI,Shikimate_DH,Shikimate_dh_N	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis(ARO1)	11509482.0	XP_003667087	MYCTH_2312474	K13830	G2QMW9	1.1.1.25,2.5.1.19,2.7.1.71,4.2.1.10,4.2.3.4	MYCTH_2312474	2312474	NC_016478.1	2456941.0	2462083.0	+	5143.0	GO:0003855,GO:0003824,GO:0016765,GO:0005737,GO:0055114,GO:0004764,GO:0055114,GO:0004764,GO:0009073,GO:0003866,GO:0004765,GO:0004764,GO:0009073,GO:0003856,GO:0003855,GO:0003866,GO:0005737,GO:0003856,GO:0009073	3-dehydroquinate dehydratase activity,catalytic activity,transferase activity, transferring alkyl or aryl (other than methyl) groups,cytoplasm,oxidation-reduction process,shikimate 3-dehydrogenase (NADP+) activity,oxidation-reduction process,shikimate 3-dehydrogenase (NADP+) activity,aromatic amino acid family biosynthetic process,3-phosphoshikimate 1-carboxyvinyltransferase activity,shikimate kinase activity,shikimate 3-dehydrogenase (NADP+) activity,aromatic amino acid family biosynthetic process,3-dehydroquinate synthase activity,3-dehydroquinate dehydratase activity,3-phosphoshikimate 1-carboxyvinyltransferase activity,cytoplasm,3-dehydroquinate synthase activity,aromatic amino acid family biosynthetic process	MF,MF,MF,CC,BP,MF,BP,MF,BP,MF,MF,MF,BP,MF,MF,MF,CC,MF,BP	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	mtm00400,mtm01100,mtm01110,mtm01230
MYCTH_2312477	RPN4		zf-C2H2	Zinc finger, C2H2 type	11509483.0	XP_003667088	MYCTH_2312477		G2QMX0		MYCTH_2312477	2312477	NC_016478.1	2465926.0	2468466.0	-	2541.0					
MYCTH_2312480	IRA2		CRAL_TRIO_2,RasGAP	GTPase-activator protein for Ras-like GTPases(IRA2)	11509485.0	XP_003667090	MYCTH_2312480	K08052	G2QMX2		MYCTH_2312480	2312480	NC_016478.1	2475488.0	2484400.0	-	8913.0	GO:0043087,GO:0007165	regulation of GTPase activity,signal transduction	BP,BP		
MYCTH_2312489	USO1		Uso1_p115_C,Uso1_p115_head	Uso1 / p115 like vesicle tethering protein, C terminal region(USO1)	11509487.0	XP_003667092	MYCTH_2312489	K11436,K20361	G2QMX4	2.1.1.319	MYCTH_2312489	2312489	NC_016478.1	2489847.0	2493693.0	+	3847.0	GO:0006886,GO:0016192,GO:0005515,GO:0005737,GO:0006886,GO:0000139,GO:0048280	intracellular protein transport,vesicle-mediated transport,protein binding,cytoplasm,intracellular protein transport,Golgi membrane,vesicle fusion with Golgi apparatus	BP,BP,MF,CC,BP,CC,BP		
MYCTH_2312491	HMT1		Methyltransf_25,Methyltransf_31,PrmA	Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family(rmt3)	11509488.0	XP_003667093	MYCTH_2312491	K11436	G2QMX5	2.1.1.319	MYCTH_2312491	2312491	NC_016478.1	2493947.0	2496265.0	+	2319.0	GO:0016274,GO:0018216	protein-arginine N-methyltransferase activity,peptidyl-arginine methylation	MF,BP		
MYCTH_2312493	YGL114W		OPT	OPT oligopeptide transporter protein(OPT8)	11509489.0	XP_003667094	MYCTH_2312493		G2QMX6		MYCTH_2312493	2312493	NC_016478.1	2496241.0	2499130.0	-	2890.0	GO:0055085	transmembrane transport	BP		
MYCTH_2312501	ARG3		OTCace,OTCace_N	Belongs to the ATCase OTCase family(ARG3)	11509491.0	XP_003667096	MYCTH_2312501	K00611	G2QMX8	2.1.3.3	MYCTH_2312501	2312501	NC_016478.1	2509322.0	2510892.0	+	1571.0	GO:0006520,GO:0016597,GO:0016743,GO:0006520,GO:0016743,GO:0016743	cellular amino acid metabolic process,amino acid binding,carboxyl- or carbamoyltransferase activity,cellular amino acid metabolic process,carboxyl- or carbamoyltransferase activity,carboxyl- or carbamoyltransferase activity	BP,MF,MF,BP,MF,MF	Arginine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	mtm00220,mtm01100,mtm01110,mtm01230
MYCTH_2312518			C1_2,DENN,dDENN,uDENN	Domain always found downstream of DENN domain, found in a variety of signalling proteins	11509494.0	XP_003667099	MYCTH_2312518		G2QMY1		MYCTH_2312518	2312518	NC_016478.1	2521128.0	2525192.0	+	4065.0	GO:0035556	intracellular signal transduction	BP		
MYCTH_2312519	YPI1		PPI_Ypi1	Protein phosphatase inhibitor(YPI1)	11509495.0	XP_003667100	MYCTH_2312519	K17553	G2QMY2		MYCTH_2312519	2312519	NC_016478.1	2525799.0	2526745.0	-	947.0	GO:0004865,GO:0032515	protein serine/threonine phosphatase inhibitor activity,negative regulation of phosphoprotein phosphatase activity	MF,BP		
MYCTH_2312522			Glu-tRNAGln	Duf726 domain protein	11509497.0	XP_003667102	MYCTH_2312522		G2QMY4		MYCTH_2312522	2312522	NC_016478.1	2530694.0	2531820.0	-	1127.0	GO:0006450	regulation of translational fidelity	BP		
MYCTH_2312523	SEC17		SNAP	Soluble NSF attachment protein, SNAP(SEC17)	11509498.0	XP_003667103	MYCTH_2312523	K15296	G2QMY5		MYCTH_2312523	2312523	NC_016478.1	2531982.0	2533673.0	+	1692.0	GO:0006886,GO:0005515	intracellular protein transport,protein binding	BP,MF	Autophagy - yeast	mtm04138
MYCTH_2312526	RRP12		NUC173	NUC173 domain(RRP12)	11509499.0	XP_003667104	MYCTH_2312526	K14794	G2QMY6		MYCTH_2312526	2312526	NC_016478.1	2534225.0	2538500.0	+	4276.0					
MYCTH_2312527			Amino_oxidase,NAD_binding_8	Flavin containing amine oxidoreductase	11510130.0	XP_003667105	MYCTH_2312527		G2QMY7		MYCTH_2312527	2312527	NC_016478.1	2540170.0	2542168.0	+	1999.0	GO:0016491,GO:0055114	oxidoreductase activity,oxidation-reduction process	MF,BP		
MYCTH_2312532	GEP3			GTP binding	11509502.0	XP_003667107	MYCTH_2312532	K19829	G2QMY9		MYCTH_2312532	2312532	NC_016478.1	2543729.0	2546248.0	-	2520.0					
MYCTH_2312533			L51_S25_CI-B8	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain	11509503.0	XP_003667108	MYCTH_2312533	K17440	G2QMZ0		MYCTH_2312533	2312533	NC_016478.1	2546352.0	2547696.0	+	1345.0	GO:0005739,GO:0003735	mitochondrion,structural constituent of ribosome	CC,MF		
MYCTH_2312538	PMT2	GT39: GlycosylTransferases (GTs) 	MIR,PMT,PMT_4TMC	MIR domain(PMT2)	11509504.0	XP_003667109	MYCTH_2312538	K00728	G2QMZ1	2.4.1.109	MYCTH_2312538	2312538	NC_016478.1	2548101.0	2551389.0	+	3289.0	GO:0016020,GO:0000030,GO:0016020,GO:0006493	membrane,mannosyltransferase activity,membrane,protein O-linked glycosylation	CC,MF,CC,BP	Other types of O-glycan biosynthesis,Mannose type O-glycan biosynthesis,Metabolic pathways	mtm00514,mtm00515,mtm01100
MYCTH_2312544	YPT32		Ras,Roc	Rab subfamily of small GTPases	11509505.0	XP_003667110	MYCTH_2312544	K07877	G2QMZ2		MYCTH_2312544	2312544	NC_016478.1	2551390.0	2552968.0	-	1579.0	GO:0003924,GO:0005525,GO:0005525	GTPase activity,GTP binding,GTP binding	MF,MF,MF		
MYCTH_2312546			Choline_transpo	Belongs to the CTL (choline transporter-like) family	11509506.0	XP_003667111	MYCTH_2312546		G2QMZ3		MYCTH_2312546	2312546	NC_016478.1	2554120.0	2556635.0	+	2516.0					
MYCTH_2312547			WW	WW domain(WWM1)	11509507.0	XP_003667112	MYCTH_2312547		G2QMZ4		MYCTH_2312547	2312547	NC_016478.1	2557417.0	2559224.0	+	1808.0	GO:0005515	protein binding	MF		
MYCTH_2312548			DUF2012	Protein of unknown function (DUF2012)	11509508.0	XP_003667113	MYCTH_2312548		G2QMZ5		MYCTH_2312548	2312548	NC_016478.1	2559218.0	2560609.0	-	1392.0					
MYCTH_2312551	MET17		Cys_Met_Meta_PP	DegT/DnrJ/EryC1/StrS aminotransferase family(MET15)	11509509.0	XP_003667114	MYCTH_2312551	K17069	G2QMZ6	2.5.1.47,2.5.1.49	MYCTH_2312551	2312551	NC_016478.1	2560780.0	2563241.0	-	2462.0	GO:0019346,GO:0030170,GO:0003824,GO:0006520,GO:0016765	transsulfuration,pyridoxal phosphate binding,catalytic activity,cellular amino acid metabolic process,transferase activity, transferring alkyl or aryl (other than methyl) groups	BP,MF,MF,BP,MF	Cysteine and methionine metabolism,Sulfur metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Carbon metabolism,Biosynthesis of amino acids	mtm00270,mtm00920,mtm01100,mtm01110,mtm01200,mtm01230
MYCTH_2312561			WD40	WD40 repeats	11509512.0	XP_003667117	MYCTH_2312561		G2QMZ9		MYCTH_2312561	2312561	NC_016478.1	2572530.0	2575565.0	+	3036.0	GO:0031932,GO:0031929,GO:0031931,GO:0005515	TORC2 complex,TOR signaling,TORC1 complex,protein binding	CC,BP,CC,MF		
MYCTH_2312563	NRD1		CTD_bind,RRM_1	RPR	11509513.0	XP_003667118	MYCTH_2312563	K15560	G2QN00		MYCTH_2312563	2312563	NC_016478.1	2576314.0	2579481.0	-	3168.0	GO:0003676	nucleic acid binding	MF		
MYCTH_2312570	CIT1		Citrate_synt	Belongs to the citrate synthase family(CIT1)	11509514.0	XP_003667119	MYCTH_2312570	K01647	G2QN01	2.3.3.1	MYCTH_2312570	2312570	NC_016478.1	2580724.0	2582747.0	+	2024.0	GO:0046912,GO:0046912,GO:0006099,GO:0006101,GO:0004108	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer,transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer,tricarboxylic acid cycle,citrate metabolic process,citrate (Si)-synthase activity	MF,MF,BP,BP,MF	Citrate cycle (TCA cycle),Glyoxylate and dicarboxylate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Carbon metabolism,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids	mtm00020,mtm00630,mtm01100,mtm01110,mtm01200,mtm01210,mtm01230
MYCTH_2312573	YHM2		Mito_carr	Belongs to the mitochondrial carrier (TC 2.A.29) family(YHM2)	11509515.0	XP_003667120	MYCTH_2312573		G2QN02		MYCTH_2312573	2312573	NC_016478.1	2583636.0	2585026.0	+	1391.0					
MYCTH_2312579	PMA1		Cation_ATPase_N,E1-E2_ATPase,Hydrolase	plasma membrane ATPase(PMA1)	11509517.0	XP_003667122	MYCTH_2312579	K01535	G2QN04	3.6.3.6	MYCTH_2312579	2312579	NC_016478.1	2594153.0	2597808.0	+	3656.0	GO:0016021,GO:0000166,GO:0016021,GO:0120029,GO:0008553	integral component of membrane,nucleotide binding,integral component of membrane,proton export across plasma membrane,proton-exporting ATPase activity, phosphorylative mechanism	CC,MF,CC,BP,MF	Oxidative phosphorylation,Metabolic pathways	mtm00190,mtm01100
MYCTH_2312598			DUF3425	Domain of unknown function (DUF3425)	11509520.0	XP_003667125	MYCTH_2312598		G2QN07		MYCTH_2312598	2312598	NC_016478.1	2712297.0	2714228.0	-	1932.0					
MYCTH_2312602			SMN	smn family protein smn1	11509522.0	XP_003667127	MYCTH_2312602		G2QN09		MYCTH_2312602	2312602	NC_016478.1	2723648.0	2724755.0	+	1108.0	GO:0005737,GO:0005634,GO:0006397,GO:0003723	cytoplasm,nucleus,mRNA processing,RNA binding	CC,CC,BP,MF		
MYCTH_2312604				Serine-threonine rich protein	11509523.0	XP_003667128	MYCTH_2312604		G2QN10		MYCTH_2312604	2312604	NC_016478.1	2726470.0	2728130.0	+	1661.0					
MYCTH_2312607					11509525.0	XP_003667130	MYCTH_2312607		G2QN12		MYCTH_2312607	2312607	NC_016478.1	2732180.0	2733607.0	+	1428.0					
MYCTH_2312608	PCF11		CFIA_Pcf11,CTD_bind	RPR(PCF11)	11509526.0	XP_003667131	MYCTH_2312608	K07478,K14400	G2QN13		MYCTH_2312608	2312608	NC_016478.1	2734582.0	2737755.0	+	3174.0	GO:0005849,GO:0006369,GO:0006379,GO:0006378	mRNA cleavage factor complex,termination of RNA polymerase II transcription,mRNA cleavage,mRNA polyadenylation	CC,BP,BP,BP	mRNA surveillance pathway	mtm03015
MYCTH_2312612	GRE3		Aldo_ket_red	Aldo/keto reductase family	11509527.0	XP_003667132	MYCTH_2312612		G2QN14		MYCTH_2312612	2312612	NC_016478.1	2737997.0	2739474.0	-	1478.0	GO:0016491,GO:0055114	oxidoreductase activity,oxidation-reduction process	MF,BP		
MYCTH_2312616	TRM9	GT1: GlycosylTransferases (GTs) 	Methyltransf_11	Methyltransferase domain(TRM9)	11509607.0	XP_003667134	MYCTH_2312616	K15444	G2QN16	2.1.1.229	MYCTH_2312616	2312616	NC_016478.1	2743363.0	2744645.0	+	1283.0	GO:0008168	methyltransferase activity	MF		
MYCTH_2312622	ALF1		CAP_GLY,Ubiquitin_2	CAP_GLY	11509609.0	XP_003667136	MYCTH_2312622	K17262	G2QN18		MYCTH_2312622	2312622	NC_016478.1	2753653.0	2754929.0	+	1277.0	GO:0005515	protein binding	MF		
MYCTH_2312624			zf-RING_2	RING-like zinc finger	11509610.0	XP_003667137	MYCTH_2312624		G2QN19		MYCTH_2312624	2312624	NC_016478.1	2756398.0	2759039.0	+	2642.0					
MYCTH_2312626		GH128: Glycoside Hydrolases (GHs) 	Glyco_hydro_cc	Glycosyl hydrolase catalytic core	11509611.0	XP_003667138	MYCTH_2312626		G2QN20		MYCTH_2312626	2312626	NC_016478.1	2759857.0	2762006.0	-	2150.0					
MYCTH_2312630			Fungal_trans_2,Zn_clus	c6 transcription factor	11509612.0	XP_003667139	MYCTH_2312630		G2QN21		MYCTH_2312630	2312630	NC_016478.1	2768427.0	2770263.0	+	1837.0					
MYCTH_2312639	PFK26		6PF2K,His_Phos_1	6-phosphofructo-2-kinase(PFK26)	11509614.0	XP_003667141	MYCTH_2312639	K00900	G2QN23	2.7.1.105	MYCTH_2312639	2312639	NC_016478.1	2773720.0	2776484.0	-	2765.0	GO:0005524,GO:0003873,GO:0006000,GO:0003824,GO:0005524,GO:0003824,GO:0006003	ATP binding,6-phosphofructo-2-kinase activity,fructose metabolic process,catalytic activity,ATP binding,catalytic activity,fructose 2,6-bisphosphate metabolic process	MF,MF,BP,MF,MF,MF,BP	Fructose and mannose metabolism,Metabolic pathways	mtm00051,mtm01100
MYCTH_2312643					11509615.0	XP_003667142	MYCTH_2312643		G2QN24		MYCTH_2312643	2312643	NC_016478.1	2776486.0	2776863.0	-	378.0					
MYCTH_2312644					11509616.0	XP_003667143	MYCTH_2312644		G2QN25		MYCTH_2312644	2312644	NC_016478.1	2777009.0	2777568.0	-	560.0					
MYCTH_2312648	NHA1		Na_H_Exchanger	Sodium/hydrogen exchanger family	11509618.0	XP_003667145	MYCTH_2312648		G2QN27		MYCTH_2312648	2312648	NC_016478.1	2781992.0	2784098.0	+	2107.0	GO:0055085,GO:0015299,GO:0016021,GO:0006812	transmembrane transport,solute:proton antiporter activity,integral component of membrane,cation transport	BP,MF,CC,BP		
MYCTH_2312652	MGA2		Ank,Ank_2,Ank_4,Ank_5,TIG	ig-like, plexins, transcription factors(SPT23)	11509619.0	XP_003667146	MYCTH_2312652	K06867	G2QN28		MYCTH_2312652	2312652	NC_016478.1	2785586.0	2790292.0	+	4707.0	GO:0005515	protein binding	MF		
MYCTH_2312654					11509620.0	XP_003667147	MYCTH_2312654		G2QN29		MYCTH_2312654	2312654	NC_016478.1	2791712.0	2792694.0	+	983.0					
MYCTH_2312655					11509621.0	XP_003667148	MYCTH_2312655		G2QN30		MYCTH_2312655	2312655	NC_016478.1	2794401.0	2796032.0	-	1632.0					
MYCTH_2312657			Velvet	Velvet factor(veA)	11509622.0	XP_003667149	MYCTH_2312657		G2QN31		MYCTH_2312657	2312657	NC_016478.1	2798173.0	2800342.0	+	2170.0					
MYCTH_2312661	VTC3		DUF202,SPX,VTC	VTC domain(VTC2)	11509624.0	XP_003667151	MYCTH_2312661		G2QN33		MYCTH_2312661	2312661	NC_016478.1	2805209.0	2808548.0	-	3340.0					
MYCTH_2312662	GLT1		Fer4_20,GATase_2,GXGXG,Glu_syn_central,Glu_synthase,Pyr_redox_2	GXGXG motif(GLT1)	11509625.0	XP_003667152	MYCTH_2312662	K00264	G2QN34	1.4.1.13,1.4.1.14	MYCTH_2312662	2312662	NC_016478.1	2809297.0	2816469.0	-	7173.0	GO:0051536,GO:0016491,GO:0055114,GO:0003824,GO:0006807,GO:0055114,GO:0015930,GO:0006537,GO:0050660,GO:0010181,GO:0016040,GO:0005506,GO:0016639,GO:0006537,GO:0055114,GO:0006537,GO:0016638,GO:0055114,GO:0015930	iron-sulfur cluster binding,oxidoreductase activity,oxidation-reduction process,catalytic activity,nitrogen compound metabolic process,oxidation-reduction process,glutamate synthase activity,glutamate biosynthetic process,flavin adenine dinucleotide binding,FMN binding,glutamate synthase (NADH) activity,iron ion binding,oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor,glutamate biosynthetic process,oxidation-reduction process,glutamate biosynthetic process,oxidoreductase activity, acting on the CH-NH2 group of donors,oxidation-reduction process,glutamate synthase activity	MF,MF,BP,MF,BP,BP,MF,BP,MF,MF,MF,MF,MF,BP,BP,BP,MF,BP,MF	Alanine, aspartate and glutamate metabolism,Nitrogen metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	mtm00250,mtm00910,mtm01100,mtm01110,mtm01230
MYCTH_2312667			Apc15p	Apc15p protein	11509626.0	XP_003667153	MYCTH_2312667		G2QN35		MYCTH_2312667	2312667	NC_016478.1	2821343.0	2823223.0	+	1881.0	GO:0031145,GO:0030071,GO:0005680	anaphase-promoting complex-dependent catabolic process,regulation of mitotic metaphase/anaphase transition,anaphase-promoting complex	BP,BP,CC		
MYCTH_2312668	BET1			er-golgi snare complex subunit(BET1)	11509627.0	XP_003667154	MYCTH_2312668	K08504	G2QN36		MYCTH_2312668	2312668	NC_016478.1	2823208.0	2824761.0	-	1554.0	GO:0030173,GO:0015031	integral component of Golgi membrane,protein transport	CC,BP	SNARE interactions in vesicular transport	mtm04130
MYCTH_2312674	PHO80		Cyclin	Cyclin(PHO80)	11509629.0	XP_003667156	MYCTH_2312674	K06654	G2QN38		MYCTH_2312674	2312674	NC_016478.1	2827966.0	2829430.0	-	1465.0	GO:0000079,GO:0019901	regulation of cyclin-dependent protein serine/threonine kinase activity,protein kinase binding	BP,MF		
MYCTH_2312676			Arm	Armadillo/beta-catenin-like repeats	11509630.0	XP_003667157	MYCTH_2312676		G2QN39		MYCTH_2312676	2312676	NC_016478.1	2831258.0	2835027.0	+	3770.0	GO:0005515	protein binding	MF		
MYCTH_2312683					11509634.0	XP_003667161	MYCTH_2312683		G2QN43		MYCTH_2312683	2312683	NC_016478.1	2842024.0	2844766.0	-	2743.0					
MYCTH_2312685	NOP15		RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)(NOP15)	11509635.0	XP_003667162	MYCTH_2312685	K14838	G2QN44		MYCTH_2312685	2312685	NC_016478.1	2845797.0	2847410.0	+	1614.0	GO:0003676	nucleic acid binding	MF		
MYCTH_2312687	RUD3		GRAB	golgi matrix protein	11509636.0	XP_003667163	MYCTH_2312687		G2QN45		MYCTH_2312687	2312687	NC_016478.1	2848092.0	2850719.0	+	2628.0					
MYCTH_2312689				tail-anchored membrane protein insertion into ER membrane	11509637.0	XP_003667164	MYCTH_2312689	K22384	G2QN46		MYCTH_2312689	2312689	NC_016478.1	2851057.0	2852454.0	-	1398.0					
MYCTH_2312690	GET1		CHD5	Required for the post-translational delivery of tail- anchored (TA) proteins to the endoplasmic reticulum. Acts as a membrane receptor for soluble GET3, which recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol(GET1)	11509638.0	XP_003667165	MYCTH_2312690	K22384	G2QN47		MYCTH_2312690	2312690	NC_016478.1	2852596.0	2853965.0	-	1370.0	GO:0071816,GO:0071816,GO:0043529	tail-anchored membrane protein insertion into ER membrane,tail-anchored membrane protein insertion into ER membrane,GET complex	BP,BP,CC		
MYCTH_2312694	PEP4		Asp	Belongs to the peptidase A1 family(CTSD)	11509640.0	XP_003667167	MYCTH_2312694	K01379,K01381	G2QN49	3.4.23.25,3.4.23.5	MYCTH_2312694	2312694	NC_016478.1	2857471.0	2859944.0	+	2474.0	GO:0004190,GO:0006508	aspartic-type endopeptidase activity,proteolysis	MF,BP		
MYCTH_2312697	AVT2		Aa_trans	Transmembrane amino acid transporter protein	11509641.0	XP_003667168	MYCTH_2312697	K14997	G2QN50		MYCTH_2312697	2312697	NC_016478.1	2860291.0	2862748.0	+	2458.0					
MYCTH_2312705	MRPL40		KOW	KOW (Kyprides, Ouzounis, Woese) motif.	11509644.0	XP_003667171	MYCTH_2312705	K02895	G2QN53		MYCTH_2312705	2312705	NC_016478.1	2868501.0	2870239.0	+	1739.0	GO:0006412,GO:0005840,GO:0003735,GO:0003723	translation,ribosome,structural constituent of ribosome,RNA binding	BP,CC,MF,MF	Ribosome	mtm03010
MYCTH_2312710					11509646.0	XP_003667173	MYCTH_2312710	K18666	G2QN55		MYCTH_2312710	2312710	NC_016478.1	2875243.0	2877225.0	-	1983.0					
MYCTH_2312712			AKAP7_NLS	AKAP7 2'5' RNA ligase-like domain	11509647.0	XP_003667174	MYCTH_2312712	K18666	G2QN56		MYCTH_2312712	2312712	NC_016478.1	2877661.0	2879064.0	-	1404.0					
MYCTH_2312721			DUF3984	Protein of unknown function (DUF3984)	11509649.0	XP_003667176	MYCTH_2312721		G2QN58		MYCTH_2312721	2312721	NC_016478.1	2885776.0	2887684.0	-	1909.0					
MYCTH_2312723	IKI3		IKI3	Acts as subunit of the RNA polymerase II elongator complex, which is a histone acetyltransferase component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation(ELP1)	11509650.0	XP_003667177	MYCTH_2312723	K11373	G2QN59		MYCTH_2312723	2312723	NC_016478.1	2888332.0	2893449.0	+	5118.0	GO:0002098,GO:0033588	tRNA wobble uridine modification,Elongator holoenzyme complex	BP,CC		
MYCTH_2312728			HSP70	Belongs to the heat shock protein 70 family	11509651.0	XP_003667178	MYCTH_2312728		G2QN60		MYCTH_2312728	2312728	NC_016478.1	2894010.0	2895527.0	-	1518.0					
MYCTH_2312731	IME2		Pkinase	Protein tyrosine kinase(IME2)	11509652.0	XP_003667179	MYCTH_2312731	K12765	G2QN61	2.7.11.1	MYCTH_2312731	2312731	NC_016478.1	2897829.0	2900483.0	-	2655.0	GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672,GO:0005524	protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity,ATP binding	BP,MF,MF,BP,MF,MF		
