id,GO,ONTOLOGY,GO_type
XP_003666360.1,GO:0003676,nucleic acid binding,MF
XP_003666362.1,"GO:0005524,GO:0005524,GO:0046872,GO:0008716","ATP binding,ATP binding,metal ion binding,D-alanine-D-alanine ligase activity","MF,MF,MF,MF"
XP_003666364.1,"GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity","BP,MF,MF,BP,MF"
XP_003666365.1,"GO:0055085,GO:0005347","transmembrane transport,ATP transmembrane transporter activity","BP,MF"
XP_003666369.1,GO:0005515,protein binding,MF
XP_003666371.1,"GO:0050660,GO:0055114,GO:0050660,GO:0016614,GO:0055114,GO:0016614,GO:0055114","flavin adenine dinucleotide binding,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process","MF,BP,MF,MF,BP,MF,BP"
XP_003666372.1,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_003666375.1,"GO:0003724,GO:0006401,GO:0003723,GO:0005524,GO:0003676","RNA helicase activity,RNA catabolic process,RNA binding,ATP binding,nucleic acid binding","MF,BP,MF,MF,MF"
XP_003666376.1,GO:0016491,oxidoreductase activity,MF
XP_003666377.1,"GO:0003824,GO:0019752,GO:0004451","catalytic activity,carboxylic acid metabolic process,isocitrate lyase activity","MF,BP,MF"
XP_003666378.1,"GO:0000076,GO:0005634,GO:0006974,GO:0048478","DNA replication checkpoint,nucleus,cellular response to DNA damage stimulus,replication fork protection","BP,CC,BP,BP"
XP_003666381.1,GO:0005515,protein binding,MF
XP_003666384.1,GO:0005515,protein binding,MF
XP_003666387.1,"GO:0016620,GO:0016491,GO:0055114,GO:0016491,GO:0055114","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidoreductase activity,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process","MF,MF,BP,MF,BP"
XP_003666392.1,"GO:0032592,GO:0055088","integral component of mitochondrial membrane,lipid homeostasis","CC,BP"
XP_003666393.1,"GO:0008270,GO:0003676","zinc ion binding,nucleic acid binding","MF,MF"
XP_003666394.1,"GO:0006351,GO:0005634,GO:0003677,GO:0008270","transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","BP,CC,MF,MF"
XP_003666395.1,"GO:0009308,GO:0005507,GO:0008131,GO:0048038,GO:0055114,GO:0009308,GO:0008131,GO:0005507,GO:0048038,GO:0055114","amine metabolic process,copper ion binding,primary amine oxidase activity,quinone binding,oxidation-reduction process,amine metabolic process,primary amine oxidase activity,copper ion binding,quinone binding,oxidation-reduction process","BP,MF,MF,MF,BP,BP,MF,MF,MF,BP"
XP_003666396.1,GO:0003824,catalytic activity,MF
XP_003666399.1,GO:0016021,integral component of membrane,CC
XP_003666400.1,GO:0003676,nucleic acid binding,MF
XP_003666401.1,GO:0005515,protein binding,MF
XP_003666402.1,GO:0005525,GTP binding,MF
XP_003666404.1,"GO:0007018,GO:0005868,GO:0003777","microtubule-based movement,cytoplasmic dynein complex,microtubule motor activity","BP,CC,MF"
XP_003666405.1,GO:0003824,catalytic activity,MF
XP_003666408.1,"GO:0046912,GO:0046912,GO:0006099","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer,transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer,tricarboxylic acid cycle","MF,MF,BP"
XP_003666409.1,"GO:0004356,GO:0006807,GO:0003824,GO:0006542,GO:0004356,GO:0006807","glutamate-ammonia ligase activity,nitrogen compound metabolic process,catalytic activity,glutamine biosynthetic process,glutamate-ammonia ligase activity,nitrogen compound metabolic process","MF,BP,MF,BP,MF,BP"
XP_003666411.1,GO:0003824,catalytic activity,MF
XP_003666412.1,GO:0016787,hydrolase activity,MF
XP_003666414.1,"GO:0016772,GO:0016310,GO:0008986,GO:0006090,GO:0003824,GO:0016772,GO:0016301,GO:0005524,GO:0016310,GO:0005524","transferase activity, transferring phosphorus-containing groups,phosphorylation,pyruvate, water dikinase activity,pyruvate metabolic process,catalytic activity,transferase activity, transferring phosphorus-containing groups,kinase activity,ATP binding,phosphorylation,ATP binding","MF,BP,MF,BP,MF,MF,MF,MF,BP,MF"
XP_003666415.1,"GO:0003824,GO:0005975,GO:0016616,GO:0055114,GO:0016616,GO:0055114,GO:0016491,GO:0055114,GO:0019752,GO:0055114,GO:0016616","catalytic activity,carbohydrate metabolic process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process,carboxylic acid metabolic process,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF,BP,MF,BP,MF,BP,MF,BP,BP,BP,MF"
XP_003666418.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_003666419.1,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",MF
XP_003666421.1,GO:0005515,protein binding,MF
XP_003666422.1,"GO:0006544,GO:0004375,GO:0055114,GO:0003824,GO:0004375,GO:0006546,GO:0055114","glycine metabolic process,glycine dehydrogenase (decarboxylating) activity,oxidation-reduction process,catalytic activity,glycine dehydrogenase (decarboxylating) activity,glycine catabolic process,oxidation-reduction process","BP,MF,BP,MF,MF,BP,BP"
XP_003666424.1,GO:0005643,nuclear pore,CC
XP_003666425.1,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",BP
XP_003666426.1,GO:0005576,extracellular region,CC
XP_003666430.1,"GO:0005507,GO:0055114,GO:0016491,GO:0005507,GO:0055114","copper ion binding,oxidation-reduction process,oxidoreductase activity,copper ion binding,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_003666431.1,"GO:0006629,GO:0016627","lipid metabolic process,oxidoreductase activity, acting on the CH-CH group of donors","BP,MF"
XP_003666432.1,"GO:0022857,GO:0055085,GO:0022857,GO:0055085,GO:0016021,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,transmembrane transport,integral component of membrane,transmembrane transporter activity","MF,BP,MF,BP,CC,MF"
XP_003666434.1,"GO:0016788,GO:0009058,GO:0016740,GO:0031177,GO:0003824","hydrolase activity, acting on ester bonds,biosynthetic process,transferase activity,phosphopantetheine binding,catalytic activity","MF,BP,MF,MF,MF"
XP_003666436.1,GO:0005975,carbohydrate metabolic process,BP
XP_003666437.1,GO:0008061,chitin binding,MF
XP_003666441.1,"GO:0006508,GO:0004198","proteolysis,calcium-dependent cysteine-type endopeptidase activity","BP,MF"
XP_003666443.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003666444.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003666447.1,"GO:0030599,GO:0042545","pectinesterase activity,cell wall modification","MF,BP"
XP_003666450.1,"GO:0005524,GO:0016887","ATP binding,ATPase activity","MF,MF"
XP_003666452.1,GO:0003676,nucleic acid binding,MF
XP_003666456.1,"GO:0005634,GO:0004526,GO:0008033","nucleus,ribonuclease P activity,tRNA processing","CC,MF,BP"
XP_003666459.1,"GO:0015078,GO:0015986,GO:0045263","proton transmembrane transporter activity,ATP synthesis coupled proton transport,proton-transporting ATP synthase complex, coupling factor F(o)","MF,BP,CC"
XP_003666463.1,"GO:0055085,GO:0016021,GO:0022857,GO:0055085,GO:0022857,GO:0016021,GO:0022857","transmembrane transport,integral component of membrane,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,integral component of membrane,transmembrane transporter activity","BP,CC,MF,BP,MF,CC,MF"
XP_003666470.1,GO:0016787,hydrolase activity,MF
XP_003666471.1,"GO:0016705,GO:0020037,GO:0005506,GO:0055114,GO:0016705,GO:0005506,GO:0020037,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process","MF,MF,MF,BP,MF,MF,MF,BP"
XP_003666472.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003666475.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003666477.1,"GO:0061640,GO:0005869","cytoskeleton-dependent cytokinesis,dynactin complex","BP,CC"
XP_003666478.1,"GO:0005515,GO:0005034","protein binding,osmosensor activity","MF,MF"
XP_003666479.1,"GO:0008608,GO:0042729,GO:0005876","attachment of spindle microtubules to kinetochore,DASH complex,spindle microtubule","BP,CC,CC"
XP_003666480.1,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_003666481.1,"GO:0055085,GO:0005524,GO:0042626,GO:0016021,GO:0005524,GO:0016887,GO:0016020","transmembrane transport,ATP binding,ATPase-coupled transmembrane transporter activity,integral component of membrane,ATP binding,ATPase activity,membrane","BP,MF,MF,CC,MF,MF,CC"
XP_003666482.1,"GO:0031177,GO:0003824","phosphopantetheine binding,catalytic activity","MF,MF"
XP_003666483.1,"GO:0055085,GO:0005524,GO:0042626,GO:0016021,GO:0005524,GO:0016887,GO:0005524,GO:0016021","transmembrane transport,ATP binding,ATPase-coupled transmembrane transporter activity,integral component of membrane,ATP binding,ATPase activity,ATP binding,integral component of membrane","BP,MF,MF,CC,MF,MF,MF,CC"
XP_003666487.1,GO:0008061,chitin binding,MF
XP_003666488.1,"GO:0055085,GO:0015267,GO:0016020","transmembrane transport,channel activity,membrane","BP,MF,CC"
XP_003666490.1,GO:0003779,actin binding,MF
XP_003666491.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003666492.1,"GO:0055085,GO:0016020,GO:0022857,GO:0071918,GO:0016021,GO:0015204","transmembrane transport,membrane,transmembrane transporter activity,urea transmembrane transport,integral component of membrane,urea transmembrane transporter activity","BP,CC,MF,BP,CC,MF"
XP_003666496.1,"GO:0016742,GO:0009058,GO:0008864,GO:0006189,GO:0009058,GO:0016742","hydroxymethyl-, formyl- and related transferase activity,biosynthetic process,formyltetrahydrofolate deformylase activity,'de novo' IMP biosynthetic process,biosynthetic process,hydroxymethyl-, formyl- and related transferase activity","MF,BP,MF,BP,BP,MF"
XP_003666497.1,"GO:0055085,GO:0022857,GO:0022857","transmembrane transport,transmembrane transporter activity,transmembrane transporter activity","BP,MF,MF"
XP_003666498.1,GO:0005515,protein binding,MF
XP_003666499.1,"GO:0006644,GO:0050482,GO:0004623","phospholipid metabolic process,arachidonic acid secretion,phospholipase A2 activity","BP,BP,MF"
XP_003666501.1,"GO:0035556,GO:0007165,GO:0006468,GO:0005524,GO:0004674,GO:0006468,GO:0005524,GO:0004672,GO:0009272,GO:0004697,GO:0005524,GO:0005524,GO:0006468,GO:0004674,GO:0006468,GO:0004672","intracellular signal transduction,signal transduction,protein phosphorylation,ATP binding,protein serine/threonine kinase activity,protein phosphorylation,ATP binding,protein kinase activity,fungal-type cell wall biogenesis,protein kinase C activity,ATP binding,ATP binding,protein phosphorylation,protein serine/threonine kinase activity,protein phosphorylation,protein kinase activity","BP,BP,BP,MF,MF,BP,MF,MF,BP,MF,MF,MF,BP,MF,BP,MF"
XP_003666503.1,GO:0003968,RNA-directed 5'-3' RNA polymerase activity,MF
XP_003666504.1,"GO:0003871,GO:0009086,GO:0008270","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,methionine biosynthetic process,zinc ion binding","MF,BP,MF"
XP_003666507.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003666508.1,"GO:0050660,GO:0016614,GO:0055114,GO:0050660,GO:0055114,GO:0016614,GO:0055114","flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process,flavin adenine dinucleotide binding,oxidation-reduction process,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process","MF,MF,BP,MF,BP,MF,BP"
XP_003666509.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003666511.1,GO:0016021,integral component of membrane,CC
XP_003666512.1,"GO:0055085,GO:0016020,GO:0022857,GO:0055085,GO:0016021,GO:0006865","transmembrane transport,membrane,transmembrane transporter activity,transmembrane transport,integral component of membrane,amino acid transport","BP,CC,MF,BP,CC,BP"
XP_003666517.1,GO:0005515,protein binding,MF
XP_003666519.1,"GO:0008270,GO:0003676","zinc ion binding,nucleic acid binding","MF,MF"
XP_003666520.1,"GO:0003677,GO:0000786,GO:0046982,GO:0003677","DNA binding,nucleosome,protein heterodimerization activity,DNA binding","MF,CC,MF,MF"
XP_003666524.1,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",MF
XP_003666527.1,"GO:0016491,GO:0003824,GO:0055114,GO:0031177,GO:0016740","oxidoreductase activity,catalytic activity,oxidation-reduction process,phosphopantetheine binding,transferase activity","MF,MF,BP,MF,MF"
XP_003666528.1,GO:0003676,nucleic acid binding,MF
XP_003666529.1,GO:0046855,inositol phosphate dephosphorylation,BP
XP_003666531.1,"GO:0055085,GO:0016021","transmembrane transport,integral component of membrane","BP,CC"
XP_003666532.1,"GO:0005524,GO:0030163,GO:0005737,GO:0016787","ATP binding,protein catabolic process,cytoplasm,hydrolase activity","MF,BP,CC,MF"
XP_003666533.1,"GO:0004725,GO:0006470","protein tyrosine phosphatase activity,protein dephosphorylation","MF,BP"
XP_003666535.1,GO:0005515,protein binding,MF
XP_003666537.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003666538.1,"GO:0006412,GO:0005840,GO:0003735,GO:0003723","translation,ribosome,structural constituent of ribosome,RNA binding","BP,CC,MF,MF"
XP_003666539.1,"GO:0006352,GO:0005634","DNA-templated transcription, initiation,nucleus","BP,CC"
XP_003666540.1,"GO:0004519,GO:0006302,GO:0030870,GO:0008408,GO:0016787,GO:0004519,GO:0030145,GO:0006302,GO:0005634","endonuclease activity,double-strand break repair,Mre11 complex,3'-5' exonuclease activity,hydrolase activity,endonuclease activity,manganese ion binding,double-strand break repair,nucleus","MF,BP,CC,MF,MF,MF,MF,BP,CC"
XP_003666541.1,"GO:0031145,GO:0005680","anaphase-promoting complex-dependent catabolic process,anaphase-promoting complex","BP,CC"
XP_003666542.1,"GO:0009435,GO:0016779","NAD biosynthetic process,nucleotidyltransferase activity","BP,MF"
XP_003666543.1,"GO:0055085,GO:0016020,GO:0022857","transmembrane transport,membrane,transmembrane transporter activity","BP,CC,MF"
XP_003666544.1,"GO:0004190,GO:0006508","aspartic-type endopeptidase activity,proteolysis","MF,BP"
XP_003666545.1,GO:0005515,protein binding,MF
XP_003666546.1,"GO:0042025,GO:0003684,GO:0006289","host cell nucleus,damaged DNA binding,nucleotide-excision repair","CC,MF,BP"
XP_003666547.1,"GO:0045047,GO:0005783","protein targeting to ER,endoplasmic reticulum","BP,CC"
XP_003666548.1,"GO:0050660,GO:0055114,GO:0050660,GO:0016614,GO:0055114","flavin adenine dinucleotide binding,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_003666552.1,GO:0005515,protein binding,MF
XP_003666555.1,"GO:0006147,GO:0008892,GO:0008270,GO:0016810,GO:0016787","guanine catabolic process,guanine deaminase activity,zinc ion binding,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,hydrolase activity","BP,MF,MF,MF,MF"
XP_003666557.1,"GO:0006357,GO:0016592,GO:0003712","regulation of transcription by RNA polymerase II,mediator complex,transcription coregulator activity","BP,CC,MF"
XP_003666560.1,GO:0005525,GTP binding,MF
XP_003666561.1,"GO:0003676,GO:0004523,GO:0003723,GO:0004523","nucleic acid binding,RNA-DNA hybrid ribonuclease activity,RNA binding,RNA-DNA hybrid ribonuclease activity","MF,MF,MF,MF"
XP_003666562.1,"GO:0003677,GO:0000776,GO:0019237,GO:0051382","DNA binding,kinetochore,centromeric DNA binding,kinetochore assembly","MF,CC,MF,BP"
XP_003666563.1,"GO:0003676,GO:0000002,GO:0031305","nucleic acid binding,mitochondrial genome maintenance,integral component of mitochondrial inner membrane","MF,BP,CC"
XP_003666566.1,GO:0016787,hydrolase activity,MF
XP_003666567.1,"GO:0005509,GO:0055085,GO:0016020","calcium ion binding,transmembrane transport,membrane","MF,BP,CC"
XP_003666568.1,"GO:0004828,GO:0005524,GO:0006434,GO:0000166,GO:0005524,GO:0006418,GO:0004812,GO:0000166,GO:0000166","serine-tRNA ligase activity,ATP binding,seryl-tRNA aminoacylation,nucleotide binding,ATP binding,tRNA aminoacylation for protein translation,aminoacyl-tRNA ligase activity,nucleotide binding,nucleotide binding","MF,MF,BP,MF,MF,BP,MF,MF,MF"
XP_003666569.1,GO:0030170,pyridoxal phosphate binding,MF
XP_003666573.1,"GO:0003723,GO:0006412,GO:0015934,GO:0003735","RNA binding,translation,large ribosomal subunit,structural constituent of ribosome","MF,BP,CC,MF"
XP_003666575.1,"GO:0004822,GO:0006428,GO:0005524,GO:0000166,GO:0004822,GO:0000049,GO:0002161,GO:0006418,GO:0005524,GO:0004812,GO:0006418,GO:0000166,GO:0005524,GO:0006418,GO:0004812,GO:0000166,GO:0004812,GO:0006418","isoleucine-tRNA ligase activity,isoleucyl-tRNA aminoacylation,ATP binding,nucleotide binding,isoleucine-tRNA ligase activity,tRNA binding,aminoacyl-tRNA editing activity,tRNA aminoacylation for protein translation,ATP binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,nucleotide binding,ATP binding,tRNA aminoacylation for protein translation,aminoacyl-tRNA ligase activity,nucleotide binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation","MF,BP,MF,MF,MF,MF,MF,BP,MF,MF,BP,MF,MF,BP,MF,MF,MF,BP"
XP_003666579.1,"GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0005524","protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,ATP binding","BP,MF,BP,MF,MF,MF"
XP_003666580.1,GO:0005515,protein binding,MF
XP_003666581.1,"GO:0004518,GO:0008821","nuclease activity,crossover junction endodeoxyribonuclease activity","MF,MF"
XP_003666588.1,"GO:0017196,GO:0031417","N-terminal peptidyl-methionine acetylation,NatC complex","BP,CC"
XP_003666589.1,"GO:0015986,GO:0046933,GO:0000275,GO:0003824,GO:0046872","ATP synthesis coupled proton transport,proton-transporting ATP synthase activity, rotational mechanism,mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1),catalytic activity,metal ion binding","BP,MF,CC,MF,MF"
XP_003666590.1,"GO:0006351,GO:0003677,GO:0005666,GO:0003697","transcription, DNA-templated,DNA binding,RNA polymerase III complex,single-stranded DNA binding","BP,MF,CC,MF"
XP_003666604.1,"GO:0000124,GO:0003712","SAGA complex,transcription coregulator activity","CC,MF"
XP_003666606.1,GO:0003824,catalytic activity,MF
XP_003666607.1,"GO:0016301,GO:0032958","kinase activity,inositol phosphate biosynthetic process","MF,BP"
XP_003666609.1,GO:0005515,protein binding,MF
XP_003666611.1,"GO:0009058,GO:0030170,GO:0003824","biosynthetic process,pyridoxal phosphate binding,catalytic activity","BP,MF,MF"
XP_003666614.1,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_003666615.1,"GO:0007059,GO:0051382","chromosome segregation,kinetochore assembly","BP,BP"
XP_003666616.1,"GO:0016788,GO:0016888","hydrolase activity, acting on ester bonds,endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF,MF"
XP_003666617.1,"GO:0006260,GO:0055114,GO:0006260,GO:0005524,GO:0004748,GO:0055114,GO:0055114","DNA replication,oxidation-reduction process,DNA replication,ATP binding,ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor,oxidation-reduction process,oxidation-reduction process","BP,BP,BP,MF,MF,BP,BP"
XP_003666619.1,"GO:0005524,GO:0006468,GO:0005524,GO:0004672","ATP binding,protein phosphorylation,ATP binding,protein kinase activity","MF,BP,MF,MF"
XP_003666620.1,"GO:0004378,GO:0006486","GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity,protein glycosylation","MF,BP"
XP_003666622.1,"GO:0003676,GO:0005634,GO:0006397,GO:0003723","nucleic acid binding,nucleus,mRNA processing,RNA binding","MF,CC,BP,MF"
XP_003666623.1,"GO:0080132,GO:0006629,GO:0016021,GO:0020037,GO:0005506,GO:0016491,GO:0008610,GO:0055114","fatty acid alpha-hydroxylase activity,lipid metabolic process,integral component of membrane,heme binding,iron ion binding,oxidoreductase activity,lipid biosynthetic process,oxidation-reduction process","MF,BP,CC,MF,MF,MF,BP,BP"
XP_003666625.1,"GO:0003824,GO:0043169,GO:0004722,GO:0006470","catalytic activity,cation binding,protein serine/threonine phosphatase activity,protein dephosphorylation","MF,MF,MF,BP"
XP_003666627.1,"GO:0006820,GO:0016021","anion transport,integral component of membrane","BP,CC"
XP_003666630.1,"GO:0006468,GO:0004672,GO:0005524,GO:0006468,GO:0005524,GO:0004672","protein phosphorylation,protein kinase activity,ATP binding,protein phosphorylation,ATP binding,protein kinase activity","BP,MF,MF,BP,MF,MF"
XP_003666632.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270,GO:0006351,GO:0005634,GO:0003677,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding,transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","CC,BP,MF,MF,BP,CC,MF,MF"
XP_003666633.1,"GO:0004590,GO:0006207,GO:0006207,GO:0004590,GO:0003824,GO:0004590,GO:0044205","orotidine-5'-phosphate decarboxylase activity,'de novo' pyrimidine nucleobase biosynthetic process,'de novo' pyrimidine nucleobase biosynthetic process,orotidine-5'-phosphate decarboxylase activity,catalytic activity,orotidine-5'-phosphate decarboxylase activity,'de novo' UMP biosynthetic process","MF,BP,BP,MF,MF,MF,BP"
XP_003666634.1,"GO:0008654,GO:0016780,GO:0016020","phospholipid biosynthetic process,phosphotransferase activity, for other substituted phosphate groups,membrane","BP,MF,CC"
XP_003666635.1,"GO:0006614,GO:0008312,GO:0048500","SRP-dependent cotranslational protein targeting to membrane,7S RNA binding,signal recognition particle","BP,MF,CC"
XP_003666637.1,"GO:0003678,GO:0005524,GO:0043139,GO:0043139,GO:0097255,GO:0035267,GO:0031011","DNA helicase activity,ATP binding,5'-3' DNA helicase activity,5'-3' DNA helicase activity,R2TP complex,NuA4 histone acetyltransferase complex,Ino80 complex","MF,MF,MF,MF,CC,CC,CC"
XP_003666638.1,"GO:0016020,GO:0016021","membrane,integral component of membrane","CC,CC"
XP_003666640.1,"GO:0006366,GO:0046982","transcription by RNA polymerase II,protein heterodimerization activity","BP,MF"
XP_003666645.1,"GO:0000220,GO:0015078,GO:1902600,GO:0033179","vacuolar proton-transporting V-type ATPase, V0 domain,proton transmembrane transporter activity,proton transmembrane transport,proton-transporting V-type ATPase, V0 domain","CC,MF,BP,CC"
XP_003666650.1,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",MF
XP_003666651.1,"GO:0006890,GO:0016021","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum,integral component of membrane","BP,CC"
XP_003666654.1,"GO:0006352,GO:0005669","DNA-templated transcription, initiation,transcription factor TFIID complex","BP,CC"
XP_003666657.1,"GO:0005885,GO:0034314,GO:0015629,GO:0030833","Arp2/3 protein complex,Arp2/3 complex-mediated actin nucleation,actin cytoskeleton,regulation of actin filament polymerization","CC,BP,CC,BP"
XP_003666658.1,GO:0008168,methyltransferase activity,MF
XP_003666660.1,"GO:0006886,GO:0016192,GO:0030117,GO:0006886,GO:0016192,GO:0006886,GO:0030131,GO:0016192","intracellular protein transport,vesicle-mediated transport,membrane coat,intracellular protein transport,vesicle-mediated transport,intracellular protein transport,clathrin adaptor complex,vesicle-mediated transport","BP,BP,CC,BP,BP,BP,CC,BP"
XP_003666662.1,GO:0005515,protein binding,MF
XP_003666663.1,"GO:0016311,GO:0004725,GO:0008138,GO:0006470,GO:0016311,GO:0016791,GO:0016311,GO:0008138","dephosphorylation,protein tyrosine phosphatase activity,protein tyrosine/serine/threonine phosphatase activity,protein dephosphorylation,dephosphorylation,phosphatase activity,dephosphorylation,protein tyrosine/serine/threonine phosphatase activity","BP,MF,MF,BP,BP,MF,BP,MF"
XP_003666664.1,"GO:0006520,GO:0030170","cellular amino acid metabolic process,pyridoxal phosphate binding","BP,MF"
XP_003666665.1,GO:0016787,hydrolase activity,MF
XP_003666666.1,"GO:0003676,GO:0000184","nucleic acid binding,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","MF,BP"
XP_003666670.1,"GO:0016491,GO:0055114,GO:0016620,GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidoreductase activity,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_003666671.1,"GO:0042803,GO:0042162","protein homodimerization activity,telomeric DNA binding","MF,MF"
XP_003666673.1,"GO:0055085,GO:0022857,GO:0022857","transmembrane transport,transmembrane transporter activity,transmembrane transporter activity","BP,MF,MF"
XP_003666674.1,"GO:0016020,GO:0005886","membrane,plasma membrane","CC,CC"
XP_003666675.1,"GO:0005524,GO:0003676","ATP binding,nucleic acid binding","MF,MF"
XP_003666676.1,GO:0004143,diacylglycerol kinase activity,MF
XP_003666682.1,"GO:0005524,GO:0035494,GO:0016887","ATP binding,SNARE complex disassembly,ATPase activity","MF,BP,MF"
XP_003666684.1,"GO:0005085,GO:0007264,GO:0007264,GO:0005085","guanyl-nucleotide exchange factor activity,small GTPase mediated signal transduction,small GTPase mediated signal transduction,guanyl-nucleotide exchange factor activity","MF,BP,BP,MF"
XP_003666685.1,"GO:0006412,GO:0005840,GO:0003735,GO:0006412,GO:0015935,GO:0003735","translation,ribosome,structural constituent of ribosome,translation,small ribosomal subunit,structural constituent of ribosome","BP,CC,MF,BP,CC,MF"
XP_003666686.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003666687.1,"GO:0015078,GO:1902600,GO:0033179","proton transmembrane transporter activity,proton transmembrane transport,proton-transporting V-type ATPase, V0 domain","MF,BP,CC"
XP_003666689.1,"GO:0005515,GO:0006464","protein binding,cellular protein modification process","MF,BP"
XP_003666694.1,GO:0016788,"hydrolase activity, acting on ester bonds",MF
XP_003666695.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270,GO:0006351,GO:0005634,GO:0003677,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding,transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","CC,BP,MF,MF,BP,CC,MF,MF"
XP_003666698.1,GO:0003677,DNA binding,MF
XP_003666699.1,GO:0005509,calcium ion binding,MF
