query_id,subject_id,identity,alignment length,mismatches,gap,q.start,q.end,s.start,s.end,e-value,bit score
XP_962248.1,XP_326396.1 GT15: GlycosylTransferases (GTs) ,100.0,436,0,0,1,436,1,436,1.5e-261,904.8
XP_962259.1,AAK07848.1 GT58: GlycosylTransferases (GTs) AAK07848.1: Auxiliary Activities (AAs) ,100.0,442,0,0,1,442,1,442,6.3e-252,872.8
XP_962265.2,QKD52612.1 GT58: GlycosylTransferases (GTs) ,61.3,359,134,5,20,375,3,359,1.4e-119,433.0
XP_962270.2,QHO46828.1 GH38: Glycoside Hydrolases (GHs) ,53.1,49,23,0,85,133,225,273,1.1e-08,64.3
XP_962297.3,QKX53450.1 GH81: Glycoside Hydrolases (GHs) ,45.4,434,186,6,168,593,956,1346,1.2e-83,314.3
XP_962301.3,XP_003653167.1 GT0: GlycosylTransferases (GTs) ,54.9,683,259,14,1,671,1,646,4.1e-192,674.9
XP_962317.3,QGI70430.1 GH78: Glycoside Hydrolases (GHs) ,61.1,36,14,0,83,118,115,150,0.00012,52.0
XP_962341.1,XP_326454.1 CE3: Carbohydrate Esterases (CEs) ,100.0,268,0,0,1,268,1,268,1.2e-152,542.3
XP_962359.3,ACJ72161.1 GT1: GlycosylTransferases (GTs) ,42.7,96,49,2,6,97,13,106,2.8e-12,75.1
XP_962398.3,CDP24658.1 CE16: Carbohydrate Esterases (CEs) ,65.0,351,117,2,1,351,1,345,7.8e-136,486.9
XP_962409.1,SMQ49087.1 GT8: GlycosylTransferases (GTs) ,43.2,192,87,7,106,296,1,171,1.2e-26,124.4
XP_962414.2,EAA33178.1 AA9: Auxiliary Activities (AAs) ,98.8,241,0,1,1,238,1,241,1.5e-138,495.4
XP_962436.2,EAA33200.1 AA1_3: Auxiliary Activities (AAs) ,98.9,739,0,1,1,739,1,731,0.0,1520.8
XP_962484.2,EAA33248.1 GH43_22: Glycoside Hydrolases (GHs) ,99.7,326,1,0,1,326,1,326,1.1e-198,695.7
XP_962496.2,XP_327624.1 GT32: GlycosylTransferases (GTs) ,100.0,464,0,0,74,537,1,464,1.2e-244,849.0
XP_962498.1,EAA33262.1 GH7: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,521,0,0,1,521,1,521,1.8e-298,1027.7
XP_962514.3,QHO00079.1 GT35: GlycosylTransferases (GTs) ,57.7,52,22,0,74,125,451,502,3.3e-08,63.2
XP_962562.2,CAZ29389.1 GH99: Glycoside Hydrolases (GHs) ,51.3,187,85,2,34,214,8,194,2.3e-45,185.7
XP_962565.1,QDS70620.1 GT0: GlycosylTransferases (GTs) ,54.3,361,130,7,15,373,783,1110,1.8e-93,346.3
XP_962581.3,EAA33345.1 GH76: Glycoside Hydrolases (GHs) ,100.0,440,0,0,1,440,67,506,4.1e-259,896.7
XP_962587.3,CAP68330.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,53.6,334,140,6,5,331,43,368,4.9e-95,351.3
XP_962601.3,XP_327247.1 GH28: Glycoside Hydrolases (GHs) ,100.0,459,0,0,1,459,1,459,1.1e-249,865.5
XP_962644.1,EAA33408.1 AA9: Auxiliary Activities (AAs) ,100.0,472,0,0,1,472,1,472,7.499999999999999e-251,869.4
XP_962658.1,VUW59753.1 GT106: GlycosylTransferases (GTs) ,66.7,87,29,0,166,252,191,277,9.999999999999999e-26,121.3
XP_962668.1,QKX57883.1 GH125: Glycoside Hydrolases (GHs) ,41.2,177,90,5,3,166,4,179,2.8e-26,123.2
XP_962694.3,CAE85509.1 GT62: GlycosylTransferases (GTs) ,97.7,431,4,1,57,481,18,448,1.6e-232,808.5
XP_962794.1,XP_325535.1 GT15: GlycosylTransferases (GTs) ,100.0,503,0,0,1,503,1,503,5.6e-305,1049.3
XP_962801.2,VTV18564.1 GH15: Glycoside Hydrolases (GHs) ,41.1,146,79,2,36,181,616,754,2.4e-21,105.9
XP_962813.1,CBX99002.1 GH18: Glycoside Hydrolases (GHs) ,42.6,263,123,6,116,356,1,257,1.2e-52,211.1
XP_962936.1,QKD62511.1 AA11: Auxiliary Activities (AAs) ,42.7,365,198,4,27,389,1215,1570,4.2e-82,308.5
XP_962938.3,EAA33702.2 CBM52: Carbohydrate-Binding Modules (CBMs) ,100.0,249,0,0,18,266,1,249,2.2e-146,521.5
XP_962944.1,QKX61286.1 AA1: Auxiliary Activities (AAs) ,51.6,161,77,1,3,163,16,175,5.699999999999999e-47,190.7
XP_962960.3,QKX56076.1 GH51: Glycoside Hydrolases (GHs) ,43.9,421,230,4,92,507,922,1341,1.4e-94,350.5
XP_963048.1,XP_325541.1 GH16_19: Glycoside Hydrolases (GHs) CBM18: Carbohydrate-Binding Modules (CBMs) ,100.0,477,0,0,1,477,1,477,8.399999999999999e-242,839.3
XP_963062.1,XP_325555.1 GT55: GlycosylTransferases (GTs) ,100.0,536,0,0,1,536,1,536,8.999999999999999e-285,982.2
XP_963082.1,BBH01485.1 CBM57: Carbohydrate-Binding Modules (CBMs) ,42.4,132,65,3,311,432,875,1005,1.1e-13,82.0
XP_963118.1,CAZ33309.1 GT7: GlycosylTransferases (GTs) ,58.2,91,38,0,24,114,198,288,3.5e-24,114.4
XP_963121.2,XP_328566.1 GH13_40: Glycoside Hydrolases (GHs) ,100.0,486,0,0,1,486,97,582,2.8e-301,1036.9
XP_963146.2,QCD77328.1 GH36: Glycoside Hydrolases (GHs) ,46.8,156,83,0,18,173,747,902,5.3e-36,154.5
XP_963151.3,EAA33915.1 GH71: Glycoside Hydrolases (GHs) CBM24: Carbohydrate-Binding Modules (CBMs) ,100.0,889,0,0,1,889,1,889,0.0,1782.7
XP_963172.2,EAA63677.1 GH95: Glycoside Hydrolases (GHs) ,51.2,492,206,10,59,538,1209,1678,1.4e-123,446.8
XP_963210.3,CAE75731.1 GH13_5: Glycoside Hydrolases (GHs) ,99.8,540,0,1,1,540,1,539,0.0,1147.5
XP_963215.1,CAC05587.1 CE1: Carbohydrate Esterases (CEs) ,99.3,292,2,0,1,292,1,292,2.6e-169,597.8
XP_963241.1,CAL54622.1 GH2: Glycoside Hydrolases (GHs) ,62.8,196,63,4,157,349,1161,1349,2.7e-64,249.2
XP_963281.1,ACR62057.1 GH2: Glycoside Hydrolases (GHs) ,40.7,59,35,0,1,59,1,59,0.00029,50.8
XP_963284.2,XP_329458.1 GH5_7: Glycoside Hydrolases (GHs) ,99.7,392,1,0,1,392,12,403,2e-236,821.2
XP_963324.2,CAD70378.1 GH72: Glycoside Hydrolases (GHs) ,98.1,430,0,1,1,430,1,422,5.799999999999999e-250,866.3
XP_963349.2,CAP68330.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,45.1,346,170,10,1,341,37,367,1.5e-75,286.6
XP_963354.1,VUW72999.1 AA1: Auxiliary Activities (AAs) ,42.3,253,142,3,131,380,193,444,6.3e-46,188.3
XP_963366.1,CUI24525.1 GH19: Glycoside Hydrolases (GHs) ,53.7,285,124,4,1,280,15,296,2.7e-73,280.0
XP_963402.2,VBB87352.1 AA8: Auxiliary Activities (AAs) ,56.1,214,92,2,1,213,1,213,4.5e-60,234.6
XP_963450.1,VUW59753.1 GT106: GlycosylTransferases (GTs) ,44.0,91,42,2,810,896,191,276,1.3e-11,75.9
XP_963478.1,XP_367690.1 GH20: Glycoside Hydrolases (GHs) ,50.0,300,145,4,25,319,803,1102,8.500000000000001e-73,277.3
XP_963492.1,EAA34256.1 AA11: Auxiliary Activities (AAs) ,100.0,461,0,0,1,461,1,461,2.2e-210,734.9
XP_963534.2,CAB91762.2 GT34: GlycosylTransferases (GTs) ,96.9,324,0,1,1,314,1,324,1.7e-182,641.7
XP_963591.2,QKX53119.1 GH72: Glycoside Hydrolases (GHs) ,63.1,564,192,4,2,552,3,563,6.3e-202,707.6
XP_963607.2,EAA34371.2 AA13: Auxiliary Activities (AAs) CBM20: Carbohydrate-Binding Modules (CBMs) ,100.0,385,0,0,1,385,1,385,3.5e-222,773.9
XP_963612.1,VDC96437.1 GH16_20: Glycoside Hydrolases (GHs) ,48.6,210,104,3,3,209,1,209,3.3e-44,181.8
XP_963620.1,CAB91745.2 GT4: GlycosylTransferases (GTs) ,100.0,556,0,0,1,556,1,556,0.0,1107.8
XP_963622.1,CAD21216.1 GH72: Glycoside Hydrolases (GHs) ,100.0,494,0,0,1,494,1,494,1.6e-267,924.9
XP_963695.2,XP_330491.1 GT34: GlycosylTransferases (GTs) ,95.2,456,0,1,1,456,1,434,2.7e-261,904.0
XP_963702.1,EAA34466.1 AA9: Auxiliary Activities (AAs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,326,0,0,1,326,1,326,1.8e-158,562.0
XP_963724.2,ANH22675.1 CE4: Carbohydrate Esterases (CEs) ,58.0,386,141,3,25,407,14,381,5.1e-126,454.5
XP_963728.2,XP_329281.1 GH47: Glycoside Hydrolases (GHs) ,88.7,1172,0,1,1,1172,1,1040,0.0,1936.8
XP_963734.3,QFU91232.1 CBM2: Carbohydrate-Binding Modules (CBMs) ,42.3,71,37,2,331,401,78,144,9.5e-05,52.8
XP_963736.3,VDC69778.1 CE8: Carbohydrate Esterases (CEs) ,54.8,42,19,0,188,229,928,969,0.00023,50.8
XP_963751.3,XP_327758.1 GT22: GlycosylTransferases (GTs) ,100.0,576,0,0,1,576,1,576,0.0,1124.8
XP_963752.1,XP_327759.1 GT1: GlycosylTransferases (GTs) ,100.0,1361,0,0,1,1361,1,1361,0.0,2473.7
XP_963759.1,CUR50868.1 GT66: GlycosylTransferases (GTs) ,45.8,142,70,3,480,615,764,904,5.9e-25,119.4
XP_963760.2,QKD62991.1 GH12: Glycoside Hydrolases (GHs) ,48.4,91,45,1,1346,1436,1559,1647,2.1e-12,79.0
XP_963761.1,ALK30190.1 GT9: GlycosylTransferases (GTs) ,43.2,139,75,4,14,150,13,149,2.8e-17,92.8
XP_963790.3,QDP79808.1 GH65: Glycoside Hydrolases (GHs) ,42.4,92,46,5,154,244,179,264,0.00085,47.8
XP_963800.2,CAE81990.1 GT2: GlycosylTransferases (GTs) ,100.0,405,0,0,106,510,1,405,5.6e-244,846.7
XP_963808.3,QDY64813.1 GH18: Glycoside Hydrolases (GHs) CBM50: Carbohydrate-Binding Modules (CBMs) ,55.9,238,84,3,53,290,43,259,1e-61,240.7
XP_963819.3,QCE05853.1 GH32: Glycoside Hydrolases (GHs) ,63.3,30,11,0,468,497,800,829,5.7e-05,52.8
XP_963856.2,AEO53326.1 GT90: GlycosylTransferases (GTs) ,45.5,1005,470,10,9,981,3,961,3e-241,838.6
XP_963887.3,CBI54883.1 AA3_3: Auxiliary Activities (AAs) ,87.7,666,36,2,1,652,1,634,0.0,1201.8
XP_963900.3,EAA34664.3 GH145: Glycoside Hydrolases (GHs) ,100.0,494,0,0,1,494,1,494,3.7e-301,1036.6
XP_963920.1,XP_332018.1 GH17: Glycoside Hydrolases (GHs) ,100.0,624,0,0,1,624,1,624,2.6e-275,951.0
XP_963926.2,XP_332024.1 GT39: GlycosylTransferases (GTs) ,96.1,774,0,2,1,774,1,744,0.0,1502.6
XP_963972.1,EAA34736.1 GH43_30: Glycoside Hydrolases (GHs) ,100.0,328,0,0,1,328,1,328,4.3e-197,690.3
XP_964017.3,CCA74522.1 AA5_1: Auxiliary Activities (AAs) ,44.9,69,34,1,119,187,76,140,1e-11,73.9
XP_964043.1,QKX53028.1 AA4: Auxiliary Activities (AAs) ,85.8,148,21,0,4,151,680,827,4.6e-69,263.8
XP_964049.2,QKX64719.1 GT31: GlycosylTransferases (GTs) ,51.0,516,216,11,32,526,25,524,5.999999999999999e-140,501.1
XP_964060.1,XP_331834.1 GT62: GlycosylTransferases (GTs) ,100.0,373,0,0,1,373,1,373,6.8e-215,749.6
XP_964065.2,EAA34829.1 GH13_1: Glycoside Hydrolases (GHs) ,81.7,579,19,4,1,579,1,492,1.1e-257,892.5
XP_964070.2,QKX60855.1 GT22: GlycosylTransferases (GTs) ,51.0,298,141,3,42,338,566,859,1.3e-73,281.2
XP_964078.2,EAA34842.1 AA1_3: Auxiliary Activities (AAs) ,90.9,604,0,1,1,604,1,549,0.0,1124.8
XP_964107.1,BAC83070.1 GH17: Glycoside Hydrolases (GHs) CBM43: Carbohydrate-Binding Modules (CBMs) ,42.7,143,79,1,5,147,526,665,2.6e-24,115.2
XP_964130.1,VUW72999.1 AA1: Auxiliary Activities (AAs) ,40.7,280,158,4,163,435,176,454,4.9e-47,192.2
XP_964145.1,CAE76228.1 GH11: Glycoside Hydrolases (GHs) ,100.0,220,0,0,1,220,1,220,6e-126,453.4
XP_964159.1,CAE81955.1 GH5_5: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,390,0,0,1,390,1,390,3.8e-216,753.8
XP_964183.3,CAE76560.1 GH47: Glycoside Hydrolases (GHs) ,100.0,657,0,0,1,657,1,657,0.0,1307.7
XP_964273.1,XP_329966.1 GH47: Glycoside Hydrolases (GHs) ,100.0,804,0,0,1,804,1,804,0.0,1548.1
XP_964308.1,SMQ55079.1 GH17: Glycoside Hydrolases (GHs) ,58.3,254,97,3,1,253,1,246,2.6e-72,275.4
XP_964317.1,QCE13289.1 CE8: Carbohydrate Esterases (CEs) ,45.0,238,118,5,23,253,35,266,7.2e-50,201.4
XP_964329.3,AWP04987.1 GT13: GlycosylTransferases (GTs) ,47.5,821,412,12,117,926,80,892,2.9e-221,772.3
XP_964345.2,ACI49017.1 GT22: GlycosylTransferases (GTs) ,49.2,65,28,2,1,64,1,61,6.2e-05,50.4
XP_964353.2,DAA35009.1 GH2: Glycoside Hydrolases (GHs) ,100.0,1071,0,0,1,1071,1,1071,0.0,2245.7
XP_964365.1,EAA35129.1 AA11: Auxiliary Activities (AAs) ,100.0,542,0,0,1,542,1,542,2.1e-236,821.6
XP_964396.3,XP_324923.1 GH133: Glycoside Hydrolases (GHs) ,97.7,1566,0,1,1,1566,1,1530,0.0,3125.1
XP_964407.3,XP_330690.1 GH5_24: Glycoside Hydrolases (GHs) ,100.0,478,0,0,1,478,1,478,1.7e-287,991.1
XP_964432.2,VDC63520.1 CBM0: Carbohydrate-Binding Modules (CBMs) ,41.2,386,198,7,5,375,378,749,2e-66,257.7
XP_964433.3,VDD58900.1 PL1_1: Polysaccharide Lyases (PLs) ,65.8,149,51,0,1,149,510,658,1.3e-55,219.2
XP_964435.1,EAA35199.1 GH132: Glycoside Hydrolases (GHs) ,100.0,476,0,0,1,476,1,476,9.899999999999998e-251,869.0
XP_964439.2,EAA35203.1 GH125: Glycoside Hydrolases (GHs) ,100.0,534,0,0,1,534,1,534,0.0,1090.5
XP_964441.1,QGI70430.1 GH78: Glycoside Hydrolases (GHs) ,57.9,38,16,0,6,43,116,153,1.5e-05,55.1
XP_964450.1,VDD49515.1 CBM45: Carbohydrate-Binding Modules (CBMs) ,45.5,101,53,1,10,110,66,164,1e-20,102.8
XP_964453.2,QHN76219.1 GT2: GlycosylTransferases (GTs) ,40.2,92,31,2,92,167,72,155,1e-06,58.5
XP_964481.3,CAB4082109.1 GT31: GlycosylTransferases (GTs) ,56.4,204,87,2,3,205,440,642,1.6e-61,239.2
XP_964486.1,QHN73882.1 AA10: Auxiliary Activities (AAs) ,57.1,77,33,0,1,77,20,96,9.5e-18,92.4
XP_964494.2,XP_330753.1 GT57: GlycosylTransferases (GTs) ,100.0,571,0,0,28,598,1,571,0.0,1170.2
XP_964498.1,VDC69778.1 CE8: Carbohydrate Esterases (CEs) ,42.2,637,331,13,150,778,658,1265,1.7e-130,470.3
XP_964499.2,ARA93149.1 CE15: Carbohydrate Esterases (CEs) ,47.7,392,177,10,3,394,463,826,1.4e-80,303.5
XP_964519.3,CEF62298.1 GT4: GlycosylTransferases (GTs) CEF62298.1: Carbohydrate Esterases (CEs) ,62.6,171,64,0,8,178,6,176,5.200000000000001e-60,234.2
XP_964535.1,XP_324881.1 GH25: Glycoside Hydrolases (GHs) ,100.0,226,0,0,1,226,1,226,1.6e-129,465.3
XP_964543.3,CAW52622.1 GH3: Glycoside Hydrolases (GHs) ,96.2,845,0,1,1,845,1,813,0.0,1610.9
XP_964544.2,XP_324890.1 CE1: Carbohydrate Esterases (CEs) CBM1: Carbohydrate-Binding Modules (CBMs) ,98.5,399,0,1,34,426,1,399,1.5e-205,718.8
XP_964548.1,CCA19356.1 GT2: GlycosylTransferases (GTs) ,44.9,584,283,11,4,575,1156,1712,6.900000000000001e-65,251.9
XP_964555.1,QKD61617.1 CE3: Carbohydrate Esterases (CEs) ,47.8,515,258,7,43,550,1110,1620,1.4e-123,446.8
XP_964576.1,CAP83076.1 GH13_40: Glycoside Hydrolases (GHs) ,53.2,139,64,1,33,171,612,749,2.3e-34,149.1
XP_964587.3,EAA35351.2 CE0: Carbohydrate Esterases (CEs) ,100.0,387,0,0,46,432,6,392,1.6e-239,831.6
XP_964590.1,AWP16141.1 GH29: Glycoside Hydrolases (GHs) ,40.4,57,32,1,227,283,557,611,3.5e-07,59.3
XP_964597.1,QKX53525.1 AA1: Auxiliary Activities (AAs) ,56.0,418,172,5,39,455,587,993,2.2e-128,463.0
XP_964602.3,CUI24525.1 GH19: Glycoside Hydrolases (GHs) ,48.1,283,107,6,10,257,19,296,7.999999999999999e-53,211.8
XP_964619.1,QBZ65983.1 GH13_1: Glycoside Hydrolases (GHs) ,66.8,220,73,0,2,221,3,222,4.9e-83,310.8
XP_964638.1,QKX55086.1 GH55: Glycoside Hydrolases (GHs) ,64.6,625,204,5,5,622,785,1399,3.1e-250,867.8
XP_964642.2,XP_327741.1 GT17: GlycosylTransferases (GTs) ,78.5,544,0,1,1,544,1,427,2.9e-222,774.6
XP_964654.3,CAC10089.2 GH76: Glycoside Hydrolases (GHs) ,100.0,824,0,0,1,824,1,824,0.0,1689.9
XP_964666.2,CCA15473.1 GH72: Glycoside Hydrolases (GHs) ,55.1,392,167,6,1,389,565,950,1.3e-102,376.7
XP_964702.3,AEO70370.1 AA5_1: Auxiliary Activities (AAs) ,69.6,1122,318,8,1,1105,1,1116,0.0,1636.3
XP_964733.1,VBB73018.1 GH152: Glycoside Hydrolases (GHs) ,69.5,354,103,1,131,479,117,470,8.9e-154,547.0
XP_964734.2,VDB89779.1 GH152: Glycoside Hydrolases (GHs) ,79.9,711,120,8,2,704,4,699,0.0,1067.4
XP_964739.2,QLC65490.1 GH43_18: Glycoside Hydrolases (GHs) ,50.8,130,47,3,7,123,33,158,3.7e-24,114.8
XP_964763.1,BAF75800.1 GH79: Glycoside Hydrolases (GHs) ,100.0,559,0,0,1,559,1,559,0.0,1137.1
XP_964805.3,QCD77328.1 GH36: Glycoside Hydrolases (GHs) ,52.2,113,50,1,40,152,747,855,2.6e-25,119.8
XP_964806.1,XP_325070.1 GH2: Glycoside Hydrolases (GHs) ,100.0,854,0,0,1,854,1,854,0.0,1791.9
XP_964811.1,QCD77328.1 GH36: Glycoside Hydrolases (GHs) ,42.5,153,83,2,30,182,748,895,4.400000000000001e-28,128.3
XP_964826.1,AWP02669.1 GH47: Glycoside Hydrolases (GHs) ,53.8,171,79,0,1,171,1,171,1.2e-52,209.5
XP_964833.1,XP_329749.1 GT1: GlycosylTransferases (GTs) ,100.0,495,0,0,1,495,1,495,1.7e-285,984.6
XP_964857.1,ABG81487.1 GT31: GlycosylTransferases (GTs) ,45.0,440,195,8,3,419,5,420,1.4e-88,331.3
XP_964866.1,QKX56674.1 GH28: Glycoside Hydrolases (GHs) ,40.1,267,133,7,49,310,495,739,2.8e-42,176.0
XP_964945.1,EAA65758.1 GH133: Glycoside Hydrolases (GHs) ,44.5,825,399,10,9,815,1569,2352,4.7e-188,661.8
XP_964949.2,XP_324973.1 GT20: GlycosylTransferases (GTs) ,100.0,909,0,0,1,909,1,909,0.0,1843.2
XP_964951.2,AAF79504.1 GH36: Glycoside Hydrolases (GHs) AAF79504.1: Auxiliary Activities (AAs) ,42.8,173,90,3,4,168,804,975,6.1e-21,105.9
XP_964957.1,XP_330534.1 GH15: Glycoside Hydrolases (GHs) ,100.0,679,0,0,1,679,1,679,0.0,1403.7
XP_964959.2,CBA03971.1 GT30: GlycosylTransferases (GTs) ,63.4,402,144,3,7,407,4,403,8.6e-141,503.8
XP_964971.1,CAB4110408.1 GT41: GlycosylTransferases (GTs) ,54.3,35,16,0,206,240,1,35,0.00031,49.7
XP_964983.3,QHO20297.1 AA6: Auxiliary Activities (AAs) ,70.8,106,31,0,30,135,39,144,7.2e-38,161.4
XP_964984.1,QDS74481.1 CBM12: Carbohydrate-Binding Modules (CBMs) ,44.5,607,285,13,9,575,8,602,9.399999999999999e-129,464.5
XP_965017.1,SMY24715.1 CE16: Carbohydrate Esterases (CEs) ,48.9,178,82,5,6,182,1,170,7.1e-40,167.2
XP_965031.2,EAA35795.2 GH18: Glycoside Hydrolases (GHs) CBM50: Carbohydrate-Binding Modules (CBMs) ,100.0,1528,0,0,1,1528,1,1528,0.0,3164.8
XP_965033.1,XP_003656899.1 CBM50: Carbohydrate-Binding Modules (CBMs) ,55.9,254,84,3,28,264,15,257,1.9e-62,242.7
XP_965034.3,EAA35798.2 GH3: Glycoside Hydrolases (GHs) ,98.4,870,0,1,1,870,1,856,0.0,1712.6
XP_965072.2,CAE76407.1 GH13_22: Glycoside Hydrolases (GHs) GT5: GlycosylTransferases (GTs) ,99.9,2393,0,1,1,2390,1,2393,0.0,4825.0
XP_965085.3,SVE69682.1 GT61: GlycosylTransferases (GTs) ,48.6,70,32,2,5,74,482,547,3.6e-08,62.4
XP_965129.1,CED85243.1 GT57: GlycosylTransferases (GTs) CED85243.1: Carbohydrate Esterases (CEs) ,52.6,196,86,2,1,193,619,810,1.2e-50,203.0
XP_965136.1,EAA35900.1 GH37: Glycoside Hydrolases (GHs) ,100.0,692,0,0,1,692,1,692,0.0,1414.8
XP_965165.3,CAE76342.1 GH53: Glycoside Hydrolases (GHs) ,100.0,350,0,0,1,350,1,350,1.9e-206,721.5
XP_965178.3,CAE76354.1 GH2: Glycoside Hydrolases (GHs) ,100.0,677,0,0,1,677,1,677,0.0,1409.4
XP_965185.1,EAA35949.1 GH3: Glycoside Hydrolases (GHs) ,100.0,980,0,0,1,980,1,980,0.0,1972.6
XP_965191.1,CED82388.1 GT4: GlycosylTransferases (GTs) CED82388.1: Carbohydrate Esterases (CEs) ,47.9,71,37,0,6,76,28,98,3.1e-13,80.1
XP_965203.1,XP_328778.1 GH16_18: Glycoside Hydrolases (GHs) ,100.0,674,0,0,1,674,1,674,0.0,1298.9
XP_965218.3,XP_328793.1 GH26: Glycoside Hydrolases (GHs) ,99.0,314,0,1,1,311,1,314,5.200000000000001e-184,646.7
XP_965228.1,EAA35992.1 GH55: Glycoside Hydrolases (GHs) ,100.0,836,0,0,1,836,1,836,0.0,1710.7
XP_965255.1,AIT83212.1 GT4: GlycosylTransferases (GTs) ,73.5,302,78,2,1,301,14,314,7.7e-125,450.3
XP_965264.2,SGZ51757.1 GT21: GlycosylTransferases (GTs) ,42.9,175,91,5,82,250,418,589,3.1e-25,119.0
XP_965274.1,EAA36038.1 GH125: Glycoside Hydrolases (GHs) ,100.0,752,0,0,1,752,1,752,0.0,1474.9
XP_965275.1,QKX55219.1 GH27: Glycoside Hydrolases (GHs) ,51.8,712,280,11,19,713,870,1535,3.1e-198,695.3
XP_965298.3,VBB72362.1 AA0: Auxiliary Activities (AAs) ,51.1,411,186,5,8,416,6,403,1.6e-103,379.8
XP_965309.3,EAA36073.2 GH18: Glycoside Hydrolases (GHs) ,96.9,426,5,1,1,426,1,418,1.6e-239,831.6
XP_965315.3,XP_330651.1 GH0: Glycoside Hydrolases (GHs) ,100.0,638,0,0,1,638,1,638,0.0,1317.8
XP_965328.3,QKD62991.1 GH12: Glycoside Hydrolases (GHs) ,42.0,593,334,6,259,847,1075,1661,1.5e-134,484.2
XP_965366.2,CAB4083142.1 GT22: GlycosylTransferases (GTs) ,50.6,87,43,0,563,649,1,87,1.1e-20,105.9
XP_965368.1,QCD91124.1 GH38: Glycoside Hydrolases (GHs) ,51.4,243,115,2,1,242,1,241,3.8e-54,215.3
XP_965383.3,CAB97280.1 CE4: Carbohydrate Esterases (CEs) ,100.0,312,0,0,1,312,1,312,1.5e-170,602.1
XP_965386.2,EAA36150.1 AA9: Auxiliary Activities (AAs) ,99.5,217,1,0,1,217,109,325,4.5e-127,457.2
XP_965410.1,QBZ56101.1 GH18: Glycoside Hydrolases (GHs) ,72.1,846,196,12,14,854,344,1154,0.0,1152.1
XP_965412.2,CAE76268.1 GH18: Glycoside Hydrolases (GHs) ,99.2,361,1,1,1,359,1,361,9.5e-206,719.2
XP_965417.1,QKX62037.1 GT34: GlycosylTransferases (GTs) ,58.9,141,58,0,26,166,657,797,3.4e-49,198.0
XP_965427.1,XP_331853.1 GH105: Glycoside Hydrolases (GHs) ,100.0,375,0,0,1,375,1,375,2.8e-224,780.8
XP_965455.1,AFD63137.1 GH43_1: Glycoside Hydrolases (GHs) ,47.2,108,48,2,53,152,37,143,7e-16,87.8
XP_965466.1,XP_361931.1 GH43_34: Glycoside Hydrolases (GHs) CBM66: Carbohydrate-Binding Modules (CBMs) ,63.9,366,124,4,4,367,561,920,1.8e-130,469.2
XP_965469.1,QKX56076.1 GH51: Glycoside Hydrolases (GHs) ,55.7,1019,405,19,196,1193,601,1594,1.2e-273,946.4
XP_965498.1,CAE81966.1 AA9: Auxiliary Activities (AAs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,344,0,0,1,344,1,344,1e-196,689.1
XP_965504.2,CDP24533.1 AA8: Auxiliary Activities (AAs) ,56.0,216,93,2,1,215,1,215,1.1e-66,256.5
XP_965531.3,XP_329090.1 GH43_1: Glycoside Hydrolases (GHs) ,100.0,335,0,0,1,335,1,335,1.4e-206,721.8
XP_965535.3,QEO99716.1 CE12: Carbohydrate Esterases (CEs) ,66.7,36,12,0,22,57,196,231,0.00033,49.3
XP_965591.3,EAA36355.1 GH75: Glycoside Hydrolases (GHs) ,100.0,293,0,0,1,293,1,293,2.5e-167,591.3
XP_965592.1,AEO59530.1 GH75: Glycoside Hydrolases (GHs) ,67.7,93,27,1,1,93,1,90,3.9e-27,125.9
XP_965598.1,EAA36362.1 AA9: Auxiliary Activities (AAs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,359,0,0,1,359,1,359,3.9e-191,670.6
XP_965630.2,CAE76242.1 AA6: Auxiliary Activities (AAs) ,100.0,205,0,0,1,205,1,205,1.1e-113,412.5
XP_965647.2,EAA36411.2 GH131: Glycoside Hydrolases (GHs) ,100.0,358,0,0,1,358,1,358,3.3e-206,720.7
XP_965681.2,XP_331749.1 GH36: Glycoside Hydrolases (GHs) ,80.4,782,1,3,93,874,14,643,0.0,1237.2
XP_965689.3,CCA69719.1 GH43_13: Glycoside Hydrolases (GHs) ,57.0,93,35,2,1,88,1,93,2.6e-17,94.0
XP_965700.3,QDS71101.1 GT1: GlycosylTransferases (GTs) ,49.9,696,335,8,96,784,1418,2106,1.6e-182,643.3
XP_965720.1,QKD55908.1 GH18: Glycoside Hydrolases (GHs) ,66.2,337,103,4,13,346,2191,2519,3.999999999999999e-127,458.0
XP_965740.1,CEF62298.1 GT4: GlycosylTransferases (GTs) CEF62298.1: Carbohydrate Esterases (CEs) ,40.1,192,105,2,12,203,7,188,8.3e-29,130.6
XP_965749.1,XP_324789.1 GT32: GlycosylTransferases (GTs) ,100.0,372,0,0,1,372,1,372,5.1e-202,706.8
XP_965769.3,QKX60254.1 GH76: Glycoside Hydrolases (GHs) ,60.9,780,292,8,46,818,7,780,6.199999999999999e-280,966.8
XP_965782.3,XP_324822.1 GH35: Glycoside Hydrolases (GHs) ,97.8,1002,7,2,1,1001,1,988,0.0,1976.8
