id,GO,ONTOLOGY,GO_type
XP_965058.2,GO:0005525,GTP binding,MF
XP_965061.1,GO:0003676,nucleic acid binding,MF
XP_965062.1,GO:0016021,integral component of membrane,CC
XP_965064.1,GO:0005576,extracellular region,CC
XP_965066.1,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",BP
XP_965067.3,GO:0005643,nuclear pore,CC
XP_965069.3,"GO:0004375,GO:0055114,GO:0006546,GO:0003824,GO:0004375,GO:0055114,GO:0006544","glycine dehydrogenase (decarboxylating) activity,oxidation-reduction process,glycine catabolic process,catalytic activity,glycine dehydrogenase (decarboxylating) activity,oxidation-reduction process,glycine metabolic process","MF,BP,BP,MF,MF,BP,BP"
XP_965070.2,"GO:0016491,GO:0016491,GO:0008270,GO:0055114,GO:0055114","oxidoreductase activity,oxidoreductase activity,zinc ion binding,oxidation-reduction process,oxidation-reduction process","MF,MF,MF,BP,BP"
XP_965071.1,GO:0005515,protein binding,MF
XP_965072.2,"GO:0005975,GO:0003824","carbohydrate metabolic process,catalytic activity","BP,MF"
XP_965073.1,"GO:0006807,GO:0004356,GO:0006542,GO:0006807,GO:0004356,GO:0003824","nitrogen compound metabolic process,glutamate-ammonia ligase activity,glutamine biosynthetic process,nitrogen compound metabolic process,glutamate-ammonia ligase activity,catalytic activity","BP,MF,BP,BP,MF,MF"
XP_965075.1,"GO:0004451,GO:0019752,GO:0003824","isocitrate lyase activity,carboxylic acid metabolic process,catalytic activity","MF,BP,MF"
XP_965079.3,GO:0003824,catalytic activity,MF
XP_965080.1,GO:0005515,protein binding,MF
XP_965087.1,"GO:0005839,GO:0051603,GO:0005839,GO:0019773,GO:0006511","proteasome core complex,proteolysis involved in cellular protein catabolic process,proteasome core complex,proteasome core complex, alpha-subunit complex,ubiquitin-dependent protein catabolic process","CC,BP,CC,CC,BP"
XP_965090.2,"GO:0006470,GO:1902751,GO:0004725","protein dephosphorylation,positive regulation of cell cycle G2/M phase transition,protein tyrosine phosphatase activity","BP,BP,MF"
XP_965091.1,"GO:0003677,GO:0008134,GO:0005730,GO:0006355","DNA binding,transcription factor binding,nucleolus,regulation of transcription, DNA-templated","MF,MF,CC,BP"
XP_965092.3,"GO:0031625,GO:0006511","ubiquitin protein ligase binding,ubiquitin-dependent protein catabolic process","MF,BP"
XP_965093.1,GO:0008270,zinc ion binding,MF
XP_965096.1,GO:0008168,methyltransferase activity,MF
XP_965101.1,"GO:0046540,GO:0000244,GO:0000398","U4/U6 x U5 tri-snRNP complex,spliceosomal tri-snRNP complex assembly,mRNA splicing, via spliceosome","CC,BP,BP"
XP_965102.1,"GO:0005515,GO:0006396","protein binding,RNA processing","MF,BP"
XP_965104.1,GO:0046983,protein dimerization activity,MF
XP_965108.2,"GO:0016192,GO:0016021,GO:0016192","vesicle-mediated transport,integral component of membrane,vesicle-mediated transport","BP,CC,BP"
XP_965110.1,"GO:0032007,GO:0034198","negative regulation of TOR signaling,cellular response to amino acid starvation","BP,BP"
XP_965112.2,"GO:0006546,GO:0004047,GO:0005515","glycine catabolic process,aminomethyltransferase activity,protein binding","BP,MF,MF"
XP_965113.1,"GO:0004386,GO:0003676,GO:0005524","helicase activity,nucleic acid binding,ATP binding","MF,MF,MF"
XP_965114.1,GO:0005515,protein binding,MF
XP_965119.1,GO:0003824,catalytic activity,MF
XP_965122.2,"GO:0006751,GO:0003839","glutathione catabolic process,gamma-glutamylcyclotransferase activity","BP,MF"
XP_965126.1,"GO:0000166,GO:0003677,GO:0008094,GO:0006281,GO:0005524,GO:0008094,GO:0003677,GO:0006259,GO:0005524,GO:0008094,GO:0003690,GO:1990426,GO:0003697,GO:0000150,GO:0000724,GO:0003677","nucleotide binding,DNA binding,DNA-dependent ATPase activity,DNA repair,ATP binding,DNA-dependent ATPase activity,DNA binding,DNA metabolic process,ATP binding,DNA-dependent ATPase activity,double-stranded DNA binding,mitotic recombination-dependent replication fork processing,single-stranded DNA binding,recombinase activity,double-strand break repair via homologous recombination,DNA binding","MF,MF,MF,BP,MF,MF,MF,BP,MF,MF,MF,BP,MF,MF,BP,MF"
XP_965128.3,GO:0006886,intracellular protein transport,BP
XP_965129.1,"GO:0005840,GO:0003735,GO:0006412,GO:0019843,GO:0005840,GO:0006412,GO:0003735","ribosome,structural constituent of ribosome,translation,rRNA binding,ribosome,translation,structural constituent of ribosome","CC,MF,BP,MF,CC,BP,MF"
XP_965131.1,"GO:0000221,GO:1902600,GO:0046961,GO:0000221,GO:1902600","vacuolar proton-transporting V-type ATPase, V1 domain,proton transmembrane transport,proton-transporting ATPase activity, rotational mechanism,vacuolar proton-transporting V-type ATPase, V1 domain,proton transmembrane transport","CC,BP,MF,CC,BP"
XP_965136.1,"GO:0004555,GO:0005991,GO:0003824","alpha,alpha-trehalase activity,trehalose metabolic process,catalytic activity","MF,BP,MF"
XP_965137.3,"GO:0016829,GO:0006520,GO:0003824","lyase activity,cellular amino acid metabolic process,catalytic activity","MF,BP,MF"
XP_965138.2,"GO:0042025,GO:0008270,GO:0000981,GO:0006355,GO:0003677,GO:0005634,GO:0006351,GO:0008270","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated,DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","CC,MF,MF,BP,MF,CC,BP,MF"
XP_965143.2,"GO:0008033,GO:0055114,GO:0017150,GO:0050660,GO:0003824,GO:0008033,GO:0017150,GO:0055114,GO:0050660","tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthase activity,flavin adenine dinucleotide binding,catalytic activity,tRNA processing,tRNA dihydrouridine synthase activity,oxidation-reduction process,flavin adenine dinucleotide binding","BP,BP,MF,MF,MF,BP,MF,BP,MF"
XP_965144.3,"GO:0005737,GO:0004427,GO:0006796,GO:0000287,GO:0005737,GO:0004427,GO:0000287,GO:0006796","cytoplasm,inorganic diphosphatase activity,phosphate-containing compound metabolic process,magnesium ion binding,cytoplasm,inorganic diphosphatase activity,magnesium ion binding,phosphate-containing compound metabolic process","CC,MF,BP,MF,CC,MF,MF,BP"
XP_965146.1,"GO:0006890,GO:0005484","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum,SNAP receptor activity","BP,MF"
XP_965147.2,"GO:0051723,GO:0006482","protein methylesterase activity,protein demethylation","MF,BP"
XP_965151.1,GO:0003824,catalytic activity,MF
XP_965157.3,GO:0097428,protein maturation by iron-sulfur cluster transfer,BP
XP_965158.1,"GO:0016021,GO:0006465,GO:0005787","integral component of membrane,signal peptide processing,signal peptidase complex","CC,BP,CC"
XP_965159.1,GO:0016020,membrane,CC
XP_965160.1,GO:0046872,metal ion binding,MF
XP_965162.1,"GO:0055114,GO:0005739","oxidation-reduction process,mitochondrion","BP,CC"
XP_965163.2,GO:0005515,protein binding,MF
XP_965164.1,"GO:0005840,GO:0003735,GO:0006412,GO:0003735,GO:0006412,GO:0015935,GO:0003723","ribosome,structural constituent of ribosome,translation,structural constituent of ribosome,translation,small ribosomal subunit,RNA binding","CC,MF,BP,MF,BP,CC,MF"
XP_965165.3,GO:0015926,glucosidase activity,MF
XP_965166.2,"GO:0055114,GO:0016491","oxidation-reduction process,oxidoreductase activity","BP,MF"
XP_965170.1,GO:0005840,ribosome,CC
XP_965171.2,"GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0007093,GO:0004712,GO:0051304,GO:0005524","protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,mitotic cell cycle checkpoint,protein serine/threonine/tyrosine kinase activity,chromosome separation,ATP binding","MF,BP,MF,MF,BP,BP,MF,BP,MF"
XP_965172.1,"GO:0005840,GO:0003735,GO:0006414,GO:0005840,GO:0003735,GO:0006412","ribosome,structural constituent of ribosome,translational elongation,ribosome,structural constituent of ribosome,translation","CC,MF,BP,CC,MF,BP"
XP_965178.3,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
XP_965181.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_965182.2,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",MF
XP_965183.2,"GO:0015267,GO:0055085,GO:0016020","channel activity,transmembrane transport,membrane","MF,BP,CC"
XP_965184.1,GO:0003779,actin binding,MF
XP_965185.1,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
XP_965186.2,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_965187.1,"GO:0016887,GO:0005524,GO:0016020,GO:0016021,GO:0055085,GO:0042626,GO:0005524","ATPase activity,ATP binding,membrane,integral component of membrane,transmembrane transport,ATPase-coupled transmembrane transporter activity,ATP binding","MF,MF,CC,CC,BP,MF,MF"
XP_965189.1,"GO:0016491,GO:0003857,GO:0006631,GO:0055114,GO:0055114,GO:0016491,GO:0055114","oxidoreductase activity,3-hydroxyacyl-CoA dehydrogenase activity,fatty acid metabolic process,oxidation-reduction process,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process","MF,MF,BP,BP,BP,MF,BP"
XP_965191.1,"GO:0016491,GO:0055114,GO:0020037","oxidoreductase activity,oxidation-reduction process,heme binding","MF,BP,MF"
XP_965193.1,"GO:0020037,GO:0055114,GO:0005506,GO:0016705,GO:0020037,GO:0004497,GO:0055114,GO:0005506,GO:0016705","heme binding,oxidation-reduction process,iron ion binding,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,monooxygenase activity,oxidation-reduction process,iron ion binding,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF,BP,MF,MF,MF,MF,BP,MF,MF"
XP_965194.3,"GO:0003677,GO:0005634,GO:0006351,GO:0008270,GO:0042025,GO:0008270,GO:0000981,GO:0006355","DNA binding,nucleus,transcription, DNA-templated,zinc ion binding,host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","MF,CC,BP,MF,CC,MF,MF,BP"
XP_965195.1,"GO:0061817,GO:0008289","endoplasmic reticulum-plasma membrane tethering,lipid binding","BP,MF"
XP_965198.2,"GO:0005515,GO:0005034","protein binding,osmosensor activity","MF,MF"
XP_965199.1,"GO:0008608,GO:0042729,GO:0005876","attachment of spindle microtubules to kinetochore,DASH complex,spindle microtubule","BP,CC,CC"
XP_965202.1,"GO:0005840,GO:0003735,GO:0006412,GO:0005840,GO:0006412,GO:0003735","ribosome,structural constituent of ribosome,translation,ribosome,translation,structural constituent of ribosome","CC,MF,BP,CC,BP,MF"
XP_965203.1,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
XP_965207.1,GO:0005515,protein binding,MF
XP_965218.3,"GO:0004553,GO:0006080,GO:0016985","hydrolase activity, hydrolyzing O-glycosyl compounds,substituted mannan metabolic process,mannan endo-1,4-beta-mannosidase activity","MF,BP,MF"
XP_965224.1,"GO:0045263,GO:0015986,GO:0015078","proton-transporting ATP synthase complex, coupling factor F(o),ATP synthesis coupled proton transport,proton transmembrane transporter activity","CC,BP,MF"
XP_965236.2,"GO:0004197,GO:0006508","cysteine-type endopeptidase activity,proteolysis","MF,BP"
XP_965244.1,"GO:0016021,GO:0019829,GO:0006812,GO:0046872,GO:0030001,GO:0000166,GO:0005507,GO:0016021","integral component of membrane,ATPase-coupled cation transmembrane transporter activity,cation transport,metal ion binding,metal ion transport,nucleotide binding,copper ion binding,integral component of membrane","CC,MF,BP,MF,BP,MF,MF,CC"
XP_965247.1,"GO:0005840,GO:0003735,GO:0006412","ribosome,structural constituent of ribosome,translation","CC,MF,BP"
XP_965251.2,GO:0005515,protein binding,MF
XP_965255.1,"GO:0016491,GO:0055114,GO:0005737,GO:0055114,GO:0019430,GO:0004791","oxidoreductase activity,oxidation-reduction process,cytoplasm,oxidation-reduction process,removal of superoxide radicals,thioredoxin-disulfide reductase activity","MF,BP,CC,BP,BP,MF"
XP_965256.1,GO:0046872,metal ion binding,MF
XP_965260.3,GO:0005515,protein binding,MF
XP_965261.2,"GO:0016887,GO:0005524,GO:0016021,GO:0005524,GO:0016021,GO:0055085,GO:0042626,GO:0005524","ATPase activity,ATP binding,integral component of membrane,ATP binding,integral component of membrane,transmembrane transport,ATPase-coupled transmembrane transporter activity,ATP binding","MF,MF,CC,MF,CC,BP,MF,MF"
XP_965262.1,"GO:0008270,GO:0004126,GO:0009972,GO:0003824","zinc ion binding,cytidine deaminase activity,cytidine deamination,catalytic activity","MF,MF,BP,MF"
XP_965263.2,GO:0046872,metal ion binding,MF
XP_965267.1,"GO:0008484,GO:0003824","sulfuric ester hydrolase activity,catalytic activity","MF,MF"
XP_965268.1,"GO:0016592,GO:0003712,GO:0006357","mediator complex,transcription coregulator activity,regulation of transcription by RNA polymerase II","CC,MF,BP"
XP_965269.1,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",MF
XP_965271.1,"GO:0004526,GO:0008033,GO:0003824","ribonuclease P activity,tRNA processing,catalytic activity","MF,BP,MF"
XP_965274.1,GO:0003824,catalytic activity,MF
XP_965275.1,GO:0006629,lipid metabolic process,BP
XP_965276.1,GO:0005524,ATP binding,MF
XP_965278.2,"GO:0006777,GO:0005829","Mo-molybdopterin cofactor biosynthetic process,cytosol","BP,CC"
XP_965282.1,"GO:0006886,GO:0005784","intracellular protein transport,Sec61 translocon complex","BP,CC"
XP_965286.1,GO:0005515,protein binding,MF
XP_965287.2,"GO:0004672,GO:0006468,GO:0006468,GO:0004672,GO:0004672,GO:0006468,GO:0005524","protein kinase activity,protein phosphorylation,protein phosphorylation,protein kinase activity,protein kinase activity,protein phosphorylation,ATP binding","MF,BP,BP,MF,MF,BP,MF"
XP_965288.1,"GO:0016491,GO:0055114,GO:0050660,GO:0055114,GO:0016020,GO:0003885,GO:0071949,GO:0050660,GO:0016899,GO:0055114,GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process,flavin adenine dinucleotide binding,oxidation-reduction process,membrane,D-arabinono-1,4-lactone oxidase activity,FAD binding,flavin adenine dinucleotide binding,oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process","MF,BP,MF,BP,CC,MF,MF,MF,MF,BP,MF,BP"
XP_965290.1,"GO:0005515,GO:0008278,GO:0007062","protein binding,cohesin complex,sister chromatid cohesion","MF,CC,BP"
XP_965291.1,"GO:0007264,GO:0005092,GO:0007264","small GTPase mediated signal transduction,GDP-dissociation inhibitor activity,small GTPase mediated signal transduction","BP,MF,BP"
XP_965294.2,"GO:0046872,GO:0005524,GO:0006189,GO:0005524,GO:0004638,GO:0006189","metal ion binding,ATP binding,'de novo' IMP biosynthetic process,ATP binding,phosphoribosylaminoimidazole carboxylase activity,'de novo' IMP biosynthetic process","MF,MF,BP,MF,MF,BP"
XP_965295.2,"GO:0008033,GO:0017150,GO:0055114,GO:0050660,GO:0008033,GO:0055114,GO:0017150,GO:0050660","tRNA processing,tRNA dihydrouridine synthase activity,oxidation-reduction process,flavin adenine dinucleotide binding,tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthase activity,flavin adenine dinucleotide binding","BP,MF,BP,MF,BP,BP,MF,MF"
XP_965299.1,"GO:0015986,GO:0000276","ATP synthesis coupled proton transport,mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","BP,CC"
XP_965307.1,GO:0005515,protein binding,MF
XP_965309.3,"GO:0005975,GO:0004553,GO:0008061,GO:0005975","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds,chitin binding,carbohydrate metabolic process","BP,MF,MF,BP"
XP_965314.3,"GO:0016021,GO:0046923,GO:0006621","integral component of membrane,ER retention sequence binding,protein retention in ER lumen","CC,MF,BP"
XP_965315.3,GO:0003824,catalytic activity,MF
XP_965316.1,"GO:0005739,GO:0019205,GO:0006139,GO:0005524,GO:0004017","mitochondrion,nucleobase-containing compound kinase activity,nucleobase-containing compound metabolic process,ATP binding,adenylate kinase activity","CC,MF,BP,MF,MF"
XP_965317.1,GO:0043022,ribosome binding,MF
XP_965318.1,GO:0035091,phosphatidylinositol binding,MF
XP_965321.2,"GO:0035091,GO:0032266","phosphatidylinositol binding,phosphatidylinositol-3-phosphate binding","MF,MF"
XP_965325.2,GO:0008017,microtubule binding,MF
XP_965326.1,"GO:0003729,GO:0003676,GO:0006396,GO:0003723,GO:0005634,GO:0005737","mRNA binding,nucleic acid binding,RNA processing,RNA binding,nucleus,cytoplasm","MF,MF,BP,MF,CC,CC"
XP_965328.3,"GO:0016021,GO:0005524,GO:0016887,GO:0005524,GO:0016021,GO:0055085,GO:0042626,GO:0005524","integral component of membrane,ATP binding,ATPase activity,ATP binding,integral component of membrane,transmembrane transport,ATPase-coupled transmembrane transporter activity,ATP binding","CC,MF,MF,MF,CC,BP,MF,MF"
XP_965330.1,"GO:0005840,GO:0003735,GO:0006412","ribosome,structural constituent of ribosome,translation","CC,MF,BP"
XP_965331.1,"GO:0034551,GO:0005524","mitochondrial respiratory chain complex III assembly,ATP binding","BP,MF"
XP_965332.1,GO:1903259,exon-exon junction complex disassembly,BP
XP_965333.2,"GO:0005750,GO:0005743,GO:0006122,GO:0005750,GO:0006122,GO:0005743","mitochondrial respiratory chain complex III,mitochondrial inner membrane,mitochondrial electron transport, ubiquinol to cytochrome c,mitochondrial respiratory chain complex III,mitochondrial electron transport, ubiquinol to cytochrome c,mitochondrial inner membrane","CC,CC,BP,CC,BP,CC"
XP_965334.3,"GO:0061630,GO:0071596,GO:0008270","ubiquitin protein ligase activity,ubiquitin-dependent protein catabolic process via the N-end rule pathway,zinc ion binding","MF,BP,MF"
XP_965335.1,"GO:0016020,GO:0055085,GO:0008271,GO:0008272,GO:0008271,GO:0008272,GO:0016021,GO:0015116,GO:0008272","membrane,transmembrane transport,secondary active sulfate transmembrane transporter activity,sulfate transport,secondary active sulfate transmembrane transporter activity,sulfate transport,integral component of membrane,sulfate transmembrane transporter activity,sulfate transport","CC,BP,MF,BP,MF,BP,CC,MF,BP"
XP_965341.2,"GO:0051287,GO:0016616,GO:0055114,GO:0000287,GO:0016616,GO:0055114","NAD binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,magnesium ion binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process","MF,MF,BP,MF,MF,BP"
XP_965342.2,"GO:0003924,GO:0005525,GO:0005525,GO:0005525,GO:0003746,GO:0006414","GTPase activity,GTP binding,GTP binding,GTP binding,translation elongation factor activity,translational elongation","MF,MF,MF,MF,MF,BP"
XP_965343.2,"GO:0004190,GO:0004190,GO:0006508","aspartic-type endopeptidase activity,aspartic-type endopeptidase activity,proteolysis","MF,MF,BP"
XP_965347.3,GO:0005515,protein binding,MF
XP_965348.1,GO:0003676,nucleic acid binding,MF
XP_965349.2,GO:0005515,protein binding,MF
XP_965350.1,"GO:0016272,GO:0051082,GO:0006457","prefoldin complex,unfolded protein binding,protein folding","CC,MF,BP"
XP_965352.2,"GO:0003682,GO:0005524","chromatin binding,ATP binding","MF,MF"
XP_965353.3,GO:0005515,protein binding,MF
XP_965354.1,GO:0005515,protein binding,MF
XP_965356.2,"GO:0006672,GO:0016021,GO:0016811","ceramide metabolic process,integral component of membrane,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","BP,CC,MF"
XP_965357.1,"GO:0016272,GO:0051082,GO:0006457","prefoldin complex,unfolded protein binding,protein folding","CC,MF,BP"
XP_965360.1,"GO:1904983,GO:0015187,GO:0005743","glycine import into mitochondrion,glycine transmembrane transporter activity,mitochondrial inner membrane","BP,MF,CC"
XP_965361.1,GO:0017119,Golgi transport complex,CC
XP_965364.2,GO:0016021,integral component of membrane,CC
XP_965366.2,"GO:0003876,GO:0032264,GO:0009168,GO:0019239,GO:0019239","AMP deaminase activity,IMP salvage,purine ribonucleoside monophosphate biosynthetic process,deaminase activity,deaminase activity","MF,BP,BP,MF,MF"
XP_965367.1,GO:0055085,transmembrane transport,BP
XP_965368.1,"GO:0008540,GO:0006511","proteasome regulatory particle, base subcomplex,ubiquitin-dependent protein catabolic process","CC,BP"
XP_965370.1,"GO:0003743,GO:0006413,GO:0003743","translation initiation factor activity,translational initiation,translation initiation factor activity","MF,BP,MF"
XP_965374.1,GO:0008168,methyltransferase activity,MF
XP_965377.1,GO:0003677,DNA binding,MF
XP_965382.3,"GO:0016021,GO:0005773,GO:0000298","integral component of membrane,vacuole,endopolyphosphatase activity","CC,CC,MF"
XP_965383.3,"GO:0005975,GO:0016810,GO:0005975,GO:0003824","carbohydrate metabolic process,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,carbohydrate metabolic process,catalytic activity","BP,MF,BP,MF"
XP_965390.1,"GO:0003824,GO:0006086,GO:0004739","catalytic activity,acetyl-CoA biosynthetic process from pyruvate,pyruvate dehydrogenase (acetyl-transferring) activity","MF,BP,MF"
XP_965392.1,"GO:0008168,GO:0006694,GO:0008168","methyltransferase activity,steroid biosynthetic process,methyltransferase activity","MF,BP,MF"
XP_965393.2,"GO:0003676,GO:0003723","nucleic acid binding,RNA binding","MF,MF"
XP_965396.1,"GO:0004043,GO:0009085,GO:0031177,GO:0003824","L-aminoadipate-semialdehyde dehydrogenase activity,lysine biosynthetic process,phosphopantetheine binding,catalytic activity","MF,BP,MF,MF"
XP_965397.3,GO:0003824,catalytic activity,MF
XP_965404.1,GO:0005515,protein binding,MF
XP_965406.2,GO:0016798,"hydrolase activity, acting on glycosyl bonds",MF
XP_965408.2,GO:0005515,protein binding,MF
XP_965409.1,GO:0071949,FAD binding,MF
XP_965410.1,"GO:0000938,GO:0042147","GARP complex,retrograde transport, endosome to Golgi","CC,BP"
XP_965412.2,"GO:0008061,GO:0005975","chitin binding,carbohydrate metabolic process","MF,BP"
XP_965414.2,GO:0005515,protein binding,MF
XP_965416.1,"GO:0004831,GO:0006437,GO:0000166,GO:0005524,GO:0003723,GO:0004831,GO:0000166,GO:0004812,GO:0006418,GO:0005524","tyrosine-tRNA ligase activity,tyrosyl-tRNA aminoacylation,nucleotide binding,ATP binding,RNA binding,tyrosine-tRNA ligase activity,nucleotide binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,ATP binding","MF,BP,MF,MF,MF,MF,MF,MF,BP,MF"
XP_965417.1,"GO:0016020,GO:0016021,GO:0005740","membrane,integral component of membrane,mitochondrial envelope","CC,CC,CC"
XP_965419.1,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_965426.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_965427.1,GO:0003824,catalytic activity,MF
XP_965428.2,"GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transport","MF,BP"
XP_965434.3,"GO:0003676,GO:0006351","nucleic acid binding,transcription, DNA-templated","MF,BP"
XP_965436.2,"GO:0003824,GO:0051536,GO:0003824","catalytic activity,iron-sulfur cluster binding,catalytic activity","MF,MF,MF"
XP_965438.3,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",MF
XP_965442.1,"GO:0005515,GO:0016021","protein binding,integral component of membrane","MF,CC"
XP_965447.1,GO:0005515,protein binding,MF
XP_965448.1,"GO:0006396,GO:0042254,GO:0005730,GO:0003824","RNA processing,ribosome biogenesis,nucleolus,catalytic activity","BP,BP,CC,MF"
XP_965449.2,"GO:0044695,GO:0035103","Dsc E3 ubiquitin ligase complex,sterol regulatory element binding protein cleavage","CC,BP"
XP_965450.1,"GO:0046872,GO:0005524,GO:0006807,GO:0005524","metal ion binding,ATP binding,nitrogen compound metabolic process,ATP binding","MF,MF,BP,MF"
XP_965451.2,GO:0003676,nucleic acid binding,MF
XP_965454.1,"GO:0031207,GO:0031204","Sec62/Sec63 complex,posttranslational protein targeting to membrane, translocation","CC,BP"
XP_965456.1,"GO:0005664,GO:0003677,GO:0006260","nuclear origin of replication recognition complex,DNA binding,DNA replication","CC,MF,BP"
XP_965458.1,"GO:0003676,GO:0005524","nucleic acid binding,ATP binding","MF,MF"
XP_965460.1,"GO:0006260,GO:0003677,GO:0005524","DNA replication,DNA binding,ATP binding","BP,MF,MF"
XP_965462.3,GO:0007165,signal transduction,BP
XP_965466.1,"GO:0006694,GO:0003854,GO:0016616,GO:0055114","steroid biosynthetic process,3-beta-hydroxy-delta5-steroid dehydrogenase activity,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process","BP,MF,MF,BP"
XP_965469.1,"GO:0003676,GO:0005524","nucleic acid binding,ATP binding","MF,MF"
XP_965474.3,"GO:0005737,GO:0006508,GO:0070006,GO:0008239","cytoplasm,proteolysis,metalloaminopeptidase activity,dipeptidyl-peptidase activity","CC,BP,MF,MF"
XP_965475.1,"GO:0005975,GO:0016301","carbohydrate metabolic process,kinase activity","BP,MF"
XP_965477.1,GO:0016746,"transferase activity, transferring acyl groups",MF
XP_965479.1,"GO:0016021,GO:0006888,GO:0005801,GO:0000139","integral component of membrane,endoplasmic reticulum to Golgi vesicle-mediated transport,cis-Golgi network,Golgi membrane","CC,BP,CC,CC"
XP_965480.2,"GO:0005840,GO:0006412,GO:0003735","ribosome,translation,structural constituent of ribosome","CC,BP,MF"
XP_965485.3,"GO:0016774,GO:0016310,GO:0016301,GO:0016774,GO:0016301,GO:0006082","phosphotransferase activity, carboxyl group as acceptor,phosphorylation,kinase activity,phosphotransferase activity, carboxyl group as acceptor,kinase activity,organic acid metabolic process","MF,BP,MF,MF,MF,BP"
XP_965487.3,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_965488.1,"GO:0003723,GO:0006401,GO:0003724,GO:0003676,GO:0005524","RNA binding,RNA catabolic process,RNA helicase activity,nucleic acid binding,ATP binding","MF,BP,MF,MF,MF"
XP_965489.1,"GO:0006974,GO:0005634,GO:0048478,GO:0000076","cellular response to DNA damage stimulus,nucleus,replication fork protection,DNA replication checkpoint","BP,CC,BP,BP"
XP_965492.2,GO:0016491,oxidoreductase activity,MF
XP_965493.3,GO:0005515,protein binding,MF
XP_965496.3,GO:0005515,protein binding,MF
XP_965498.1,"GO:0030248,GO:0005975,GO:0005576,GO:0005975,GO:0030248,GO:0005576","cellulose binding,carbohydrate metabolic process,extracellular region,carbohydrate metabolic process,cellulose binding,extracellular region","MF,BP,CC,BP,MF,CC"
XP_965499.1,"GO:0022857,GO:0055085,GO:0016020,GO:0016021,GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,membrane,integral component of membrane,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,CC,CC,MF,BP,MF"
XP_965501.3,"GO:0000015,GO:0006096,GO:0004634,GO:0000287","phosphopyruvate hydratase complex,glycolytic process,phosphopyruvate hydratase activity,magnesium ion binding","CC,BP,MF,MF"
XP_965510.1,GO:0071786,endoplasmic reticulum tubular network organization,BP
XP_965514.1,"GO:0005515,GO:0005737,GO:0005515","protein binding,cytoplasm,protein binding","MF,CC,MF"
XP_965517.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_965520.1,"GO:0016311,GO:0016791,GO:0016311,GO:0004725","dephosphorylation,phosphatase activity,dephosphorylation,protein tyrosine phosphatase activity","BP,MF,BP,MF"
